기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2018-05-09 ~ 2018-05-15 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2018-05-09,,,,,,2018-05-10,,,,,,2018-05-11,,,,,,2018-05-12,,,,,,2018-05-13,,,,,,2018-05-14,,,,,,2018-05-15,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,어벤져스: 인피니티 워,2018-04-25,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF","안소니 루소,조 루소","로버트 다우니 주니어,조슈 브롤린,마크 러팔로,톰 히들스턴,크리스 에반스,크리스 헴스워스,제레미 레너,스칼렛 요한슨,엘리자베스 올슨,안소니 마키,폴 러드,기네스 팰트로우,폴 베타니,돈 치들,베네딕트 컴버배치,톰 홀랜드,크리스 프랫,조 샐다나,카렌 길런,브래들리 쿠퍼,빈 디젤,데이브 바티스타,세바스찬 스탠,채드윅 보스만,코비 스멀더스,베니치오 델 토로,피터 딘클리지,사무엘 L. 잭슨,다네이 거라이라,베네딕트 왕","982,911,400","82,182,435,044","109,370","9,249,573","1,615","7,365","914,913,200","83,097,348,244","101,160","9,350,733","1,554","6,994","1,382,669,274","84,480,017,518","144,261","9,494,994","1,551","7,227","3,302,689,583","87,782,707,101","348,486","9,843,480","1,602","7,628","2,739,216,300","90,521,923,401","290,488","10,133,968","1,583","7,426","729,622,500","91,251,545,901","79,245","10,213,213","1,508","6,747","756,993,200","92,008,539,101","83,822","10,297,035","1,529","6,692","10,809,015,457","1,156,832"
2,레슬러,2018-05-09,한국,한국,(주)안나푸르나필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디",김대웅,"유해진,김민재,이성경,나문희,성동일,진경,황우슬혜,김태훈,박규영,이한서,최유화,이예원","503,920,900","975,382,700","63,660","117,268",879,"4,619","426,906,800","1,402,289,500","53,923","171,191",881,"4,446","593,749,474","1,996,038,974","69,096","240,287",902,"4,616","1,451,088,483","3,447,127,457","163,425","403,712",957,"4,893","1,179,986,600","4,627,114,057","133,059","536,771",947,"4,693","258,721,700","4,885,835,757","32,344","569,115",878,"4,203","294,878,000","5,180,713,757","38,090","607,205",923,"4,139","4,709,251,957","553,597"
3,챔피언,2018-05-01,한국,한국,(주)코코너,워너브러더스 코리아(주),12세이상관람가,드라마,김용완,"마동석,권율,한예리,박성일,유지연","175,946,400","7,682,655,087","22,102","913,046",626,"2,408","136,060,900","7,818,715,987","17,225","930,271",601,"2,182","202,266,826","8,020,982,813","23,799","954,070",632,"2,303","522,802,817","8,543,785,630","59,670","1,013,740",638,"2,334","470,159,500","9,013,945,130","53,814","1,067,554",633,"2,292","105,159,800","9,119,104,930","13,166","1,080,720",584,"2,035","116,332,100","9,235,437,030","15,443","1,096,163",601,"2,042","1,728,728,343","205,219"
4,커다랗고 커다랗고 커다란 배,2018-05-03,덴마크,덴마크,,예지림엔터테인먼트,전체관람가,애니메이션,"필립 립스키,요르겐 레르담","이소은,이제인,윤세웅,이규창","4,009,300","533,195,100",583,"67,283",90,101,"2,663,000","535,858,100",376,"67,659",67,77,"3,766,700","539,624,800",483,"68,142",82,96,"83,180,200","622,805,000","10,497","78,639",199,286,"87,775,300","710,580,300","10,938","89,577",215,316,"2,958,100","713,538,400",423,"90,000",72,82,"5,276,900","718,815,300",769,"90,769",83,106,"189,629,500","24,069"
5,당갈,2018-04-25,인도,인도,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"액션,드라마",니테쉬 티와리,"아미르 칸,파티마 사나 셰이크,산야 말호트라","16,005,000","563,871,800","1,992","68,151",98,174,"14,013,900","577,885,700","1,719","69,870",97,162,"21,798,400","599,684,100","2,444","72,314",99,174,"57,704,800","657,388,900","6,387","78,701",108,183,"54,596,100","711,985,000","6,065","84,766",114,204,"16,555,900","728,540,900","2,061","86,827",114,218,"18,685,400","747,226,300","2,365","89,192",118,228,"199,359,500","23,033"
6,얼리맨,2018-05-03,영국,영국,,(주)이수C&E,전체관람가,애니메이션,닉 파크,"에디 레드메인,톰 히들스턴,메이지 윌리암스","6,126,100","739,134,500",899,"95,889",137,151,"4,561,100","743,695,600",759,"96,648",87,97,"5,687,800","749,383,400",817,"97,465",103,114,"76,518,000","825,901,400","9,859","107,324",310,404,"67,436,200","893,337,600","8,681","116,005",312,406,"3,057,200","896,394,800",455,"116,460",87,98,"6,606,300","903,001,100","1,042","117,502",118,137,"169,992,700","22,512"
7,루비 스팍스,2018-05-10,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"코미디,판타지","조나단 데이턴,발레리 페리스","폴 다노,조 카잔",0,"5,976,000",0,664,0,0,"22,336,500","28,312,500","2,726","3,390",140,483,"31,416,000","59,728,500","3,448","6,838",148,503,"63,006,600","122,735,100","6,772","13,610",142,483,"46,886,300","169,621,400","5,089","18,699",149,457,"15,733,700","185,355,100","1,938","20,637",126,420,"19,294,200","204,649,300","2,386","23,023",133,457,"198,673,300","22,359"
8,중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018-05-10,일본,일본,,와이드 릴리즈(주),12세이상관람가,애니메이션,이시하라 타츠야,"후쿠야마 준,우치다 마아야,아카사키 치나츠,아사쿠라 아즈미,우에사카 스미레","36,000","11,726,100",6,587,2,2,"23,896,600","35,622,700","2,930","3,517",108,267,"18,428,400","54,051,100","2,019","5,536",102,242,"41,075,200","95,126,300","4,855","10,391",113,255,"33,046,800","128,173,100","3,924","14,315",112,241,"4,239,400","132,412,500",502,"14,817",94,165,"7,511,200","139,923,700",946,"15,763",95,188,"128,233,600","15,182"
9,"부르고뉴, 와인에서 찾은 인생",2018-05-03,프랑스,프랑스,,(주)티캐스트,15세이상관람가,드라마,세드릭 클래피쉬,"피오 마르마이,아나 지라르도,프랑수아 시빌","9,462,600","133,858,600","1,196","15,370",41,72,"11,225,200","145,083,800","1,410","16,780",44,79,"14,219,100","159,302,900","1,583","18,363",46,85,"38,816,000","198,118,900","4,228","22,591",53,107,"33,088,700","231,207,600","3,600","26,191",54,107,"11,409,000","242,616,600","1,413","27,604",50,98,"13,293,400","255,910,000","1,727","29,331",53,102,"131,514,000","15,157"
