기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2017-02-01 ~ 2017-02-07 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2017-02-01,,,,,,2017-02-02,,,,,,2017-02-03,,,,,,2017-02-04,,,,,,2017-02-05,,,,,,2017-02-06,,,,,,2017-02-07,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,공조,2017-01-18,한국,한국,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",씨제이이앤엠(주),15세이상관람가,액션,김성훈,"현빈,유해진,김주혁,장영남,이해영,윤아,이동휘,박형수,서은지,신유철,이재남,공정환,김준한","1,416,506,700","41,280,052,269","189,579","5,049,695","1,075","5,290","1,306,151,800","42,586,204,069","174,342","5,224,037",998,"5,011","1,698,784,568","44,284,988,637","202,908","5,426,945","1,022","5,198","3,758,373,250","48,043,361,887","442,556","5,869,501","1,099","5,616","3,407,131,600","51,450,493,487","402,889","6,272,390","1,094","5,456","934,708,000","52,385,201,487","124,410","6,396,800","1,018","5,048","878,530,200","53,263,731,687","118,066","6,514,866","1,022","5,007","13,400,186,118","1,654,750"
2,더 킹,2017-01-18,한국,한국,(주)우주필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",한재림,"조인성,정우성,배성우,김아중,류준열,김의성,김민재,정성모,정은채,김소진,황승언,이주연,정준용,박시영,임승묵,박정민,박지홍,박진영,장승연,손영진,안용우,유현종,이나경,이석호,한미진,이승민,이윤희,김원진,김규선,남명렬,이가경,차지원,차엽","689,402,400","36,908,584,909","92,503","4,502,943",909,"3,982","587,350,500","37,495,935,409","78,761","4,581,704",827,"3,523","723,431,518","38,219,366,927","86,879","4,668,583",837,"3,542","1,428,182,708","39,647,549,635","168,326","4,836,909",832,"3,513","1,305,062,900","40,952,612,535","154,446","4,991,355",818,"3,369","374,987,900","41,327,600,435","50,002","5,041,357",768,"3,223","363,715,400","41,691,315,835","49,014","5,090,371",777,"3,201","5,472,133,326","679,931"
3,컨택트,2017-02-02,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"SF,드라마,스릴러",드니 빌뇌브,"에이미 아담스,제레미 레너,포레스트 휘테커","12,000","40,542,800",2,"4,830",1,1,"407,616,000","448,158,800","54,584","59,414",509,"2,223","512,632,832","960,791,632","61,006","120,420",558,"2,353","1,076,729,150","2,037,520,782","126,370","246,790",605,"2,414","946,606,900","2,984,127,682","111,552","358,342",598,"2,356","280,998,200","3,265,125,882","36,897","395,239",546,"2,327","258,802,100","3,523,927,982","34,217","429,456",558,"2,304","3,483,397,182","424,628"
4,모아나,2017-01-12,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"론 클레멘츠,존 머스커","드웨인 존슨,아우이 크라발호,알란 터딕,제메인 클레멘트,테무에라 모리슨","161,084,300","15,297,988,207","22,344","1,955,388",520,"1,211","136,237,500","15,434,225,707","19,177","1,974,565",491,"1,009","153,447,000","15,587,672,707","19,657","1,994,222",488,"1,014","591,333,600","16,179,006,307","73,943","2,068,165",562,"1,197","628,423,400","16,807,429,707","77,871","2,146,036",583,"1,248","82,232,100","16,889,661,807","11,293","2,157,329",467,969,"93,958,400","16,983,620,207","13,612","2,170,941",478,978,"1,846,716,300","237,897"
5,레지던트 이블: 파멸의 날,2017-01-25,미국,"미국,독일,호주,캐나다,프랑스",,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,공포(호러),SF,스릴러",폴 W.S. 앤더슨,"밀라 요보비치,알리 라터,이아인 글렌,숀 로버츠,이준기","224,355,000","4,836,161,073","29,001","576,181",497,"1,727","167,024,200","5,003,185,273","21,561","597,742",446,"1,341","220,219,750","5,223,405,023","25,268","623,010",468,"1,394","405,987,342","5,629,392,365","46,339","669,349",486,"1,255","339,636,900","5,969,029,265","38,653","708,002",473,"1,216","123,567,900","6,092,597,165","15,899","723,901",465,"1,324","113,581,700","6,206,178,865","14,727","738,628",462,"1,309","1,594,372,792","191,448"
6,너의 이름은.,2017-01-04,일본,일본,,메가박스중앙(주)플러스엠,12세이상관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,"카미키 류노스케,카미시라이시 모네,나가사와 마사미,이치하라 에수코,유키 아오이,시마자키 노부나가,이시카와 카이토,타니 카논","132,712,800","27,959,343,056","17,774","3,472,356",425,998,"99,014,000","28,058,357,056","13,249","3,485,605",363,770,"124,687,400","28,183,044,456","15,053","3,500,658",379,796,"234,927,500","28,417,971,956","28,466","3,529,124",383,743,"210,425,700","28,628,397,656","25,533","3,554,657",383,737,"67,759,100","28,696,156,756","8,883","3,563,540",378,765,"74,844,800","28,771,001,556","10,175","3,573,715",376,798,"944,371,300","119,133"
7,라이언,2017-02-01,호주,"호주,영국,미국",,(주)이수C&E,12세이상관람가,드라마,가스 데이비스,"데브 파텔,루니 마라,니콜 키드먼,데이빗 웬햄,타니시타 차터제,이몬 파렌,디프티 나발","79,505,500","121,527,100","10,688","16,246",173,803,"57,512,400","179,039,500","7,806","24,052",176,695,"65,816,000","244,855,500","8,035","32,087",185,651,"122,513,000","367,368,500","14,480","46,567",205,567,"108,780,400","476,148,900","12,872","59,439",197,517,"42,555,600","518,704,500","6,483","65,922",172,555,"38,688,000","557,392,500","5,879","71,801",179,551,"515,370,900","66,243"
8,라라랜드,2016-12-07,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗","66,537,700","26,505,142,128","8,823","3,167,007",218,406,"57,306,300","26,562,448,428","7,590","3,174,597",194,342,"75,353,200","26,637,801,628","8,818","3,183,415",200,365,"129,415,900","26,767,217,528","14,872","3,198,287",199,360,"105,754,800","26,872,972,328","12,189","3,210,476",201,356,"44,899,600","26,917,871,928","5,876","3,216,352",201,368,"45,304,900","26,963,176,828","6,050","3,222,402",205,368,"524,572,400","64,218"
9,레고 배트맨 무비,2017-02-09,미국,미국,,워너브러더스 코리아(주),전체관람가,"애니메이션,액션,코미디",크리스 맥케이,"윌 아넷,로자리오 도슨,랄프 파인즈,마이클 세라",0,0,0,0,0,0,"6,438,000","6,438,000",840,840,3,3,"25,835,000","32,273,000","2,690","3,530",11,11,"101,069,200","133,342,200","12,534","16,064",276,496,"110,014,400","243,356,600","13,516","29,580",267,468,0,"243,356,600",0,"29,580",0,0,0,"243,356,600",0,"29,580",0,0,"243,356,600","29,580"
10,터닝메카드W: 블랙미러의 부활,2017-01-18,한국,한국,㈜희원엔터테인먼트,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"홍헌표,김석원","소연,윤아영,신용우,장광,강호철,안영미,윤미나,이재현","13,028,500","3,013,036,600","1,912","402,912",195,251,"8,467,000","3,021,503,600","1,212","404,124",134,160,"11,317,400","3,032,821,000","1,575","405,699",142,170,"62,431,500","3,095,252,500","8,184","413,883",188,225,"68,822,800","3,164,075,300","8,972","422,855",196,237,"4,193,500","3,168,268,800",598,"423,453",99,111,"6,093,600","3,174,362,400",962,"424,415",116,134,"174,354,300","23,415"
11,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,타카하시 와타루,"박영남,김환진,강희선,여민정,장경희,정혜옥,송하림,김연우,박영화,장 미,윤은서,이기성,장예나,김민주,현경수","15,700,700","754,521,200","2,283","98,994",189,234,"10,750,300","765,271,500","1,557","100,551",137,157,"10,629,000","775,900,500","1,431","101,982",129,149,"55,527,300","831,427,800","7,355","109,337",161,196,"58,823,400","890,251,200","7,624","116,961",162,201,"4,238,000","894,489,200",606,"117,567",94,102,"4,229,900","898,719,100",617,"118,184",98,113,"159,898,600","21,473"
12,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은,김율","7,409,000","244,656,000","1,107","36,694",97,130,"6,831,000","251,487,000","1,028","37,722",91,110,"8,058,500","259,545,500","1,229","38,951",101,128,"39,708,000","299,253,500","5,967","44,918",132,174,"43,057,500","342,311,000","6,454","51,372",136,181,"5,164,000","347,475,000",778,"52,150",90,115,"5,161,500","352,636,500",780,"52,930",91,109,"115,389,500","17,343"
13,매기스 플랜,2017-01-25,미국,미국,,오드,15세이상관람가,"코미디,멜로/로맨스",레베카 밀러,"에단 호크,줄리안 무어,그레타 거윅,트래비스 핌멜,빌 헤이더,마야 루돌프","13,415,500","206,846,100","1,785","25,745",69,109,"14,024,700","220,870,800","1,869","27,614",69,100,"15,252,000","236,122,800","1,779","29,393",64,98,"21,594,100","257,716,900","2,455","31,848",60,86,"19,587,300","277,304,200","2,290","34,138",61,89,"8,882,200","286,186,400","1,180","35,318",62,93,"9,417,000","295,603,400","1,258","36,576",64,99,"102,172,800","12,616"
14,뚜르: 내 생애 최고의 49일,2017-02-01,한국,한국,"미디어길,(주)영화사 북극곰",(주)리틀빅픽쳐스,12세이상관람가,다큐멘터리,"임정하,전일우,박형준,김양래","이윤혁,전일우,이다윗,이윤혁,이정훈,김민정,김지영","13,540,300","96,264,800","1,903","12,362",221,399,"11,702,900","107,967,700","1,725","14,087",227,362,"13,700,200","121,667,900","1,736","15,823",223,351,"16,080,400","137,748,300","2,044","17,867",213,299,"18,680,000","156,428,300","2,336","20,203",212,290,"9,932,100","166,360,400","1,464","21,667",197,283,"9,209,500","175,569,900","1,319","22,986",192,277,"92,845,400","12,527"
15,조작된 도시,2017-02-09,한국,한국,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",씨제이이앤엠(주),15세이상관람가,"범죄,액션",박광현,"지창욱,심은경,안재홍,오정세,김상호,김민교,김기천,이하늬,박재민,박정환,박주현,박준규,박지홍,장민준,전영욱,정근수,정상문,신동호,신민철,정이삭,오준표,오지홍,조진규,윤성민,최경미,최경식,최창국,이민호,이민호,이상진,이석,이석,이수빈,한성관,이유진,이정훈,이정훈,이종혁,노남석,백승철","5,400,000","23,716,000",900,"3,271",4,4,"24,000,000","47,716,000","3,000","6,271",10,10,"4,500,000","52,216,000",750,"7,021",3,3,0,"52,216,000",0,"7,021",0,0,0,"52,216,000",0,"7,021",0,0,"14,528,000","66,744,000","1,816","8,837",9,9,"49,941,200","116,685,200","5,457","14,294",34,34,"98,369,200","11,923"
16,딥워터 호라이즌,2017-01-25,미국,미국,,메가박스중앙(주)플러스엠,12세이상관람가,"액션,드라마",피터 버그,"마크 월버그,딜런 오브라이언,케이트 허드슨,커트 러셀,지나 로드리게즈,존 말코비치,에단 서플리,조 크레스트,제임스 더몬트,크리스 애쉬워스","20,698,300","714,396,543","2,845","91,981",218,392,"8,011,700","722,408,243","1,108","93,089",113,179,"9,836,500","732,244,743","1,194","94,283",116,183,"13,518,900","745,763,643","1,662","95,945",103,138,"12,057,400","757,821,043","1,511","97,456",94,129,"5,642,500","763,463,543",756,"98,212",100,142,"4,787,000","768,250,543",687,"98,899",100,145,"74,552,300","9,763"
