기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2017-05-10 ~ 2017-05-16 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2017-05-10,,,,,,2017-05-11,,,,,,2017-05-12,,,,,,2017-05-13,,,,,,2017-05-14,,,,,,2017-05-15,,,,,,2017-05-16,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,에이리언: 커버넌트,2017-05-09,미국,"미국,호주,뉴질랜드",,이십세기폭스코리아(주),15세이상관람가,"SF,스릴러",리들리 스콧,"마이클 패스벤더,캘리 헤르난데스,캐서린 워터스턴,제임스 프랭코,누미 라파스,가이 피어스,빌리 크루덥,카르멘 에조고,대니 맥브라이드,주시 스몰렛","618,071,400","2,948,057,250","81,345","362,373",769,"3,529","555,823,000","3,503,880,250","72,975","435,348",790,"3,541","916,071,355","4,419,951,605","107,955","543,303",830,"3,701","1,943,969,759","6,363,921,364","226,810","770,113",822,"3,634","1,616,139,800","7,980,061,164","189,844","959,957",836,"3,544","443,849,600","8,423,910,764","58,773","1,018,730",776,"3,476","338,088,500","8,761,999,264","44,467","1,063,197",762,"3,395","6,432,013,414","782,169"
2,보안관,2017-05-03,한국,한국,"(주)영화사 월광,(주)사나이픽처스",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,코미디",김형주,"이성민,조진웅,김성균,김종수,조우진,임현성,배정남,염진환,박윤호,박지훈,신지훈,이규섭,이동현,최형욱,이윤희,이정은,손여은","481,728,600","13,884,629,940","65,039","1,716,624",696,"3,229","474,274,400","14,358,904,340","64,302","1,780,926",699,"3,217","709,803,222","15,068,707,562","86,702","1,867,628",748,"3,367","1,475,699,847","16,544,407,409","174,313","2,041,941",758,"3,352","1,389,646,100","17,934,053,509","164,624","2,206,565",751,"3,236","470,701,000","18,404,754,509","64,447","2,271,012",714,"3,246","380,132,700","18,784,887,209","52,173","2,323,185",732,"3,262","5,381,985,869","671,600"
3,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF",제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,빈 디젤,브래들리 쿠퍼","378,461,900","17,688,697,555","46,708","2,055,994",692,"2,726","354,835,700","18,043,533,255","43,911","2,099,905",694,"2,665","578,912,978","18,622,446,233","65,437","2,165,342",683,"2,715","1,254,581,353","19,877,027,586","140,079","2,305,421",734,"2,649","1,067,398,100","20,944,425,686","120,264","2,425,685",720,"2,552","301,862,100","21,246,287,786","37,940","2,463,625",672,"2,588","257,682,800","21,503,970,586","31,765","2,495,390",672,"2,578","4,193,734,931","486,104"
4,보스 베이비,2017-05-03,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,가족",톰 맥그라스,"알렉 볼드윈,리사 쿠드로,스티브 부세미,토비 맥과이어,지미 키멜","214,795,800","11,879,589,035","28,623","1,545,854",529,"1,591","207,525,900","12,087,114,935","27,873","1,573,727",550,"1,553","346,819,622","12,433,934,557","42,863","1,616,590",579,"1,652","1,154,176,047","13,588,110,604","144,673","1,761,263",720,"2,363","1,289,171,600","14,877,282,204","160,758","1,922,021",723,"2,363","279,496,600","15,156,778,804","37,848","1,959,869",558,"1,698","186,227,900","15,343,006,704","24,749","1,984,618",544,"1,612","3,678,213,469","467,387"
5,석조저택 살인사건,2017-05-09,한국,한국,주식회사 영화사다,씨네그루(주)키다리이엔티,15세이상관람가,스릴러,"정식,김휘","고수,황인아,김주혁,문성근,박성웅,임화영,임태훈,전민,신영진,신영진,정우식,정유빈,조원진,조유찬,조한별,이대영,이유진,이유진,이자은,이정섭,이주연,이주연,이주현,홍의정,황재욱,고민우","187,922,200","917,956,500","25,466","115,074",460,"1,952","199,915,400","1,117,871,900","26,492","141,566",460,"1,921","283,134,845","1,401,006,745","35,076","176,642",472,"1,947","518,259,241","1,919,265,986","61,720","238,362",539,"1,906","451,035,600","2,370,301,586","53,527","291,889",538,"1,847","160,221,600","2,530,523,186","21,599","313,488",458,"1,867","111,344,600","2,641,867,786","15,096","328,584",457,"1,812","1,911,833,486","238,976"
6,목소리의 형태,2017-05-09,일본,일본,,(주)디스테이션,전체관람가,"애니메이션,멜로/로맨스",야마다 나오코,"이리노 미유,하야미 사오리,유키 아오이,오노 켄쇼,카네코 유키,이시카와 유이,토요나가 토시유키","97,900,700","758,984,400","13,125","96,907",438,"1,077","83,631,800","842,616,200","11,127","108,034",446,"1,070","148,755,455","991,371,655","18,056","126,090",464,"1,088","326,294,459","1,317,666,114","40,387","166,477",464,"1,007","288,840,300","1,606,506,414","36,149","202,626",466,988,"85,666,800","1,692,173,214","11,696","214,322",418,967,"52,514,800","1,744,688,014","7,041","221,363",411,906,"1,083,604,314","137,581"
7,임금님의 사건수첩,2017-04-26,한국,한국,"(주)영화사람,씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),12세이상관람가,"코미디,어드벤처,액션",문현성,"이선균,안재홍,김희원,주진모,장영남,경수진,정해인,조영진,박용균,박정민,박진욱,박형수,서병철,심상용,안용우,조제웅,유하나,윤기현,이상원,이승일,이승훈,이영호,이웅희,이재현,이재환,이정민,이주원,최용훈,김종훈","62,439,200","12,176,234,423","8,766","1,569,479",410,879,"55,791,700","12,232,026,123","8,178","1,577,657",418,832,"80,160,500","12,312,186,623","10,334","1,587,991",429,837,"104,407,900","12,416,594,523","12,979","1,600,970",335,599,"94,455,000","12,511,049,523","11,748","1,612,718",341,582,"45,965,800","12,557,015,323","6,602","1,619,320",368,697,"37,198,500","12,594,213,823","5,704","1,625,024",371,677,"480,418,600","64,311"
8,킹 아서: 제왕의 검,2017-05-17,영국,"영국,호주,미국",,워너브러더스 코리아(주),12세이상관람가,"판타지,액션,어드벤처",가이 리치,"찰리 허냄,주드 로,에릭 바나,에이단 길렌,디몬 하운수,아스트리드 베흐제-프리스베,애나벨 월리스,케이티 맥그라스","6,759,000","33,715,000",751,"3,836",4,4,0,"33,715,000",0,"3,836",0,0,0,"33,715,000",0,"3,836",0,0,"211,413,700","245,128,700","23,795","27,631",253,711,"202,530,600","447,659,300","23,119","50,750",256,684,"29,341,600","477,000,900","3,423","54,173",45,137,"27,800,600","504,801,500","3,264","57,437",47,142,"477,845,500","54,352"
9,분노의 질주: 더 익스트림,2017-04-12,미국,"미국,일본,프랑스,캐나다",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",F. 게리 그레이,"빈 디젤,드웨인 존슨,샤를리즈 테론,제이슨 스타뎀,스콧 이스트우드,커트 러셀,미셸 로드리게즈,엘자 패터키,에바 멘데스,헬렌 미렌,조다나 브루스터,루카스 블랙,타이레스 깁슨,루다크리스","32,380,800","29,750,899,348","4,358","3,624,850",191,323,"26,715,900","29,777,615,248","3,549","3,628,399",181,287,"37,685,600","29,815,300,848","4,449","3,632,848",178,282,"61,752,300","29,877,053,148","7,257","3,640,105",153,224,"48,298,900","29,925,352,048","5,662","3,645,767",150,222,"21,219,800","29,946,571,848","2,848","3,648,615",173,283,"18,605,500","29,965,177,348","2,462","3,651,077",166,268,"246,658,800","30,585"
10,불한당: 나쁜 놈들의 세상,2017-05-17,한국,한국,"씨제이이앤엠(주),(주)바른손",씨제이이앤엠(주),청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호,박정주,박지호,박형우,임효은,정기욱,주현수,윤준희,최형욱,이미소,이시훈,이영호,이은비,이인규,이정우,이정호,김말구,문지윤",0,"11,740,000",0,"1,549",0,0,"42,598,000","54,338,000","5,321","6,870",22,23,"28,984,000","83,322,000","2,983","9,853",7,8,"39,234,600","122,556,600","4,336","14,189",37,60,"42,597,200","165,153,800","4,713","18,902",41,62,"20,336,000","185,489,800","2,542","21,444",13,13,"43,667,900","229,157,700","4,819","26,263",34,34,"217,417,700","24,714"
11,스머프: 비밀의 숲,2017-04-28,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,가족",캘리 애스버리,"데미 로바토,레인 윌슨,조 맨가니엘로,잭 맥브레이어,맨디 파틴킨","5,556,000","2,973,316,300","1,033","406,589",75,81,"2,597,000","2,975,913,300",398,"406,987",72,77,"3,867,000","2,979,780,300",559,"407,546",65,69,"47,745,600","3,027,525,900","6,475","414,021",201,240,"50,097,700","3,077,623,600","6,594","420,615",198,238,"3,619,000","3,081,242,600",566,"421,181",56,59,"2,583,500","3,083,826,100",422,"421,603",59,61,"116,065,800","16,047"
12,"서서평, 천천히 평온하게",2017-04-26,한국,한국,재단법인 온누리선교재단(CGNTV),커넥트픽쳐스(주),전체관람가,다큐멘터리,"홍주연,홍현정","윤안나,안은새,강다연,도세진,민주홍,박사라,이상운,진미혜,최용수,최진","18,129,800","584,359,400","2,722","78,308",83,113,"11,919,500","596,278,900","1,649","79,957",79,106,"13,625,900","609,904,800","1,784","81,741",78,105,"13,237,800","623,142,600","1,599","83,340",71,95,"21,692,000","644,834,600","2,833","86,173",79,104,"7,584,000","652,418,600","1,135","87,308",60,86,"10,656,100","663,074,700","1,516","88,824",61,87,"96,845,100","13,238"
13,8 마일,2003-02-21,미국,미국,,"유니버설픽쳐스인터내셔널 코리아(유),유아이피-씨아이씨영화및비디오배급(유)","18세관람가,15세이상관람가",드라마,커티스 핸슨,"에미넴,킴 베이싱어,브리트니 머피,안소니 마키","9,389,000","55,920,800","1,191","7,082",61,124,"9,029,000","64,949,800","1,151","8,233",63,129,"14,647,800","79,597,600","1,658","9,891",69,137,"23,388,200","102,985,800","2,637","12,528",65,121,"19,821,800","122,807,600","2,240","14,768",68,117,"7,105,000","129,912,600",912,"15,680",66,121,"6,951,100","136,863,700",894,"16,574",62,120,"90,331,900","10,683"
14,극장판 쿠로코의 농구 라스트 게임,2017-04-27,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,애니메이션,타다 슌스케,오노 켄쇼,"2,414,000","257,592,500",325,"34,547",46,57,"31,102,000","288,694,500","4,377","38,924",55,78,"13,551,000","302,245,500","1,730","40,654",54,73,"11,679,500","313,925,000","1,508","42,162",51,67,"9,041,500","322,966,500","1,166","43,328",53,70,"2,904,500","325,871,000",398,"43,726",53,68,"1,824,000","327,695,000",253,"43,979",47,60,"72,516,500","9,757"
15,특별시민,2017-04-26,한국,한국,(주)팔레트픽처스,(주)쇼박스,15세이상관람가,드라마,박인제,"최민식,곽도원,심은경,문소리,라미란,류혜영,이기홍,진선규,권용덕,이주연,이준범,박지연,정병욱,정병진,신동필,정성호,신중혁,정연서,이상구,이상준,이수경,이영민,이윤희,이재현,홍윤기,마동석,서이숙,정재윤,강기영","12,156,400","10,422,152,245","1,741","1,351,694",142,209,"9,819,000","10,431,971,245","1,418","1,353,112",124,167,"11,893,900","10,443,865,145","1,591","1,354,703",137,190,"11,659,600","10,455,524,745","1,636","1,356,339",93,114,"8,143,500","10,463,668,245","1,049","1,357,388",87,108,"4,822,000","10,468,490,245",672,"1,358,060",105,136,"6,448,200","10,474,938,445",913,"1,358,973",104,134,"64,942,600","9,020"
16,슈퍼 빼꼼: 스파이 대작전,2017-05-03,한국,한국,(합)알지애니메이션스튜디오,메가박스중앙(주)플러스엠,전체관람가,"애니메이션,코미디",임아론,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주","1,315,500","627,540,000",218,"87,040",28,33,"1,421,000","628,961,000",270,"87,310",26,29,"2,196,500","631,157,500",322,"87,632",28,34,"16,852,500","648,010,000","2,406","90,038",115,130,"20,632,900","668,642,900","2,894","92,932",125,140,"2,161,500","670,804,400",417,"93,349",32,36,"851,000","671,655,400",140,"93,489",24,30,"45,430,900","6,667"
17,극장판 또봇: 로봇군단의 습격,2017-04-27,한국,한국,레트로봇 주식회사,씨제이이앤엠(주),전체관람가,애니메이션,"이달,고동우","하룡이,신경선,이현,박연미,이혜림,이호승,임은경,박지연,박지훈,신준하,정재준,안효민,원지수,윤민영,이경진,최빛나라,최은지,김신영,김신영,김영선","842,000","1,036,970,800",119,"134,756",34,35,"741,500","1,037,712,300",104,"134,860",28,29,"1,823,000","1,039,535,300",246,"135,106",37,38,"17,492,100","1,057,027,400","2,224","137,330",85,90,"20,263,600","1,077,291,000","2,552","139,882",84,93,"963,100","1,078,254,100",135,"140,017",24,25,"685,000","1,078,939,100",98,"140,115",29,30,"42,810,300","5,478"
18,언노운 걸,2017-05-03,벨기에,"벨기에,프랑스",,오드,12세이상관람가,드라마,"뤽 다르덴,장 피에르 다르덴","아델 하에넬,올리비에 구르메","6,877,300","127,506,300",916,"15,620",45,64,"4,698,400","132,204,700",653,"16,273",34,44,"5,195,700","137,400,400",635,"16,908",40,52,"9,649,100","147,049,500","1,130","18,038",41,54,"6,271,600","153,321,100",765,"18,803",38,49,"4,080,100","157,401,200",576,"19,379",35,49,"5,757,000","163,158,200",758,"20,137",41,58,"42,529,200","5,433"
19,"카페, 한 사람을 기다리다",2017-05-11,대만,대만,,"(주)드림팩트엔터테인먼트,(주)일레븐엔터테인먼트",15세이상관람가,"멜로/로맨스,코미디",강금림,송운화,"3,621,000","8,989,000",407,974,5,6,"5,349,000","14,338,000",717,"1,691",103,158,"5,944,500","20,282,500",728,"2,419",107,161,"10,104,500","30,387,000","1,191","3,610",100,157,"8,658,500","39,045,500","1,022","4,632",102,147,"4,544,500","43,590,000",608,"5,240",91,154,"4,393,000","47,983,000",583,"5,823",87,148,"42,615,000","5,256"
20,세일즈맨,2017-05-11,이란,"이란,프랑스",,찬란,15세이상관람가,드라마,아쉬가르 파르하디,"샤하브 호세이니,타라네 앨리두스티","1,531,000","16,249,500",215,"2,152",19,27,"5,867,000","22,116,500",783,"2,935",55,72,"4,861,000","26,977,500",650,"3,585",52,70,"9,298,000","36,275,500","1,191","4,776",53,72,"9,812,500","46,088,000","1,158","5,934",50,67,"3,423,000","49,511,000",515,"6,449",46,58,"2,978,000","52,489,000",458,"6,907",49,62,"37,770,500","4,970"
21,오두막,2017-04-20,미국,미국,,판씨네마(주),12세이상관람가,드라마,스튜어트 하젤딘,"샘 워싱턴,옥타비아 스펜서,라다 미첼,라이언 로빈스,그레이엄 그린,데릭 해밀턴,에밀리 홈즈","3,188,000","450,757,200",419,"59,089",8,16,"2,757,400","453,514,600",344,"59,433",7,13,"3,738,500","457,253,100",461,"59,894",9,16,"7,806,000","465,059,100",948,"60,842",12,21,"11,808,500","476,867,600","1,469","62,311",15,25,"3,946,500","480,814,100",515,"62,826",11,18,"3,049,500","483,863,600",387,"63,213",10,16,"36,294,400","4,543"
22,댄서,2017-04-13,영국,"영국,러시아,우크라이나,미국",,(주)엣나인필름,15세이상관람가,다큐멘터리,스티븐 캔터,세르게이 폴루닌,"4,310,200","275,687,200",565,"34,304",28,41,"2,722,500","278,409,700",353,"34,657",22,29,"3,912,500","282,322,200",443,"35,100",23,30,"6,596,500","288,918,700",769,"35,869",28,36,"5,372,500","294,291,200",612,"36,481",22,30,"3,204,000","297,495,200",434,"36,915",18,26,"3,578,000","301,073,200",492,"37,407",22,32,"29,696,200","3,668"
23,길,2017-05-11,한국,한국,(주)블루블랙,(주)더블앤조이픽쳐스,12세이상관람가,드라마,정인봉,"김혜자,송재호,허진,온주완,최인희,이민아,이재영","1,281,000","2,737,000",183,391,2,2,"6,979,000","9,716,000","1,172","1,563",54,86,"2,819,000","12,535,000",485,"2,048",39,69,"1,939,700","14,474,700",277,"2,325",36,50,"1,766,500","16,241,200",256,"2,581",41,51,"1,813,000","18,054,200",259,"2,840",39,52,"2,814,500","20,868,700",532,"3,372",28,40,"19,412,700","3,164"
24,나는 부정한다,2017-04-26,영국,"영국,미국",,(주)티캐스트,12세이상관람가,드라마,믹 잭슨,"레이첼 와이즈,톰 윌킨슨,티모시 스폴,앤드류 스캇,마크 거티스,해리엇 월터,알렉스 제닝스,맥시밀리언 비포트,토드 보이스","2,154,500","192,662,525",302,"24,089",35,46,"2,643,200","195,305,725",440,"24,529",23,31,"2,973,000","198,278,725",346,"24,875",28,36,"5,825,500","204,104,225",648,"25,523",27,34,"3,980,600","208,084,825",449,"25,972",22,29,"1,975,000","210,059,825",258,"26,230",21,26,"1,834,500","211,894,325",236,"26,466",23,29,"21,386,300","2,679"
25,"나의 사랑, 그리스",2017-04-20,그리스,그리스,,(주)팝엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",크리스토퍼 파파칼리아티스,"J.K. 시몬스,크리스토퍼 파파칼리아티스,안드레아 오스바트","2,489,300","195,477,500",328,"24,654",18,22,"1,965,500","197,443,000",264,"24,918",13,20,"4,282,000","201,725,000",509,"25,427",17,24,"5,296,000","207,021,000",603,"26,030",16,20,"5,157,000","212,178,000",578,"26,608",17,19,"1,409,000","213,587,000",189,"26,797",12,14,"1,528,000","215,115,000",200,"26,997",12,14,"22,126,800","2,671"
26,마리안느와 마가렛,2017-04-20,한국,한국,(주)기린제작사,(주)팝엔터테인먼트,전체관람가,다큐멘터리,윤세영,"마리안느 스퇴거,마가렛 피사렉,박정환","1,104,500","158,069,700",208,"22,592",9,15,"2,366,900","160,436,600",384,"22,976",8,10,"1,967,500","162,404,100",299,"23,275",9,11,"1,931,700","164,335,800",253,"23,528",11,15,"2,243,100","166,578,900",344,"23,872",10,16,"4,286,000","170,864,900",570,"24,442",9,10,"2,362,000","173,226,900",315,"24,757",10,14,"16,261,700","2,373"
27,미녀와 야수,2017-03-16,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"멜로/로맨스,판타지,뮤지컬",빌 콘돈,"엠마 왓슨,댄 스티븐스,루크 에반스,이완 맥그리거,이안 맥켈런,엠마 톰슨,구구 바샤-로,케빈 클라인,스탠리 투치","1,806,500","42,106,314,079",258,"5,134,454",15,21,"1,401,500","42,107,715,579",172,"5,134,626",15,19,"2,232,000","42,109,947,579",247,"5,134,873",12,16,"5,051,000","42,114,998,579",707,"5,135,580",16,16,"3,222,000","42,118,220,579",378,"5,135,958",11,13,"957,500","42,119,178,079",122,"5,136,080",11,15,"1,149,000","42,120,327,079",144,"5,136,224",12,15,"15,819,500","2,028"
