기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-08-17 ~ 2016-08-23 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-08-17,,,,,,2016-08-18,,,,,,2016-08-19,,,,,,2016-08-20,,,,,,2016-08-21,,,,,,2016-08-22,,,,,,2016-08-23,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,터널,2016-08-10,한국,한국,"(주)어나더썬데이,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,드라마,김성훈,"하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정","1,728,758,960","30,458,812,527","230,231","3,763,657",792,"3,749","1,519,688,160","31,978,500,687","202,170","3,965,827",802,"3,780","1,908,601,370","33,887,102,057","227,431","4,193,258",828,"3,992","3,906,364,625","37,793,466,682","463,615","4,656,873",904,"4,459","3,628,957,760","41,422,424,442","428,648","5,085,521",888,"4,358","1,175,584,800","42,598,009,242","155,416","5,240,937",813,"3,984","1,027,219,800","43,625,229,042","136,908","5,377,845",832,"3,982","14,895,175,475","1,844,419"
2,덕혜옹주,2016-08-03,한국,한국,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"사극,드라마",허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규,김기정,차지원","843,811,700","33,615,638,274","115,934","4,221,620",660,"2,642","793,099,300","34,408,737,574","109,224","4,330,844",676,"2,668","910,579,050","35,319,316,624","112,075","4,442,919",696,"2,787","1,710,450,765","37,029,767,389","205,879","4,648,798",722,"2,979","1,536,813,700","38,566,581,089","183,890","4,832,688",709,"2,882","507,685,200","39,074,266,289","70,050","4,902,738",664,"2,746","485,708,500","39,559,974,789","67,270","4,970,008",672,"2,728","6,788,148,215","864,322"
3,스타트렉 비욘드,2016-08-17,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,SF",저스틴 린,"크리스 파인,사이먼 페그,조 샐다나,재커리 퀸토,칼 어번,안톤 옐친,존 조,이드리스 엘바,소피아 부텔라","701,970,400","782,223,400","83,066","91,016",701,"3,501","773,750,100","1,555,973,500","93,991","185,007",716,"3,409","946,747,200","2,502,720,700","101,882","286,889",703,"3,347","1,933,462,220","4,436,182,920","208,507","495,396",682,"3,134","1,679,643,400","6,115,826,320","183,005","678,401",676,"2,998","442,159,300","6,557,985,620","53,599","732,000",627,"2,938","403,213,200","6,961,198,820","48,909","780,909",627,"2,864","6,880,945,820","772,959"
4,마이펫의 이중생활,2016-08-03,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,가족",크리스 리노드,"스티브 쿠건,엘리 켐퍼,레이크 벨,데이너 카비,케빈 하트","273,781,300","15,234,999,070","38,784","1,983,323",422,836,"275,833,900","15,510,832,970","39,131","2,022,454",433,856,"305,335,350","15,816,168,320","39,385","2,061,839",459,936,"728,710,235","16,544,878,555","91,533","2,153,372",510,"1,222","749,855,500","17,294,734,055","92,666","2,246,038",523,"1,241","196,995,500","17,491,729,555","27,086","2,273,124",412,895,"180,266,900","17,671,996,455","25,195","2,298,319",424,905,"2,710,778,685","353,780"
5,인천상륙작전,2016-07-27,한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,이유진,한비,김희진,진용욱","302,981,400","51,066,372,653","43,044","6,526,011",509,"1,325","297,162,500","51,363,535,153","42,582","6,568,593",538,"1,320","332,805,600","51,696,340,753","41,876","6,610,469",511,"1,320","611,746,550","52,308,087,303","74,883","6,685,352",511,"1,304","637,569,400","52,945,656,703","76,883","6,762,235",496,"1,254","229,604,400","53,175,261,103","31,841","6,794,076",472,"1,313","202,949,100","53,378,210,203","28,570","6,822,646",482,"1,319","2,614,818,950","339,679"
6,부산행,2016-07-20,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현","279,908,000","88,663,936,108","37,250","11,007,627",413,"1,001","266,070,200","88,930,006,308","35,379","11,043,006",421,"1,008","334,712,700","89,264,719,008","39,545","11,082,551",417,"1,018","616,473,200","89,881,192,208","72,894","11,155,445",452,"1,072","577,667,120","90,458,859,328","68,138","11,223,583",459,"1,063","222,847,300","90,681,706,628","29,471","11,253,054",407,"1,069","196,650,400","90,878,357,028","26,248","11,279,302",412,"1,053","2,494,328,920","308,925"
7,서울역,2016-08-17,한국,한국,"주식회사 다다쇼,(주)화인컷",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,애니메이션,연상호,"류승룡,심은경,이준,연상호,연상호,연상호,연상호,오윤석,이건우,이동하,이상희,이상희,최길수","220,499,500","238,750,000","29,389","31,404",427,"1,117","169,674,400","408,424,400","22,580","53,984",433,"1,160","151,564,000","559,988,400","18,271","72,255",440,"1,109","225,540,600","785,529,000","27,335","99,590",417,920,"181,614,500","967,143,500","21,988","121,578",410,849,"54,267,900","1,021,411,400","7,234","128,812",378,825,"45,640,400","1,067,051,800","6,105","134,917",369,792,"1,048,801,300","132,902"
8,국가대표 2,2016-08-10,한국,한국,케이엠컬쳐㈜,메가박스중앙(주)플러스엠,12세이상관람가,드라마,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화","113,867,000","4,387,582,742","15,866","562,630",332,653,"102,625,800","4,490,208,542","14,592","577,222",321,616,"122,338,100","4,612,546,642","15,577","592,799",330,615,"213,208,600","4,825,755,242","27,247","620,046",319,562,"200,240,500","5,025,995,742","25,317","645,363",325,554,"73,909,400","5,099,905,142","10,277","655,640",326,625,"73,670,100","5,173,575,242","10,365","666,005",329,633,"899,859,500","119,241"
9,수어사이드 스쿼드,2016-08-03,미국,미국,,워너브러더스 코리아(주),15세이상관람가,액션,데이비드 에이어,"윌 스미스,자레드 레토,마고 로비,스콧 이스트우드,카라 델러비인,제이 코트니,조엘 킨나만,비올라 데이비스,제이 헤르난데즈,애덤 비치,카렌 후쿠하라,커먼,벤 애플렉","49,502,300","15,515,005,588","6,462","1,854,646",130,221,"40,584,100","15,555,589,688","5,303","1,859,949",124,211,"50,292,300","15,605,881,988","5,818","1,865,767",122,219,"75,767,600","15,681,649,588","8,976","1,874,743",117,192,"68,566,300","15,750,215,888","7,975","1,882,718",125,203,"30,181,200","15,780,397,088","3,900","1,886,618",115,204,"25,785,800","15,806,182,888","3,340","1,889,958",110,200,"340,679,600","41,774"
