기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-05-04 ~ 2016-05-10 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-05-04,,,,,,2016-05-05,,,,,,2016-05-06,,,,,,2016-05-07,,,,,,2016-05-08,,,,,,2016-05-09,,,,,,2016-05-10,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,캡틴 아메리카: 시빌 워,2016-04-27,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF,스릴러","안소니 루소,조 루소","크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠,안소니 마키,돈 치들,제레미 레너,톰 홀랜드","3,345,408,300","40,273,225,398","424,827","4,871,540","1,712","8,268","7,578,443,800","47,851,669,198","886,759","5,758,299","1,792","8,566","5,788,077,985","53,639,747,183","676,335","6,434,634","1,777","8,596","4,604,951,442","58,244,698,625","525,375","6,960,009","1,749","8,546","3,371,801,200","61,616,499,825","386,959","7,346,968","1,723","8,175","948,367,800","62,564,867,625","118,785","7,465,753","1,599","7,380","812,077,900","63,376,945,525","101,692","7,567,445","1,589","7,210","26,449,128,427","3,120,732"
2,탐정 홍길동: 사라진 마을,2016-05-04,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용,김하나","621,749,000","697,122,500","82,893","91,973",669,"2,939","1,592,160,800","2,289,283,300","192,319","284,292",688,"2,769","1,551,991,485","3,841,274,785","188,592","472,884",718,"2,945","1,431,820,242","5,273,095,027","171,697","644,581",743,"3,056","1,250,732,900","6,523,827,927","148,710","793,291",764,"3,038","415,650,800","6,939,478,727","55,279","848,570",729,"3,185","454,623,200","7,394,101,927","60,426","908,996",746,"3,232","7,318,728,427","899,916"
3,극장판 안녕 자두야,2016-05-04,한국,한국,"아툰즈,씨제이이앤엠(주)",씨제이이앤엠(주),전체관람가,애니메이션,손석우,"여민정,양정화,이수진","63,550,000","73,873,000","9,112","10,191",341,544,"669,422,800","743,295,800","86,334","96,525",523,"1,080","437,056,700","1,180,352,500","57,278","153,803",491,974,"266,794,500","1,447,147,000","34,744","188,547",477,986,"194,716,500","1,641,863,500","25,196","213,743",463,950,"22,421,200","1,664,284,700","3,179","216,922",292,413,"11,743,000","1,676,027,700","1,701","218,623",231,304,"1,665,704,700","217,544"
4,매직브러시,2016-05-04,중국,중국,,(주)영화사 빅,전체관람가,애니메이션,쯔씽 쫑,"김서영,김경희,박상훈,홍진욱","72,808,100","96,968,100","10,983","13,984",334,521,"499,436,100","596,404,200","64,565","78,549",460,"1,006","303,202,300","899,606,500","40,152","118,701",432,853,"138,511,500","1,038,118,000","18,220","136,921",396,766,"89,676,400","1,127,794,400","11,640","148,561",382,718,"14,224,900","1,142,019,300","2,072","150,633",213,288,"9,626,400","1,151,645,700","1,443","152,076",195,254,"1,127,485,700","149,075"
5,주토피아,2016-02-17,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라","47,201,000","35,950,602,942","6,512","4,562,340",196,303,"311,507,100","36,262,110,042","38,669","4,601,009",303,520,"241,063,300","36,503,173,342","30,052","4,631,061",284,480,"172,167,800","36,675,341,142","21,221","4,652,282",298,505,"117,354,900","36,792,696,042","14,271","4,666,553",305,501,"24,205,500","36,816,901,542","3,249","4,669,802",196,326,"19,160,900","36,836,062,442","2,473","4,672,275",191,322,"932,660,500","116,447"
6,다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,영국,영국,,"(주)박수엔터테인먼트,(주)애니플러스",전체관람가,다큐멘터리,"닐 나이팅게일,베리 쿡,앤드류 코헨",,"38,018,500","42,886,500","5,615","6,103",216,290,"290,418,500","333,305,000","37,116","43,219",325,578,"185,732,000","519,037,000","23,997","67,216",295,510,"106,370,100","625,407,100","13,967","81,183",300,484,"74,413,400","699,820,500","9,573","90,756",291,450,"7,274,700","707,095,200","1,015","91,771",140,171,"5,767,000","712,862,200",769,"92,540",141,160,"707,994,200","92,052"
7,다이노X 탐험대,2016-05-04,한국,한국,(주)MBC,(주)이수C&E,전체관람가,"애니메이션,다큐멘터리",이동희,"정준하,하동훈","27,811,700","34,761,700","3,940","4,878",231,324,"276,941,400","311,703,100","35,348","40,226",348,619,"142,659,500","454,362,600","18,382","58,608",307,524,"78,021,700","532,384,300","10,026","68,634",303,493,"54,373,800","586,758,100","6,912","75,546",277,448,"5,792,000","592,550,100",832,"76,378",143,177,"3,997,700","596,547,800",590,"76,968",128,144,"589,597,800","76,030"
8,시간이탈자,2016-04-13,한국,한국,"씨제이이앤엠(주),상상필름(주)",씨제이이앤엠(주),15세이상관람가,스릴러,곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이민호,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영,이봄","59,247,800","9,432,657,195","7,821","1,166,031",233,483,"63,923,800","9,496,580,995","7,614","1,173,645",157,257,"68,546,400","9,565,127,395","8,075","1,181,720",161,281,"47,767,600","9,612,894,995","5,618","1,187,338",154,270,"36,711,700","9,649,606,695","4,249","1,191,587",145,254,"26,534,400","9,676,141,095","3,416","1,195,003",235,467,"35,166,500","9,711,307,595","4,593","1,199,596",231,489,"337,898,200","41,386"
9,브루클린,2016-04-21,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,멜로/로맨스",존 크로울리,"시얼샤 로넌,도널 글리슨","12,408,400","225,189,100","1,578","28,547",32,78,"25,913,000","251,102,100","2,940","31,487",26,71,"24,380,200","275,482,300","2,780","34,267",28,68,"20,014,700","295,497,000","2,318","36,585",29,69,"14,090,700","309,587,700","1,634","38,219",27,64,"7,560,600","317,148,300","1,025","39,244",30,70,"8,203,000","325,351,300","1,107","40,351",29,70,"112,570,600","13,382"
10,인생은 아름다워,1999-03-06,이탈리아,이탈리아,"체키고리그룹 타이거키네마토그라피카,멜람포 시네마토그라피카",씨네그루(주)키다리이엔티,"모든 관람객이 관람할 수 있는 등급,전체관람가","드라마,전쟁,코미디",로베르토 베니니,"로베르토 베니니,니콜레타 브라스치","8,693,600","748,324,100","1,444","109,659",63,98,"11,763,200","760,087,300","1,928","111,587",32,50,"14,124,200","774,211,500","2,295","113,882",41,62,"9,313,800","783,525,300","1,512","115,394",39,68,"10,698,700","794,224,000","1,768","117,162",48,76,"7,204,900","801,428,900","1,237","118,399",68,133,"8,244,300","809,673,200","1,442","119,841",72,137,"70,042,700","11,626"
11,태양 아래,2016-04-27,체코,"체코,러시아,독일",,THE 픽쳐스,전체관람가,다큐멘터리,비탈리 만스키,,"3,535,000","91,781,900",514,"13,420",48,64,"11,393,400","103,175,300","1,403","14,823",52,61,"15,087,200","118,262,500","2,133","16,956",58,68,"11,295,800","129,558,300","1,790","18,746",52,66,"10,814,800","140,373,100","2,148","20,894",53,67,"6,283,300","146,656,400","1,394","22,288",55,77,"6,355,000","153,011,400","1,356","23,644",56,76,"64,764,500","10,738"
12,45년 후,2016-05-05,영국,영국,,판씨네마(주),15세이상관람가,"드라마,멜로/로맨스",앤드류 헤이,"샬롯 램플링,톰 커트니","1,415,000","13,691,500",161,"1,678",3,5,"18,307,000","31,998,500","2,251","3,929",43,67,"17,766,100","49,764,600","2,195","6,124",42,70,"16,591,500","66,356,100","1,998","8,122",42,73,"12,894,600","79,250,700","1,574","9,696",39,64,"6,932,000","86,182,700",997,"10,693",39,69,"7,696,000","93,878,700","1,110","11,803",38,71,"81,602,200","10,286"
13,해어화,2016-04-13,한국,한국,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,드라마",박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준,오하늬,김고은","11,902,500","3,665,259,959","1,719","471,621",77,135,"14,448,800","3,679,708,759","1,590","473,211",50,75,"16,652,900","3,696,361,659","1,902","475,113",55,87,"11,276,400","3,707,638,059","1,287","476,400",54,86,"10,774,700","3,718,412,759","1,236","477,636",60,90,"8,349,400","3,726,762,159","1,299","478,935",83,137,"7,925,600","3,734,687,759","1,121","480,056",84,139,"81,330,300","10,154"
14,레고 무비,2014-02-06,미국,미국,,워너브러더스 코리아(주),전체관람가,"애니메이션,코미디,액션,가족","필 로드,크리스 밀러","윌 페렐,리암 니슨,엘리자베스 뱅크스,모건 프리먼,윌 아넷,닉 오퍼만,크리스 프랫","4,220,900","1,605,521,100",613,"236,742",91,102,"32,270,300","1,637,791,400","3,989","240,731",122,153,"20,878,000","1,658,669,400","2,642","243,373",112,127,"9,740,900","1,668,410,300","1,246","244,619",104,113,"7,321,500","1,675,731,800",925,"245,544",93,99,"1,732,000","1,677,463,800",259,"245,803",45,49,"1,216,000","1,678,679,800",167,"245,970",46,47,"77,379,600","9,841"
15,위대한 소원,2016-04-21,한국,한국,주식회사 브레인샤워,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",남대중,"류덕환,김동영,안재홍,전노민,전미선,장원식,양정인,조우진,우지원,유정래,윤도영,이상민,이소정,이소정,이원희,한기업,한민석,황슬빛나,황용","14,329,800","2,379,546,713","1,961","299,770",63,108,"9,780,600","2,389,327,313","1,211","300,981",30,40,"10,753,700","2,400,081,013","1,374","302,355",42,57,"7,122,000","2,407,203,013",912,"303,267",36,49,"6,298,000","2,413,501,013",777,"304,044",35,50,"5,050,000","2,418,551,013",680,"304,724",65,102,"6,725,000","2,425,276,013",987,"305,711",77,118,"60,059,100","7,902"
16,미운 오리 새끼의 모험,2008-04-03,프랑스,"프랑스,독일,덴마크",,"(주)드림팩트엔터테인먼트,예지림엔터테인먼트",전체관람가,"애니메이션,코미디,어드벤처","마이클 헤그너,카르스텐 킬레리치","저스틴 그렉,모건 C.존스","6,910,800","631,465,800","1,205","111,029",46,49,"22,564,700","654,030,500","2,806","113,835",78,92,"14,601,000","668,631,500","1,810","115,645",61,68,"6,022,500","674,654,000",754,"116,399",54,58,"4,690,600","679,344,600",587,"116,986",50,55,"736,000","680,080,600",105,"117,091",29,30,"1,474,000","681,554,600",222,"117,313",29,31,"56,999,600","7,489"
17,계춘할망,2016-05-19,한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁","17,336,000","43,400,000","2,167","5,498",11,11,0,"43,400,000",0,"5,498",0,0,0,"43,400,000",0,"5,498",0,0,0,"43,400,000",0,"5,498",0,0,0,"43,400,000",0,"5,498",0,0,"4,128,000","47,528,000",516,"6,014",17,17,"25,590,000","73,118,000","3,255","9,269",13,13,"47,054,000","5,938"
18,비틀즈: 하드 데이즈 나이트,2016-05-05,영국,영국,,찬란,전체관람가,"코미디,뮤지컬",리차드 레스터,"존 레논,폴 매카트니,조지 해리슨,링고 스타","3,299,000","6,846,000",412,839,5,5,"9,436,000","16,282,000","1,135","1,974",41,64,"8,781,000","25,063,000","1,058","3,032",38,60,"7,529,500","32,592,500",888,"3,920",38,62,"5,659,000","38,251,500",688,"4,608",37,56,"2,537,000","40,788,500",341,"4,949",32,51,"2,642,000","43,430,500",376,"5,325",35,51,"39,883,500","4,898"
19,"날, 보러와요",2016-04-07,한국,한국,"(주)오에이엘,(주)발렌타인필름",메가박스중앙(주)플러스엠,청소년관람불가,"미스터리,스릴러",이철하,"강예원,이상윤,최진호,지대한,김종수,이학주,장태성,유건,길해연,조재윤,이형석,박송해,정경일,안용우,안지혜,안지혜,최낙영,이규호,이상백,이승진,김호원","7,449,000","8,807,321,890","1,011","1,059,819",51,84,"6,686,000","8,814,007,890",814,"1,060,633",25,35,"5,460,115","8,819,468,005",700,"1,061,333",30,42,"4,339,058","8,823,807,063",544,"1,061,877",31,44,"3,491,500","8,827,298,563",411,"1,062,288",27,37,"3,278,000","8,830,576,563",412,"1,062,700",29,54,"3,465,000","8,834,041,563",442,"1,063,142",34,60,"34,168,673","4,334"
20,하나와 미소시루,2016-04-27,일본,일본,,(주)영화사 진진,전체관람가,"가족,드라마",아쿠네 토모아키,"히로스에 료코,타키코 켄이치,아카마츠 에미나","3,196,500","71,359,038",443,"9,641",35,54,"7,922,400","79,281,438",943,"10,584",30,35,"7,444,100","86,725,538",902,"11,486",29,34,"4,709,800","91,435,338",555,"12,041",27,31,"3,674,700","95,110,038",445,"12,486",28,30,"1,256,500","96,366,538",182,"12,668",21,24,"1,702,500","98,069,038",232,"12,900",25,30,"29,906,500","3,702"
21,피아니스트 세이모어의 뉴욕 소네트,2016-04-07,미국,미국,,(주)영화사 진진,전체관람가,다큐멘터리,에단 호크,,"3,768,500","104,850,800",489,"13,051",17,21,"7,952,000","112,802,800",925,"13,976",9,15,"5,858,400","118,661,200",676,"14,652",11,14,"4,042,000","122,703,200",488,"15,140",9,14,"3,619,000","126,322,200",419,"15,559",8,13,"1,878,000","128,200,200",252,"15,811",7,12,"1,661,500","129,861,700",214,"16,025",6,10,"28,779,400","3,463"
