기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-07-13 ~ 2016-07-19 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-07-13,,,,,,2016-07-14,,,,,,2016-07-15,,,,,,2016-07-16,,,,,,2016-07-17,,,,,,2016-07-18,,,,,,2016-07-19,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,나우 유 씨 미 2,2016-07-13,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"범죄,액션",존 추,"제시 아이젠버그,마크 러팔로,우디 해럴슨,데이브 프랑코,다니엘 래드클리프,리지 캐플란,주걸륜,마이클 케인,모건 프리먼","1,488,003,800","4,040,668,300","196,279","499,404",861,"4,020","1,209,909,500","5,250,577,800","158,284","657,688",869,"4,106","1,654,347,297","6,904,925,097","197,578","855,266","1,087","4,290","3,919,031,912","10,823,957,009","462,551","1,317,817","1,196","4,741","3,549,828,700","14,373,785,709","419,908","1,737,725","1,200","4,640","1,259,000,200","15,632,785,909","164,190","1,901,915",912,"4,418","1,221,883,400","16,854,669,309","161,256","2,063,171",938,"4,451","14,302,004,809","1,760,046"
2,도리를 찾아서,2016-07-06,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",앤드류 스탠튼,"엘렌 드제너스,알버트 브룩스,다이안 키튼","390,562,400","9,765,810,998","52,636","1,189,311",616,"2,245","340,179,200","10,105,990,198","46,038","1,235,349",585,"2,161","454,251,439","10,560,241,637","55,860","1,291,209",649,"2,129","2,024,962,740","12,585,204,377","249,727","1,540,936",952,"3,170","1,780,560,300","14,365,764,677","219,556","1,760,492",969,"3,136","259,670,400","14,625,435,077","34,487","1,794,979",593,"2,112","280,144,200","14,905,579,277","37,967","1,832,946",612,"2,121","5,530,330,679","696,271"
3,봉이 김선달,2016-07-06,한국,한국,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희","543,359,200","10,469,972,442","74,642","1,321,839",698,"2,964","484,029,300","10,954,001,742","66,696","1,388,535",695,"2,865","609,751,200","11,563,752,942","75,437","1,463,972",783,"2,851","1,543,535,000","13,107,287,942","185,925","1,649,897",811,"2,915","1,273,494,800","14,380,782,742","153,135","1,803,032",801,"2,815","347,503,500","14,728,286,242","47,140","1,850,172",652,"2,853","360,047,800","15,088,334,042","49,429","1,899,601",658,"2,838","5,161,720,800","652,404"
4,부산행,2016-07-20,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현",0,"13,534,000",0,"1,796",0,0,0,"13,534,000",0,"1,796",0,0,"1,043,332,800","1,056,866,800","119,757","121,553",425,670,"1,905,410,500","2,962,277,300","219,009","340,562",431,998,"1,916,709,800","4,878,987,100","220,286","560,848",428,995,"23,706,000","4,902,693,100","2,787","563,635",12,12,"12,202,000","4,914,895,100","1,651","565,286",13,13,"4,901,361,100","563,490"
5,언더 워터,2016-07-13,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",자움 콜렛 세라,"블레이크 라이블리,오스카 제나다","221,848,100","224,314,100","29,167","29,441",372,"1,203","218,003,200","442,317,300","28,592","58,033",400,"1,233","270,812,003","713,129,303","32,245","90,278",458,"1,242","560,686,588","1,273,815,891","65,927","156,205",498,"1,239","514,488,800","1,788,304,691","60,195","216,400",518,"1,256","253,784,900","2,042,089,591","32,850","249,250",433,"1,475","246,932,400","2,289,021,991","32,461","281,711",434,"1,485","2,286,555,991","281,437"
6,굿바이 싱글,2016-06-29,한국,한국,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희,김근영,안재홍,황승언,김고은,목규리","268,623,800","15,065,593,575","36,334","1,878,105",479,"1,827","238,308,600","15,303,902,175","32,019","1,910,124",487,"1,765","256,916,820","15,560,818,995","30,864","1,940,988",538,"1,680","467,143,200","16,027,962,195","54,585","1,995,573",531,"1,493","368,655,800","16,396,617,995","43,381","2,038,954",518,"1,402","185,829,700","16,582,447,695","24,822","2,063,776",456,"1,724","180,529,400","16,762,977,095","24,772","2,088,548",467,"1,690","1,966,007,320","246,777"
7,트릭,2016-07-13,한국,한국,엘씨오픽쳐스,"(주)스톰픽쳐스코리아,(주)이수C&E",15세이상관람가,"스릴러,드라마",이창열,"이정진,강예원,김태훈,선동혁,이희진,장윤정,박정환,조호성,주민구,이상철,이수진,한성식,홍장현,주문수","64,448,900","79,009,900","8,589","10,513",390,"1,321","41,754,100","120,764,000","5,719","16,232",389,"1,153","37,649,500","158,413,500","4,608","20,840",373,916,"43,212,000","201,625,500","5,189","26,029",354,598,"37,668,000","239,293,500","4,593","30,622",340,539,"23,408,900","262,702,400","3,108","33,730",322,676,"29,482,900","292,185,300","3,854","37,584",335,681,"277,624,300","35,660"
8,데몰리션,2016-07-13,미국,미국,,(주)리틀빅픽쳐스,청소년관람불가,드라마,장 마크 발레,"제이크 질렌할,나오미 왓츠,유다 르위스,크리스 쿠퍼","27,997,800","42,421,800","3,760","5,453",168,371,"31,040,700","73,462,500","4,137","9,590",185,379,"36,727,161","110,189,661","4,372","13,962",196,366,"53,031,660","163,221,321","6,137","20,099",184,281,"44,728,800","207,950,121","5,130","25,229",179,267,"29,669,000","237,619,121","3,947","29,176",189,367,"32,274,700","269,893,821","4,303","33,479",198,377,"255,469,821","31,786"
9,나의 산티아고,2016-07-14,독일,독일,,(주)영화사 진진,12세이상관람가,코미디,줄리아 폰 하인츠,"데비드 스트리에소브,마르티나 게덱,카타리나 탈바흐","1,062,000","4,457,000",151,636,3,5,"20,748,300","25,205,300","2,859","3,495",81,144,"22,930,900","48,136,200","2,862","6,357",83,147,"36,718,900","84,855,100","4,515","10,872",69,125,"32,227,900","117,083,000","3,868","14,740",64,119,"22,343,900","139,426,900","3,070","17,810",85,179,"22,733,900","162,160,800","3,099","20,909",88,179,"158,765,800","20,424"
