기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-09-28 ~ 2016-10-04 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-09-28,,,,,,2016-09-29,,,,,,2016-09-30,,,,,,2016-10-01,,,,,,2016-10-02,,,,,,2016-10-03,,,,,,2016-10-04,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,아수라,2016-09-28,한국,한국,(주)사나이픽처스,씨제이이앤엠(주),청소년관람불가,"범죄,액션",김성수,"정우성,김현빈,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진","2,907,847,000","3,129,216,000","475,482","500,328","1,262","5,731","1,745,192,570","4,874,408,570","233,804","734,132","1,190","5,802","2,002,165,161","6,876,573,731","241,877","976,009","1,242","6,082","3,429,938,471","10,306,512,202","394,406","1,370,415","1,278","6,501","3,770,794,860","14,077,307,062","432,276","1,802,691","1,248","6,199","2,398,718,100","16,476,025,162","278,180","2,080,871","1,184","5,609","570,440,900","17,046,466,062","75,757","2,156,628","1,041","4,921","16,825,097,062","2,131,782"
2,미스 페레그린과 이상한 아이들의 집,2016-09-28,미국,"미국,벨기에,영국",,이십세기폭스코리아(주),12세이상관람가,"미스터리,판타지",팀 버튼,"에바 그린,사무엘 L. 잭슨,아사 버터필드,앨리슨 제니,킴 디킨스,주디 덴치,크리스 오다우드","483,198,800","508,479,800","80,715","83,924",480,"1,890","464,766,100","973,245,900","62,830","146,754",497,"1,997","802,712,932","1,775,958,832","100,537","247,291",553,"2,144","1,776,555,310","3,552,514,142","213,328","460,619",683,"2,561","2,351,243,050","5,903,757,192","281,841","742,460",810,"2,915","2,576,363,200","8,480,120,392","311,381","1,053,841",904,"3,181","820,351,900","9,300,472,292","108,590","1,162,431",701,"2,986","9,275,191,292","1,159,222"
3,브리짓 존스의 베이비,2016-09-28,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,멜로/로맨스",샤론 맥과이어,"르네 젤위거,콜린 퍼스,패트릭 뎀시","242,184,200","678,508,200","41,530","91,287",440,"1,681","249,483,700","927,991,900","34,470","125,757",449,"1,731","406,245,793","1,334,237,693","50,898","176,655",461,"1,768","621,064,981","1,955,302,674","71,624","248,279",499,"1,677","745,678,300","2,700,980,974","85,602","333,881",509,"1,669","687,667,600","3,388,648,574","79,956","413,837",502,"1,613","196,490,000","3,585,138,574","26,135","439,972",462,"1,765","3,148,814,574","390,215"
4,설리: 허드슨강의 기적,2016-09-28,미국,미국,,워너브러더스 코리아(주),12세이상관람가,드라마,클린트 이스트우드,"톰 행크스,아론 에크하트,로라 린니","203,703,400","623,673,200","33,583","78,692",537,"1,883","218,372,000","842,045,200","28,762","107,454",536,"1,979","355,092,907","1,197,138,107","43,145","150,599",544,"1,945","563,951,719","1,761,089,826","62,079","212,678",565,"1,580","737,457,700","2,498,547,526","80,535","293,213",573,"1,572","707,583,200","3,206,130,726","79,467","372,680",569,"1,545","186,282,700","3,392,413,426","23,811","396,491",526,"1,736","2,972,443,626","351,382"
5,밀정,2016-09-07,한국,한국,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",워너브러더스 코리아(주),15세이상관람가,액션,김지운,"송강호,공유,한지민,츠루미 신고,엄태구,신성록,서영주,박민우,이진한,이진한,임서영,임서영,전수빈,정유안,조권수,조윤담,이동진,이상희,이수광,이승진,하민,노준표,김정우,김태준,고준,오하늬,원진아","247,495,500","57,922,891,393","42,739","7,077,367",519,"1,480","233,160,680","58,156,052,073","33,756","7,111,123",512,"1,491","340,380,668","58,496,432,741","44,666","7,155,789",522,"1,490","501,618,990","58,998,051,731","59,886","7,215,675",467,"1,350","648,711,900","59,646,763,631","76,761","7,292,436",480,"1,352","547,643,800","60,194,407,431","66,543","7,358,979",488,"1,314","123,019,700","60,317,427,131","17,355","7,376,334",439,"1,375","2,642,031,238","341,706"
6,벤허,2016-09-14,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"어드벤처,드라마",티무르 베크맘베토브,"잭 휴스턴,토비 켑벨,모건 프리먼,로드리고 산토로,할룩 빌기너,요한 필리프 아스베크,모이세스 아리아스,아예렛 주러,소피아 블랙 디엘리아,제임스 코스모,다토 바크하제,자레스 J. 메즈","58,182,800","10,585,867,595","9,715","1,293,573",273,508,"55,045,600","10,640,913,195","7,995","1,301,568",257,486,"70,103,200","10,711,016,395","9,494","1,311,062",254,489,"121,846,100","10,832,862,495","14,901","1,325,963",276,426,"142,349,100","10,975,211,595","17,033","1,342,996",274,429,"170,941,500","11,146,153,095","20,918","1,363,914",257,400,"37,277,300","11,183,430,395","5,443","1,369,357",266,489,"655,745,600","85,499"
7,피터와 드래곤,2016-09-28,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"어드벤처,가족,판타지",데이빗 로워리,"브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리,칼 어번,로버트 레드포드,크레이그 홀,이시아 휘틀록 주니어","15,091,000","23,002,500","2,443","3,289",143,320,"11,906,500","34,909,000","1,655","4,944",130,301,"20,265,500","55,174,500","2,591","7,535",141,348,"104,142,500","159,317,000","12,720","20,255",163,431,"163,326,100","322,643,100","19,536","39,791",163,436,"185,823,500","508,466,600","22,986","62,777",167,439,"34,381,000","542,847,600","4,897","67,674",138,330,"534,936,100","66,828"
8,백설공주 : 사라진 아빠를 찾아서,2016-09-29,중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,가족",벤 차오,"이제인,사문영,박상훈","1,857,000","4,049,000",243,517,3,3,"5,549,300","9,598,300",822,"1,339",110,117,"9,621,500","19,219,800","1,330","2,669",129,135,"70,087,600","89,307,400","8,865","11,534",202,261,"96,913,600","186,221,000","12,167","23,701",209,272,"128,767,600","314,988,600","16,395","40,096",213,284,"13,312,400","328,301,000","1,919","42,015",135,145,"326,109,000","41,741"
9,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,다라 오코넬,,"7,264,500","8,848,500","1,250","1,514",87,96,"5,901,000","14,749,500",983,"2,497",91,99,"8,404,500","23,154,000","1,421","3,918",96,109,"61,635,000","84,789,000","10,281","14,199",153,240,"67,320,000","152,109,000","11,253","25,452",158,262,"86,688,000","238,797,000","14,491","39,943",164,278,"7,691,000","246,488,000","1,267","41,210",103,127,"244,904,000","40,946"
10,맨 인 더 다크,2016-10-05,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,스릴러,페드 알바레즈,"제인 레비,딜런 미네트,스티븐 랭,다니엘 조바토",0,"34,723,000",0,"4,359",0,0,0,"34,723,000",0,"4,359",0,0,0,"34,723,000",0,"4,359",0,0,"106,111,700","140,834,700","12,314","16,673",304,480,"148,778,900","289,613,600","17,134","33,807",303,484,"81,535,900","371,149,500","9,425","43,232",285,423,"396,500","371,546,000",51,"43,283",2,2,"336,823,000","38,924"
11,아이 엠 어 히어로,2016-09-21,일본,일본,,(주)영화사 빅,청소년관람불가,"액션,공포(호러)",사토 신스케,"오오이즈미 요,아리무라 카스미,나가사와 마사미","31,261,600","1,521,642,200","5,093","179,249",137,321,"32,401,000","1,554,043,200","4,068","183,317",135,316,"46,348,500","1,600,391,700","5,323","188,640",129,305,"54,230,800","1,654,622,500","6,100","194,740",116,223,"57,672,500","1,712,295,000","6,405","201,145",107,204,"36,184,100","1,748,479,100","4,002","205,147",101,183,"14,223,700","1,762,702,800","1,791","206,938",118,232,"272,322,200","32,782"
12,드림 쏭,2016-09-14,미국,미국,,(주)이수C&E,전체관람가,애니메이션,애쉬 브래넌,"J.K. 시몬스,루크 윌슨,에디 이자드,맷 딜런","3,179,000","1,625,975,000",610,"206,752",25,31,"1,792,000","1,627,767,000",286,"207,038",20,26,"1,983,500","1,629,750,500",278,"207,316",18,23,"30,069,300","1,659,819,800","3,887","211,203",107,141,"38,378,600","1,698,198,400","4,769","215,972",108,136,"60,647,300","1,758,845,700","7,667","223,639",108,139,"4,671,900","1,763,517,600",696,"224,335",28,34,"140,721,600","18,193"
13,카페 소사이어티,2016-09-14,미국,미국,,CGV아트하우스,15세이상관람가,"멜로/로맨스,드라마",우디 앨런,"제시 아이젠버그,크리스틴 스튜어트,스티브 카렐,블레이크 라이블리","11,348,700","855,479,538","1,860","103,378",46,114,"10,202,400","865,681,938","1,366","104,744",42,93,"14,971,800","880,653,738","1,842","106,586",47,100,"21,041,800","901,695,538","2,376","108,962",46,99,"25,262,400","926,957,938","2,824","111,786",46,97,"22,608,800","949,566,738","2,580","114,366",46,93,"12,174,700","961,741,438","1,758","116,124",67,117,"117,610,600","14,606"
14,립반윙클의 신부,2016-09-28,일본,일본,,"TCO(주)더콘텐츠온,주식회사 더쿱",15세이상관람가,"드라마,멜로/로맨스",이와이 슌지,"쿠로키 하루,아야노 고","7,386,500","15,228,500","1,186","1,997",63,100,"13,441,100","28,669,600","1,862","3,859",82,154,"13,946,500","42,616,100","1,737","5,596",85,147,"17,316,200","59,932,300","1,988","7,584",81,121,"18,157,600","78,089,900","2,090","9,674",81,116,"17,517,500","95,607,400","2,062","11,736",77,115,"6,969,200","102,576,600",930,"12,666",75,133,"94,734,600","11,855"
15,예전부터 계속 좋아했어 ~고백실행위원회~,2016-09-29,일본,일본,,(주)디스테이션,전체관람가,"애니메이션,멜로/로맨스",야나기자와 테츠야,"카미야 히로시,토마츠 하루카,카지 유키,스즈무라 켄이치,토요사키 아키",0,"4,196,000",0,505,0,0,"8,227,000","12,423,000","1,124","1,629",68,105,"7,994,500","20,417,500","1,027","2,656",70,106,"15,438,000","35,855,500","2,052","4,708",77,110,"14,572,500","50,428,000","1,919","6,627",77,109,"14,042,500","64,470,500","1,873","8,500",72,105,"3,048,000","67,518,500",431,"8,931",59,83,"63,322,500","8,426"
