기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-12-07 ~ 2016-12-13 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-12-07,,,,,,2016-12-08,,,,,,2016-12-09,,,,,,2016-12-10,,,,,,2016-12-11,,,,,,2016-12-12,,,,,,2016-12-13,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,판도라,2016-12-07,한국,한국,(주)씨에이씨엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"드라마,스릴러",박정우,"김남길,김영애,문정희,정진영,이경영,강신일,김대명,유승목,김주현,김명민,김동우,김선형,김승배,김영준,김재민,김정훈,김태영,김태현,김태훈,박기태,박선희,박준영,이경재,최우성,공정환","1,138,891,200","1,292,746,200","154,652","173,024","1,029","4,777","1,206,239,000","2,498,985,200","164,931","337,955","1,074","4,741","1,694,603,296","4,193,588,496","210,438","548,393","1,086","4,919","3,734,861,514","7,928,450,010","447,707","996,100","1,166","5,448","3,870,900,800","11,799,350,810","463,151","1,459,251","1,160","5,324","1,179,889,900","12,979,240,710","160,345","1,619,596","1,085","4,956","1,211,396,000","14,190,636,710","165,775","1,785,371","1,117","4,982","14,036,781,710","1,766,999"
2,라라랜드,2016-12-07,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗","499,764,900","551,084,900","62,258","67,430",712,"3,196","541,794,600","1,092,879,500","68,872","136,302",703,"3,147","846,540,100","1,939,419,600","97,061","233,363",727,"3,268","1,542,343,040","3,481,762,640","170,504","403,867",706,"3,094","1,434,191,700","4,915,954,340","159,563","563,430",682,"2,944","590,779,500","5,506,733,840","74,966","638,396",690,"2,962","638,687,900","6,145,421,740","82,143","720,539",694,"2,965","6,094,101,740","715,367"
3,형,2016-11-23,한국,한국,굿초이스컷픽쳐스(주),씨제이이앤엠(주),12세이상관람가,"코미디,드라마",권수경,"조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈","373,045,600","18,399,226,193","51,238","2,372,436",573,"2,189","348,752,000","18,747,978,193","48,741","2,421,177",563,"2,068","466,072,000","19,214,050,193","58,264","2,479,441",553,"2,156","904,870,500","20,118,920,693","110,537","2,589,978",603,"2,288","789,946,400","20,908,867,093","95,521","2,685,499",593,"2,194","230,779,400","21,139,646,493","31,916","2,717,415",540,"2,103","265,728,600","21,405,375,093","37,741","2,755,156",581,"2,117","3,379,194,500","433,958"
4,미씽: 사라진 여자,2016-11-30,한국,한국,다이스필름(주),메가박스중앙(주)플러스엠,15세이상관람가,미스터리,이언희,"서하늬,엄지원,공효진,강태수,김광호,김석태,김용철,김해일,서인덕,안재만,고준","257,311,600","6,775,218,871","34,776","884,449",533,"1,955","232,126,100","7,007,344,971","31,963","916,412",537,"1,812","309,967,102","7,317,312,073","38,879","955,291",545,"1,869","428,205,473","7,745,517,546","51,035","1,006,326",532,"1,711","362,131,600","8,107,649,146","42,957","1,049,283",512,"1,580","139,714,500","8,247,363,646","19,166","1,068,449",511,"1,613","156,845,900","8,404,209,546","21,781","1,090,230",517,"1,614","1,886,302,275","240,557"
5,신비한 동물사전,2016-11-16,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"어드벤처,가족,판타지",데이빗 예이츠,"에디 레드메인,콜린 파렐,캐서린 워터스턴,앨리슨 수돌,댄 포글러,사만다 모튼,젠 머레이","168,805,700","36,435,440,443","22,884","4,305,039",439,"1,130","164,348,300","36,599,788,743","22,505","4,327,544",431,"1,021","242,240,402","36,842,029,145","29,710","4,357,254",433,"1,027","508,317,113","37,350,346,258","61,298","4,418,552",479,"1,063","460,903,100","37,811,249,358","55,172","4,473,724",482,"1,038","118,063,100","37,929,312,458","15,890","4,489,614",436,"1,027","131,765,800","38,061,078,258","17,759","4,507,373",456,"1,019","1,794,443,515","225,218"
6,아기배달부 스토크,2016-12-07,미국,미국,,워너브러더스 코리아(주),전체관람가,애니메이션,"니콜라스 스톨러,더그 스윗랜드","앤디 샘버그,켈시 그래머,제니퍼 애니스턴,티 버렐","45,405,200","77,111,200","6,569","10,374",365,591,"61,035,100","138,146,300","9,074","19,448",391,611,"82,793,000","220,939,300","11,730","31,178",411,663,"504,776,200","725,715,500","64,485","95,663",510,"1,075","562,158,500","1,287,874,000","70,966","166,629",538,"1,135","47,832,800","1,335,706,800","6,834","173,463",376,590,"61,370,000","1,397,076,800","9,368","182,831",397,620,"1,365,370,800","179,026"
7,원피스 필름 골드,2016-12-08,일본,일본,,씨제이이앤엠(주),12세이상관람가,"애니메이션,어드벤처,판타지,액션",미야모토 히로아키,"타나카 마유미,나카이 카즈야,오카무라 아케미,야마구치 캇페이,히라타 히로아키,오오타니 이쿠에,야마구치 유리코,야오 카즈키","60,000","3,489,000",8,395,1,1,"190,008,600","193,497,600","25,501","25,896",325,523,"155,617,900","349,115,500","18,838","44,734",361,616,"412,720,800","761,836,300","51,423","96,157",397,796,"359,739,900","1,121,576,200","44,244","140,401",445,860,"56,796,000","1,178,372,200","7,578","147,979",336,646,"51,493,900","1,229,866,100","6,849","154,828",326,623,"1,226,437,100","154,441"
8,잭 리처: 네버 고 백,2016-11-30,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,범죄,드라마",에드워드 즈윅,"톰 크루즈,코비 스멀더스,로버트 네퍼,알디스 호지,제이슨 더글러스,다니카 야로쉬,홀트 맥칼라니","100,936,300","4,085,225,858","13,960","540,290",387,868,"86,256,000","4,171,481,858","12,111","552,401",370,746,"87,570,700","4,259,052,558","10,899","563,300",354,717,"132,052,400","4,391,104,958","15,839","579,139",338,594,"106,054,000","4,497,158,958","12,744","591,883",321,557,"42,042,300","4,539,201,258","5,949","597,832",325,598,"39,644,000","4,578,845,258","5,521","603,353",331,584,"594,555,700","77,023"
9,"나, 다니엘 블레이크",2016-12-08,영국,영국,,(주)영화사 진진,12세이상관람가,드라마,켄 로치,데이브 존스,"2,525,000","14,133,200",320,"1,777",2,3,"13,668,200","27,801,400","1,876","3,653",63,138,"15,844,200","43,645,600","1,981","5,634",60,139,"27,406,300","71,051,900","3,236","8,870",62,131,"30,780,500","101,832,400","3,655","12,525",61,133,"15,987,900","117,820,300","2,169","14,694",59,139,"17,392,600","135,212,900","2,368","17,062",63,143,"123,604,700","15,605"
