기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-06-08 ~ 2016-06-14 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-06-08,,,,,,2016-06-09,,,,,,2016-06-10,,,,,,2016-06-11,,,,,,2016-06-12,,,,,,2016-06-13,,,,,,2016-06-14,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,정글북,2016-06-09,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"어드벤처,드라마",존 파브로,"닐 세티,빌 머레이,스칼렛 요한슨,벤 킹슬리,이드리스 엘바,루피타 뇽오,크리스토퍼 월켄,지안카를로 에스포지토","11,918,000","71,624,000","1,504","6,872",3,6,"615,508,100","687,132,100","73,355","80,227",681,"2,870","854,284,188","1,541,416,288","94,676","174,903",689,"2,932","2,707,146,581","4,248,562,869","311,964","486,867",874,"3,637","3,101,797,800","7,350,360,669","360,593","847,460",924,"3,673","502,010,020","7,852,370,689","60,456","907,916",703,"2,960","466,833,400","8,319,204,089","57,066","964,982",711,"2,958","8,259,498,089","959,614"
2,아가씨,2016-06-01,한국,한국,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",씨제이이앤엠(주),청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재,김시은","1,033,983,900","20,687,950,810","136,550","2,503,831","1,074","4,833","806,209,300","21,494,160,110","106,905","2,610,736",723,"2,721","1,126,346,723","22,620,506,833","132,708","2,743,444",753,"2,856","1,865,480,919","24,485,987,752","215,487","2,958,931",782,"3,012","1,549,113,600","26,035,101,352","178,490","3,137,421",782,"2,874","576,896,900","26,611,998,252","76,700","3,214,121",728,"2,825","556,061,160","27,168,059,412","74,710","3,288,831",753,"2,845","7,514,092,502","921,550"
3,워크래프트: 전쟁의 서막,2016-06-09,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,판타지",던칸 존스,"트래비스 핌멜,벤 포스터,폴라 패튼,도미닉 쿠퍼,클랜시 브라운,토비 켑벨","5,980,000","28,890,000",598,"2,181",1,1,"946,125,700","975,015,700","114,226","116,407",715,"3,212","1,087,654,389","2,062,670,089","120,034","236,441",724,"3,320","2,080,536,300","4,143,206,389","231,682","468,123",736,"3,224","1,815,085,100","5,958,291,489","203,777","671,900",716,"3,032","455,601,500","6,413,892,989","55,622","727,522",664,"2,943","383,989,300","6,797,882,289","47,212","774,734",663,"2,873","6,774,972,289","773,151"
4,컨저링 2,2016-06-09,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),제임스 완,"베라 파미가,패트릭 윌슨,프란카 포텐테,프란시스 오코너,스털링 제린스","1,792,000","23,210,000",224,"2,628",1,1,"565,533,720","588,743,720","73,335","75,963",466,"1,723","865,248,788","1,453,992,508","104,067","180,030",503,"1,815","1,580,872,181","3,034,864,689","192,919","372,949",594,"2,027","1,568,998,500","4,603,863,189","188,135","561,084",635,"2,111","585,173,900","5,189,037,089","75,309","636,393",564,"2,073","503,463,800","5,692,500,889","65,084","701,477",573,"2,085","5,671,082,889","699,073"
5,곡성,2016-05-12,한국,한국,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경,백승철","249,829,600","52,945,429,603","33,060","6,524,686",573,"1,947","164,562,300","53,109,991,903","21,614","6,546,300",427,"1,055","243,028,900","53,353,020,803","28,481","6,574,781",426,"1,074","469,266,000","53,822,286,803","54,624","6,629,405",439,965,"445,022,300","54,267,309,103","51,595","6,681,000",434,928,"138,115,300","54,405,424,403","18,262","6,699,262",417,966,"126,212,200","54,531,636,603","16,781","6,716,043",418,957,"1,836,036,600","224,417"
6,미 비포 유,2016-06-01,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,드라마",테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스","231,828,800","3,064,426,682","30,926","378,026",455,"1,535","141,855,300","3,206,281,982","18,800","396,826",311,740,"217,095,900","3,423,377,882","25,464","422,290",329,797,"352,405,200","3,775,783,082","41,045","463,335",335,736,"321,869,700","4,097,652,782","37,310","500,645",335,726,"136,172,500","4,233,825,282","17,862","518,507",342,880,"144,476,700","4,378,301,982","19,164","537,671",354,873,"1,545,704,100","190,571"
7,엑스맨: 아포칼립스,2016-05-25,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",브라이언 싱어,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,오스카 아이삭,니콜라스 홀트,로즈 번,타이 쉐리던,소피 터너,올리비아 문,루카스 틸","262,697,400","23,175,831,808","33,396","2,779,638",638,"2,438","111,405,400","23,287,237,208","14,814","2,794,452",403,"1,021","179,376,323","23,466,613,531","21,424","2,815,876",419,"1,032","337,806,819","23,804,420,350","40,327","2,856,203",398,865,"303,643,900","24,108,064,250","36,468","2,892,671",377,805,"66,495,200","24,174,559,450","8,757","2,901,428",364,778,"58,077,800","24,232,637,250","7,784","2,909,212",365,757,"1,319,502,842","162,970"
8,싱 스트리트,2016-05-19,아일랜드,"아일랜드,영국,미국",,(주)이수C&E,15세이상관람가,"드라마,멜로/로맨스",존 카니,"퍼디아 월시-필로,루시 보인턴,잭 레이너","57,927,700","4,108,671,572","7,569","503,731",281,572,"22,431,000","4,131,102,572","3,533","507,264",128,230,"31,061,800","4,162,164,372","4,689","511,953",136,229,"49,608,000","4,211,772,372","7,363","519,316",108,178,"42,393,800","4,254,166,172","6,213","525,529",105,166,"16,062,900","4,270,229,072","2,538","528,067",124,205,"16,269,500","4,286,498,572","2,555","530,622",121,199,"235,754,700","34,460"
9,앵그리버드 더 무비,2016-05-19,미국,"미국,핀란드",,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"퍼갈 레일리,클레이 케이티스",,"9,144,600","4,851,357,544","1,347","632,813",122,139,"4,955,600","4,856,313,144",774,"633,587",43,47,"4,025,500","4,860,338,644",550,"634,137",46,52,"91,174,200","4,951,512,844","11,689","645,826",165,246,"115,227,600","5,066,740,444","14,806","660,632",158,239,"2,260,000","5,069,000,444",338,"660,970",35,41,"2,217,000","5,071,217,444",322,"661,292",36,41,"229,004,500","29,826"
10,본 투 비 블루,2016-06-09,캐나다,"캐나다,영국,미국",,그린나래미디어(주),청소년관람불가,드라마,로버트 뷔드로,"에단 호크,카르멘 에조고","11,697,400","40,318,900","1,308","4,697",18,18,"32,720,200","73,039,100","4,226","8,923",138,383,"38,362,100","111,401,200","4,406","13,329",133,367,"58,281,300","169,682,500","6,518","19,847",147,331,"53,806,000","223,488,500","6,030","25,877",137,307,"24,458,000","247,946,500","3,135","29,012",136,344,"26,698,300","274,644,800","3,379","32,391",136,346,"246,023,300","29,002"
11,극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016-06-09,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,쿠와바라 사토시,"엄상현,장성호,강수진",0,"8,132,000",0,910,0,0,"16,980,600","25,112,600","2,232","3,142",158,165,"16,036,100","41,148,700","1,825","4,967",160,171,"69,762,500","110,911,200","8,772","13,739",208,280,"72,675,400","183,586,600","9,267","23,006",210,272,"6,061,600","189,648,200",803,"23,809",137,148,"5,949,500","195,597,700",778,"24,587",137,148,"187,465,700","23,677"
12,나의 소녀시대,2016-05-12,대만,대만,,오드,15세이상관람가,"멜로/로맨스,드라마",프랭키 첸,"송운화,왕대륙","21,577,000","3,158,920,100","2,811","384,121",145,272,"7,995,100","3,166,915,200","1,338","385,459",73,125,"11,929,100","3,178,844,300","1,991","387,450",71,121,"20,555,400","3,199,399,700","3,418","390,868",65,100,"20,186,800","3,219,586,500","3,361","394,229",62,95,"7,169,300","3,226,755,800","1,202","395,431",74,113,"6,660,700","3,233,416,500","1,123","396,554",73,109,"96,073,400","15,244"
13,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은,김율","4,544,000","221,710,500",764,"37,171",104,115,"2,687,500","224,398,000",442,"37,613",61,62,"3,285,500","227,683,500",549,"38,162",68,69,"29,595,000","257,278,500","4,915","43,077",108,142,"35,825,000","293,103,500","5,979","49,056",114,150,"2,589,000","295,692,500",416,"49,472",58,60,"2,740,000","298,432,500",465,"49,937",56,59,"81,266,000","13,530"
14,계춘할망,2016-05-19,한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁","27,282,600","3,522,609,748","4,305","469,479",217,342,"6,867,000","3,529,476,748","1,254","470,733",50,58,"4,769,000","3,534,245,748",845,"471,578",39,44,"6,666,600","3,540,912,348","1,034","472,612",30,37,"6,977,000","3,547,889,348","1,050","473,662",28,34,"2,350,500","3,550,239,848",337,"473,999",30,38,"4,514,500","3,554,754,348",756,"474,755",42,49,"59,427,200","9,581"
15,굿바이 싱글,2016-06-29,한국,한국,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희,김근영,안재홍,황승언,김고은,목규리","14,152,000","43,496,000","1,769","5,437",8,8,"15,266,000","58,762,000","2,006","7,443",8,8,"1,357,000","60,119,000",165,"7,608",2,2,0,"60,119,000",0,"7,608",0,0,0,"60,119,000",0,"7,608",0,0,0,"60,119,000",0,"7,608",0,0,"30,550,000","90,669,000","3,875","11,483",12,12,"61,325,000","7,815"
