기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-03-09 ~ 2016-03-15 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-03-09,,,,,,2016-03-10,,,,,,2016-03-11,,,,,,2016-03-12,,,,,,2016-03-13,,,,,,2016-03-14,,,,,,2016-03-15,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,귀향,2016-02-24,한국,한국,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,15세이상관람가,드라마,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무지,류신","428,271,800","21,333,915,036","60,012","2,805,003",760,"3,415","358,766,800","21,692,681,836","50,895","2,855,898",585,"2,445","422,519,161","22,115,200,997","54,611","2,910,509",592,"2,540","956,237,145","23,071,438,142","120,424","3,030,933",669,"2,743","889,251,900","23,960,690,042","111,687","3,142,620",654,"2,616","251,622,100","24,212,312,142","35,153","3,177,773",577,"2,417","238,854,500","24,451,166,642","34,762","3,212,535",603,"2,390","3,545,523,406","467,544"
2,주토피아,2016-02-17,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라","217,112,800","15,032,160,368","27,788","1,975,196",461,"1,425","192,019,300","15,224,179,668","24,802","1,999,998",392,"1,040","319,945,439","15,544,125,107","37,378","2,037,376",400,"1,111","1,219,580,055","16,763,705,162","148,716","2,186,092",616,"1,955","1,279,642,400","18,043,347,562","156,817","2,342,909",636,"2,053","246,112,300","18,289,459,862","31,503","2,374,412",440,"1,408","196,224,000","18,485,683,862","25,275","2,399,687",437,"1,430","3,670,636,294","452,279"
3,런던 해즈 폴른,2016-03-10,미국,"미국,영국",,메가박스중앙(주)플러스엠,15세이상관람가,"액션,범죄,스릴러",바박 나자피,"제라드 버틀러,아론 에크하트,모건 프리먼,안젤라 바셋","3,388,000","5,092,000",484,768,3,3,"273,311,600","278,403,600","36,440","37,208",457,"2,392","398,335,273","676,738,873","47,902","85,110",476,"2,480","977,188,310","1,653,927,183","117,133","202,243",523,"2,575","901,949,500","2,555,876,683","108,508","310,751",523,"2,471","245,438,600","2,801,315,283","32,192","342,943",480,"2,408","187,786,600","2,989,101,883","24,901","367,844",481,"2,323","2,987,397,883","367,560"
4,널 기다리며,2016-03-10,한국,한국,"(주)영화사수작,주식회사 모티브랩,(주)디씨지플러스",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,스릴러,모홍진,"심은경,윤제문,김성오,오태경,정해균,안재홍,김원해,지대한,이호열,장준현,정재숙,정진혁,조제웅,유경훈,이동혁",0,"29,486,000",0,"3,662",0,0,"322,557,500","352,043,500","41,956","45,618",463,"2,292","454,048,315","806,091,815","53,965","99,583",470,"2,366","907,316,945","1,713,408,760","106,137","205,720",543,"2,507","834,954,900","2,548,363,660","97,428","303,148",551,"2,407","279,311,300","2,827,674,960","35,889","339,037",478,"2,308","203,675,700","3,031,350,660","26,423","365,460",482,"2,273","3,001,864,660","361,798"
5,갓 오브 이집트,2016-03-03,미국,미국,,"(주)시네마서비스,(주)나이너스엔터테인먼트",12세이상관람가,"어드벤처,판타지",알렉스 프로야스,"제라드 버틀러,니콜라이 코스터 왈도,코트니 이튼,브렌튼 스웨이츠,애비 리","260,074,900","5,110,378,986","32,924","610,123",561,"2,414","143,512,300","5,253,891,286","18,847","628,970",429,"1,641","219,001,234","5,472,892,520","26,143","655,113",451,"1,719","590,937,004","6,063,829,524","70,835","725,948",465,"1,733","518,177,000","6,582,006,524","62,430","788,378",450,"1,652","103,957,200","6,685,963,724","13,639","802,017",390,"1,440","85,282,600","6,771,246,324","11,220","813,237",414,"1,434","1,920,942,238","236,038"
6,조이,2016-03-10,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"코미디,드라마",데이빗 O. 러셀,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드니로",0,"37,888,200",0,"4,455",0,0,"124,294,600","162,182,800","16,799","21,254",372,"1,500","155,593,500","317,776,300","18,973","40,227",388,"1,548","292,245,000","610,021,300","34,893","75,120",405,"1,464","244,801,000","854,822,300","29,338","104,458",390,"1,350","84,750,400","939,572,700","11,412","115,870",376,"1,306","76,355,500","1,015,928,200","10,223","126,093",380,"1,266","978,040,000","121,638"
7,동주,2016-02-17,한국,한국,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정석,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일","101,972,700","7,341,283,289","14,043","966,852",391,"1,026","73,712,800","7,414,996,089","10,382","977,234",294,635,"92,417,800","7,507,413,889","11,746","988,980",295,655,"195,421,000","7,702,834,889","24,435","1,013,415",304,670,"183,721,800","7,886,556,689","23,111","1,036,526",311,668,"60,638,600","7,947,195,289","8,347","1,044,873",304,696,"59,271,600","8,006,466,889","8,740","1,053,613",327,709,"767,156,300","100,804"
8,데드풀,2016-02-17,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",팀 밀러,"라이언 레놀즈,모레나 바카린,에드 스크레인,지나 카라노,T.J. 밀러,브리아나 힐데브란드","124,867,900","26,455,986,202","15,934","3,181,960",422,"1,447","69,647,600","26,525,633,802","8,889","3,190,849",292,726,"112,611,200","26,638,245,002","13,019","3,203,868",300,757,"229,048,449","26,867,293,451","26,273","3,230,141",311,736,"183,873,700","27,051,167,151","20,923","3,251,064",308,688,"63,645,700","27,114,812,851","8,101","3,259,165",297,692,"46,921,200","27,161,734,051","6,049","3,265,214",287,671,"830,615,749","99,188"
9,스포트라이트,2016-02-24,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"드라마,스릴러",토마스 맥카시,"마이클 키튼,마크 러팔로,레이첼 맥아담스","48,549,200","1,960,891,787","6,281","246,289",234,494,"25,592,600","1,986,484,387","3,365","249,654",155,279,"40,611,700","2,027,096,087","4,713","254,367",164,300,"71,318,100","2,098,414,187","8,147","262,514",154,258,"59,565,900","2,157,980,087","6,773","269,287",150,251,"19,523,000","2,177,503,087","2,567","271,854",143,241,"16,243,500","2,193,746,587","2,155","274,009",147,248,"281,404,000","34,001"
