기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-08-03 ~ 2016-08-09 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-08-03,,,,,,2016-08-04,,,,,,2016-08-05,,,,,,2016-08-06,,,,,,2016-08-07,,,,,,2016-08-08,,,,,,2016-08-09,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,덕혜옹주,2016-08-03,한국,한국,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"사극,드라마",허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규,김기정,차지원","1,980,965,300","2,112,539,800","267,112","282,055",774,"3,458","1,881,699,200","3,994,239,000","254,034","536,089",771,"3,320","2,346,373,744","6,340,612,744","282,765","818,854",827,"3,422","3,738,631,015","10,079,243,759","446,343","1,265,197",937,"3,811","3,707,568,100","13,786,811,859","441,268","1,706,465",964,"3,878","1,875,575,020","15,662,386,879","252,925","1,959,390",897,"3,907","1,840,567,900","17,502,954,779","249,618","2,209,008",910,"3,924","17,371,380,279","2,194,065"
2,인천상륙작전,2016-07-27,한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,이유진,한비,김희진,진용욱","2,372,148,900","30,131,006,627","319,553","3,903,979",776,"3,673","1,945,025,240","32,076,031,867","263,094","4,167,073",772,"3,584","2,261,338,701","34,337,370,568","273,005","4,440,078",817,"3,688","3,456,337,250","37,793,707,818","413,581","4,853,659",831,"3,771","3,284,964,400","41,078,672,218","391,895","5,245,554",816,"3,703","1,251,919,320","42,330,591,538","169,310","5,414,864",754,"3,572","1,100,966,200","43,431,557,738","150,546","5,565,410",753,"3,551","15,672,700,011","1,980,984"
3,수어사이드 스쿼드,2016-08-03,미국,미국,,워너브러더스 코리아(주),15세이상관람가,액션,데이비드 에이어,"윌 스미스,자레드 레토,마고 로비,스콧 이스트우드,카라 델러비인,제이 코트니,조엘 킨나만,비올라 데이비스,제이 헤르난데즈,애덤 비치,카렌 후쿠하라,커먼,벤 애플렉","3,166,550,200","3,187,824,200","397,666","399,808",733,"3,408","2,021,037,460","5,208,861,660","255,185","654,993",823,"3,596","1,946,293,935","7,155,155,595","219,875","874,868",817,"3,543","2,661,909,735","9,817,065,330","298,947","1,173,815",770,"3,294","2,164,176,800","11,981,242,130","243,153","1,416,968",733,"3,040","812,643,400","12,793,885,530","103,011","1,519,979",652,"2,759","695,455,600","13,489,341,130","88,399","1,608,378",652,"2,704","13,468,067,130","1,606,236"
4,부산행,2016-07-20,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현","1,447,094,000","74,530,130,659","192,508","9,256,052",586,"2,322","1,232,820,500","75,762,951,159","163,943","9,419,995",587,"2,227","1,445,738,859","77,208,690,018","171,553","9,591,548",594,"2,261","1,931,736,150","79,140,426,168","230,186","9,821,734",614,"2,269","1,863,929,100","81,004,355,268","221,087","10,042,821",636,"2,305","994,224,980","81,998,580,248","132,709","10,175,530",590,"2,281","894,476,760","82,893,057,008","120,124","10,295,654",593,"2,300","9,810,020,349","1,232,110"
5,마이펫의 이중생활,2016-08-03,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,가족",크리스 리노드,"스티브 쿠건,엘리 켐퍼,레이크 벨,데이너 카비,케빈 하트","1,298,745,100","1,330,157,100","182,044","185,414",573,"1,815","1,154,832,500","2,484,989,600","161,700","347,114",630,"1,924","1,300,265,045","3,785,254,645","162,375","509,489",672,"2,077","1,958,909,465","5,744,164,110","243,388","752,877",726,"2,347","1,897,849,300","7,642,013,410","233,861","986,738",726,"2,344","773,243,360","8,415,256,770","106,068","1,092,806",617,"2,111","778,939,200","9,194,195,970","108,189","1,200,995",630,"2,129","9,162,783,970","1,197,625"
6,제이슨 본,2016-07-27,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,스릴러",폴 그린그래스,"맷 데이먼,줄리아 스타일즈,토미 리 존스,뱅상 카셀,알리시아 비칸데르","671,161,900","16,365,528,943","88,430","2,016,091",479,"1,533","567,700,600","16,933,229,543","74,487","2,090,578",459,"1,391","681,918,000","17,615,147,543","79,610","2,170,188",477,"1,321","859,121,000","18,474,268,543","101,464","2,271,652",464,"1,206","757,269,100","19,231,537,643","89,251","2,360,903",458,"1,179","363,342,000","19,594,879,643","47,391","2,408,294",483,"1,309","326,960,400","19,921,840,043","42,881","2,451,175",484,"1,280","4,227,473,000","523,514"
7,명탐정 코난: 순흑의 악몽,2016-08-03,일본,일본,,씨제이이앤엠(주),12세이상관람가,"애니메이션,미스터리,어드벤처",시즈노 코분,,"552,052,500","563,707,500","79,742","81,037",369,676,"454,115,500","1,017,823,000","65,059","146,096",447,850,"377,435,200","1,395,258,200","48,612","194,708",442,881,"569,705,400","1,964,963,600","73,860","268,568",413,890,"529,824,500","2,494,788,100","67,898","336,466",399,853,"178,577,700","2,673,365,800","25,508","361,974",334,722,"176,213,600","2,849,579,400","25,333","387,307",340,702,"2,837,924,400","386,012"
8,도리를 찾아서,2016-07-06,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",앤드류 스탠튼,"엘렌 드제너스,알버트 브룩스,다이안 키튼","132,015,000","19,963,334,633","18,920","2,503,427",171,222,"107,762,400","20,071,097,033","15,324","2,518,751",166,221,"109,753,200","20,180,850,233","13,884","2,532,635",179,237,"131,062,600","20,311,912,833","16,531","2,549,166",168,233,"127,439,400","20,439,352,233","15,825","2,564,991",161,223,"45,648,600","20,485,000,833","6,512","2,571,503",150,210,"46,284,400","20,531,285,233","6,691","2,578,194",150,207,"699,965,600","93,687"
9,태풍이 지나가고,2016-07-27,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아베 히로시,키키 키린,마키 요코,코바야시 사토미","27,263,700","288,460,672","3,519","35,530",51,122,"21,359,900","309,820,572","2,788","38,318",47,107,"29,415,900","339,236,472","3,355","41,673",47,120,"46,480,600","385,717,072","5,236","46,909",49,121,"40,242,600","425,959,672","4,588","51,497",48,119,"16,370,400","442,330,072","2,127","53,624",45,110,"19,493,500","461,823,572","2,526","56,150",50,120,"200,626,600","24,139"
