기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-03-16 ~ 2016-03-22 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-03-16,,,,,,2016-03-17,,,,,,2016-03-18,,,,,,2016-03-19,,,,,,2016-03-20,,,,,,2016-03-21,,,,,,2016-03-22,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,주토피아,2016-02-17,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라","209,808,400","18,695,492,262","27,153","2,426,840",456,"1,489","217,619,100","18,913,111,362","28,128","2,454,968",435,"1,680","388,104,172","19,301,215,534","45,988","2,500,956",476,"1,814","1,333,721,980","20,634,937,514","162,137","2,663,093",711,"2,760","1,222,240,100","21,857,177,614","149,900","2,812,993",723,"2,759","218,504,600","22,075,682,214","28,269","2,841,262",497,"1,898","207,440,500","22,283,122,714","26,646","2,867,908",509,"1,911","3,797,438,852","468,221"
2,런던 해즈 폴른,2016-03-10,미국,"미국,영국",,메가박스중앙(주)플러스엠,15세이상관람가,"액션,범죄,스릴러",바박 나자피,"제라드 버틀러,아론 에크하트,모건 프리먼,안젤라 바셋","205,324,100","3,194,425,983","27,099","394,943",499,"2,339","175,736,500","3,370,162,483","23,152","418,095",461,"2,090","306,137,872","3,676,300,355","37,136","455,231",464,"2,222","692,495,580","4,368,795,935","83,229","538,460",526,"2,402","595,486,800","4,964,282,735","71,573","610,033",524,"2,333","146,981,000","5,111,263,735","19,454","629,487",471,"2,124","137,207,500","5,248,471,235","18,096","647,583",466,"2,101","2,259,369,352","279,739"
3,귀향,2016-02-24,한국,한국,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,15세이상관람가,드라마,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무지,류신","218,852,300","24,670,018,942","31,099","3,243,634",596,"2,371","197,998,700","24,868,017,642","29,117","3,272,751",546,"2,076","265,322,428","25,133,340,070","34,489","3,307,240",554,"2,210","510,155,220","25,643,495,290","64,606","3,371,846",607,"2,427","419,900,800","26,063,396,090","52,518","3,424,364",570,"2,265","121,832,800","26,185,228,890","17,238","3,441,602",538,"1,977","121,012,800","26,306,241,690","17,040","3,458,642",541,"1,965","1,855,075,048","246,107"
4,널 기다리며,2016-03-10,한국,한국,"(주)영화사수작,주식회사 모티브랩,(주)디씨지플러스",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,스릴러,모홍진,"심은경,윤제문,김성오,오태경,정해균,안재홍,김원해,지대한,이호열,장준현,정재숙,정진혁,조제웅,유경훈,이동혁","208,268,000","3,239,618,660","27,027","392,487",482,"2,265","170,927,400","3,410,546,060","22,170","414,657",466,"2,004","253,308,661","3,663,854,721","30,291","444,948",481,"2,100","488,646,371","4,152,501,092","57,370","502,318",491,"2,153","425,337,900","4,577,838,992","49,522","551,840",490,"2,066","121,285,900","4,699,124,892","15,776","567,616",450,"1,921","112,044,200","4,811,169,092","14,614","582,230",451,"1,878","1,779,818,432","216,770"
5,갓 오브 이집트,2016-03-03,미국,미국,,"(주)시네마서비스,(주)나이너스엔터테인먼트",12세이상관람가,"어드벤처,판타지",알렉스 프로야스,"제라드 버틀러,니콜라이 코스터 왈도,코트니 이튼,브렌튼 스웨이츠,애비 리","77,605,400","6,848,851,724","10,173","823,410",396,"1,364","60,926,500","6,909,778,224","8,304","831,714",355,960,"98,086,700","7,007,864,924","11,920","843,634",359,"1,023","242,497,900","7,250,362,824","29,405","873,039",382,"1,081","209,319,900","7,459,682,724","25,510","898,549",382,"1,047","43,043,300","7,502,726,024","5,711","904,260",332,878,"41,605,100","7,544,331,124","5,532","909,792",344,909,"773,084,800","96,555"
6,오 마이 그랜파,2016-03-17,미국,미국,,판씨네마(주),청소년관람불가,코미디,댄 마저,"로버트 드니로,잭 에프런","4,135,000","16,815,000",517,"2,257",4,4,"81,013,000","97,828,000","10,818","13,075",378,"1,384","111,227,061","209,055,061","13,573","26,648",384,"1,459","150,077,471","359,132,532","17,761","44,409",396,"1,241","103,760,100","462,892,632","12,345","56,754",387,"1,133","43,528,800","506,421,432","5,875","62,629",356,"1,091","44,068,000","550,489,432","6,001","68,630",353,"1,093","537,809,432","66,890"
7,동주,2016-02-17,한국,한국,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정석,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일","52,167,700","8,058,634,589","7,351","1,060,964",305,688,"42,383,700","8,101,018,289","6,029","1,066,993",239,547,"63,520,100","8,164,538,389","8,156","1,075,149",259,607,"135,485,600","8,300,023,989","17,023","1,092,172",279,636,"116,277,700","8,416,301,689","14,742","1,106,914",280,630,"36,796,600","8,453,098,289","5,177","1,112,091",268,614,"35,918,500","8,489,016,789","5,080","1,117,171",267,601,"482,549,900","63,558"
8,데드풀,2016-02-17,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",팀 밀러,"라이언 레놀즈,모레나 바카린,에드 스크레인,지나 카라노,T.J. 밀러,브리아나 힐데브란드","48,338,800","27,210,072,851","6,233","3,271,447",290,675,"33,887,300","27,243,960,151","4,349","3,275,796",200,412,"54,240,700","27,298,200,851","6,274","3,282,070",206,435,"108,332,000","27,406,532,851","12,381","3,294,451",207,434,"80,858,400","27,487,391,251","9,110","3,303,561",207,425,"29,216,200","27,516,607,451","3,750","3,307,311",207,417,"26,243,500","27,542,850,951","3,388","3,310,699",207,418,"381,116,900","45,485"
9,부활,2016-03-17,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,케빈 레이놀즈,"조셉 파인즈,톰 펠튼",0,"5,788,000",0,937,0,0,"30,103,000","35,891,000","4,413","5,350",90,263,"38,685,000","74,576,000","5,413","10,763",91,287,"86,089,000","160,665,000","11,708","22,471",116,367,"85,071,100","245,736,100","11,580","34,051",120,351,"35,329,000","281,065,100","5,169","39,220",95,314,"34,415,000","315,480,100","5,073","44,293",91,310,"309,692,100","43,356"
10,조이,2016-03-10,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"코미디,드라마",데이빗 O. 러셀,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드니로","74,242,500","1,090,170,700","9,997","136,090",371,"1,252","27,839,700","1,118,010,400","3,767","139,857",217,427,"39,767,900","1,157,778,300","4,826","144,683",221,456,"66,185,800","1,223,964,100","7,835","152,518",206,407,"54,089,300","1,278,053,400","6,408","158,926",204,401,"21,056,800","1,299,110,200","2,822","161,748",205,398,"20,271,900","1,319,382,100","2,778","164,526",208,405,"303,453,900","38,433"
11,스푹스:MI5,2016-03-17,영국,영국,,(주)영화사 빅,15세이상관람가,"액션,드라마,스릴러",바랫 낼러리,"킷 해링턴,피터 퍼스",0,"864,000",0,108,0,0,"48,487,900","49,351,900","6,670","6,778",318,"1,031","55,419,900","104,771,800","7,056","13,834",330,"1,058","78,569,300","183,341,100","9,885","23,719",341,905,"60,885,400","244,226,500","7,655","31,374",317,817,"20,232,049","264,458,549","2,805","34,179",291,734,"21,296,000","285,754,549","2,946","37,125",291,727,"284,890,549","37,017"
12,일사각오,2016-03-17,한국,한국,KBS,파이오니아21,12세이상관람가,드라마,"권혁만,고문안","이지형,설지윤,서광재",0,"7,824,000",0,978,0,0,"26,676,900","34,500,900","3,528","4,506",43,71,"31,063,500","65,564,400","3,974","8,480",50,76,"32,556,100","98,120,500","4,159","12,639",49,87,"35,878,600","133,999,100","4,356","16,995",48,83,"11,654,900","145,654,000","1,658","18,653",40,81,"18,960,000","164,614,000","2,758","21,411",46,89,"156,790,000","20,433"
13,스포트라이트,2016-02-24,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"드라마,스릴러",토마스 맥카시,"마이클 키튼,마크 러팔로,레이첼 맥아담스","19,133,000","2,212,879,587","2,511","276,520",144,250,"11,943,500","2,224,823,087","1,545","278,065",91,153,"17,339,439","2,242,162,526","2,011","280,076",89,154,"37,107,029","2,279,269,555","4,212","284,288",93,154,"29,656,400","2,308,925,955","3,357","287,645",91,154,"9,885,000","2,318,810,955","1,306","288,951",89,155,"8,644,000","2,327,454,955","1,138","290,089",90,159,"133,708,368","16,080"
