기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-03-23 ~ 2016-03-29 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-03-23,,,,,,2016-03-24,,,,,,2016-03-25,,,,,,2016-03-26,,,,,,2016-03-27,,,,,,2016-03-28,,,,,,2016-03-29,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",잭 스나이더,"헨리 카빌,벤 애플렉,에이미 아담스,로렌스 피쉬번,제시 아이젠버그,제레미 아이언스,홀리 헌터,갤 가돗","160,792,800","165,627,800","18,435","18,850",392,406,"1,796,011,200","1,961,639,000","219,794","238,644","1,625","7,409","2,003,642,790","3,965,281,790","228,198","466,842","1,622","7,510","4,409,221,747","8,374,503,537","511,107","977,949","1,709","8,303","3,488,825,100","11,863,328,637","408,709","1,386,658","1,683","7,914","607,813,900","12,471,142,537","76,499","1,463,157","1,543","6,811","495,980,200","12,967,122,737","62,684","1,525,841","1,533","6,575","12,962,287,737","1,525,426"
2,주토피아,2016-02-17,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라","227,786,600","22,510,909,314","29,591","2,897,499",520,"1,935","165,188,600","22,676,097,914","21,401","2,918,900",420,"1,268","304,872,436","22,980,970,350","36,369","2,955,269",454,"1,351","875,790,532","23,856,760,882","107,745","3,063,014",582,"1,747","928,554,700","24,785,315,582","114,241","3,177,255",608,"1,820","213,340,300","24,998,655,882","27,587","3,204,842",464,"1,497","210,338,800","25,208,994,682","27,119","3,231,961",489,"1,522","2,925,871,968","364,053"
3,글로리데이,2016-03-24,한국,한국,(주)보리픽쳐스,(주)엣나인필름,15세이상관람가,드라마,최정열,"지수,김준면,류준열,김희찬,김동완,김종수,문희경,유하복,이주실,이춘우,장시원,박성인,정다연,배연수,정지상,안병래,여기한,조제웅,유승완,윤기현,윤민영,이상희,이성훈,최승민,한보람,김용","16,299,500","72,917,800","1,831","8,186",6,6,"123,332,700","196,250,500","16,442","24,628",425,"1,325","148,781,636","345,032,136","18,390","43,018",437,"1,368","289,855,332","634,887,468","36,448","79,466",494,"1,372","263,386,600","898,274,068","32,776","112,242",479,"1,278","66,805,300","965,079,368","9,092","121,334",416,"1,188","67,158,600","1,032,237,968","9,064","130,398",438,"1,203","975,619,668","124,043"
4,귀향,2016-02-24,한국,한국,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,15세이상관람가,드라마,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무지,류신","126,117,500","26,432,359,190","17,826","3,476,468",553,"1,928","68,108,300","26,500,467,490","9,683","3,486,151",400,815,"82,718,500","26,583,185,990","11,031","3,497,182",406,856,"139,522,100","26,722,708,090","17,524","3,514,706",401,771,"133,351,700","26,856,059,790","16,685","3,531,391",392,732,"54,350,600","26,910,410,390","7,705","3,539,096",405,831,"61,923,900","26,972,334,290","8,930","3,548,026",416,835,"666,092,600","89,384"
5,런던 해즈 폴른,2016-03-10,미국,"미국,영국",,메가박스중앙(주)플러스엠,15세이상관람가,"액션,범죄,스릴러",바박 나자피,"제라드 버틀러,아론 에크하트,모건 프리먼,안젤라 바셋","136,408,200","5,384,879,435","18,040","665,623",484,"2,023","36,020,700","5,420,900,135","4,862","670,485",366,701,"60,574,674","5,481,474,809","7,359","677,844",394,756,"128,531,870","5,610,006,679","15,482","693,326",369,659,"112,993,300","5,722,999,979","13,742","707,068",359,611,"42,971,900","5,765,971,879","5,746","712,814",376,705,"49,429,800","5,815,401,679","6,579","719,393",392,731,"566,930,444","71,810"
6,부활,2016-03-17,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,케빈 레이놀즈,"조셉 파인즈,톰 펠튼","42,768,000","358,248,100","6,342","50,635",107,313,"30,879,000","389,127,100","4,590","55,225",105,212,"49,961,000","439,088,100","7,356","62,581",112,249,"94,803,500","533,891,600","13,055","75,636",115,266,"126,874,000","660,765,600","17,307","92,943",136,310,"37,763,000","698,528,600","5,594","98,537",106,262,"33,960,000","732,488,600","5,029","103,566",110,262,"417,008,500","59,273"
7,널 기다리며,2016-03-10,한국,한국,"(주)영화사수작,주식회사 모티브랩,(주)디씨지플러스",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,스릴러,모홍진,"심은경,윤제문,김성오,오태경,정해균,안재홍,김원해,지대한,이호열,장준현,정재숙,정진혁,조제웅,유경훈,이동혁","104,283,100","4,915,452,192","13,641","595,871",450,"1,808","29,716,500","4,945,168,692","3,870","599,741",251,480,"47,811,474","4,992,980,166","5,655","605,396",258,510,"76,228,370","5,069,208,536","8,932","614,328",246,451,"67,445,600","5,136,654,136","7,940","622,268",241,430,"28,988,400","5,165,642,536","3,837","626,105",250,469,"27,147,300","5,192,789,836","3,605","629,710",254,476,"381,620,744","47,480"
8,동주,2016-02-17,한국,한국,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정석,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일","40,340,900","8,529,357,689","5,745","1,122,916",279,622,"19,531,000","8,548,888,689","3,058","1,125,974",118,186,"22,165,000","8,571,053,689","2,795","1,128,769",105,187,"43,103,500","8,614,157,189","5,309","1,134,078",110,168,"37,919,900","8,652,077,089","4,675","1,138,753",112,166,"20,919,200","8,672,996,289","2,901","1,141,654",122,200,"22,119,500","8,695,115,789","3,146","1,144,800",127,219,"206,099,000","27,629"
9,"헤일, 시저!",2016-03-24,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"코미디,드라마","에단 코엔,조엘 코엔","조지 클루니,조슈 브롤린,스칼렛 요한슨,랄프 파인즈,채닝 테이텀,틸다 스윈튼,엘든 이렌리치,조나 힐","398,000","14,933,900",40,"1,770",1,1,"29,622,800","44,556,700","4,014","5,784",251,610,"35,550,500","80,107,200","4,349","10,133",253,625,"49,736,800","129,844,000","5,913","16,046",250,528,"41,043,300","170,887,300","4,908","20,954",244,462,"19,202,500","190,089,800","2,607","23,561",226,476,"21,696,300","211,786,100","2,951","26,512",234,493,"197,250,200","24,782"
