기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2016-01-27 ~ 2016-02-02 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2016-01-27,,,,,,2016-01-28,,,,,,2016-01-29,,,,,,2016-01-30,,,,,,2016-01-31,,,,,,2016-02-01,,,,,,2016-02-02,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,쿵푸팬더3,2016-01-28,미국,미국,드림웍스 애니메이션,씨제이이앤엠(주),전체관람가,"애니메이션,액션,어드벤처","여인영,알레산드로 칼로니","잭 블랙,안젤리나 졸리,더스틴 호프만,성룡,세스 로건,루시 리우,데이빗 크로스,J.K. 시몬스","7,301,000","26,183,000",624,"2,455",4,4,"1,658,416,200","1,684,599,200","222,044","224,499","1,126","6,583","1,702,980,869","3,387,580,069","215,077","439,576","1,177","6,915","4,704,804,151","8,092,384,220","590,272","1,029,848","1,365","8,061","4,558,125,300","12,650,509,520","572,182","1,602,030","1,361","7,880","794,015,300","13,444,524,820","103,087","1,705,117","1,162","6,501","717,373,100","14,161,897,920","94,681","1,799,798","1,171","6,366","14,143,015,920","1,797,967"
2,오빠생각,2016-01-21,한국,한국,(주)조이래빗,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"드라마,전쟁",이한,"김현빈,임시완,고아성,이희준,이준혁,정준원,이레,김영재,임윤경,정대웅,정병두,정세훈,이건하,이성욱,이승빈,이승준,이연화,홍동영,홍솔,강현구,정준용,탕준상,김대현","441,099,200","5,232,343,031","75,302","696,682",684,"2,951","246,642,900","5,478,985,931","34,428","731,110",490,"1,834","283,074,460","5,762,060,391","37,166","768,276",515,"1,915","583,659,075","6,345,719,466","75,252","843,528",534,"1,920","509,191,800","6,854,911,266","65,458","908,986",535,"1,860","147,632,300","7,002,543,566","20,434","929,420",499,"1,757","129,406,900","7,131,950,466","18,003","947,423",503,"1,711","2,340,706,635","326,043"
3,레버넌트: 죽음에서 돌아온 자,2016-01-14,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"어드벤처,드라마",알레한드로 곤잘레스 이냐리투,"레오나르도 디카프리오,톰 하디","362,775,300","13,398,713,250","59,245","1,670,349",671,"2,443","225,229,200","13,623,942,450","29,978","1,700,327",534,"1,695","294,374,331","13,918,316,781","36,282","1,736,609",549,"1,731","614,069,049","14,532,385,830","74,980","1,811,589",560,"1,699","539,689,400","15,072,075,230","66,266","1,877,855",563,"1,662","144,724,600","15,216,799,830","19,165","1,897,020",529,"1,607","129,059,900","15,345,859,730","17,220","1,914,240",522,"1,581","2,309,921,780","303,136"
4,"로봇, 소리",2016-01-27,한국,한국,"(주)영화사 좋은날,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,이호재,"이성민,이희준,이하늬,김원해,채수빈,심은경,곽시양,이영진,이무생,남연우,전국환,류준열,박영수,이현석,박정민,박지훈,안광복,유민상,이상우,이승준,노소영,차순배","309,466,700","611,988,800","52,321","88,571",601,"2,607","224,924,500","836,913,300","30,475","119,046",609,"2,568","260,720,371","1,097,633,671","33,754","152,800",573,"2,488","572,199,074","1,669,832,745","76,161","228,961",580,"2,420","523,607,100","2,193,439,845","69,800","298,761",575,"2,286","137,715,400","2,331,155,245","19,185","317,946",516,"2,069","125,803,200","2,456,958,445","17,114","335,060",540,"2,054","2,154,436,345","298,810"
5,빅쇼트,2016-01-21,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,드라마,아담 맥케이,"크리스찬 베일,스티브 카렐,라이언 고슬링,브래드 피트","201,988,100","1,995,016,507","34,450","251,483",406,"1,288","112,621,300","2,107,637,807","14,499","265,982",323,783,"156,626,500","2,264,264,307","18,524","284,506",330,821,"301,727,100","2,565,991,407","35,131","319,637",333,784,"270,677,900","2,836,669,307","31,655","351,292",329,774,"97,934,200","2,934,603,507","12,600","363,892",323,817,"90,291,500","3,024,895,007","11,635","375,527",319,805,"1,231,866,600","158,494"
6,히말라야,2015-12-16,한국,한국,(주)제이케이필름,씨제이이앤엠(주),12세이상관람가,드라마,이석훈,"황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률","85,183,000","59,647,983,215","14,107","7,691,947",365,768,"39,176,100","59,687,159,315","5,339","7,697,286",208,376,"50,611,600","59,737,770,915","6,413","7,703,699",213,385,"88,397,900","59,826,168,815","11,084","7,714,783",221,376,"86,636,900","59,912,805,715","10,796","7,725,579",218,355,"28,326,100","59,941,131,815","3,759","7,729,338",203,376,"28,597,100","59,969,728,915","4,035","7,733,373",211,381,"406,928,700","55,533"
7,내부자들: 디 오리지널,2015-12-31,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"신지수,이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,박진우,남일우,김의성,손종학,조덕제,유재명","74,026,900","16,471,495,375","12,228","2,021,988",307,566,"38,556,800","16,510,052,175","5,037","2,027,025",164,272,"52,596,700","16,562,648,875","6,391","2,033,416",171,284,"97,038,900","16,659,687,775","11,678","2,045,094",176,282,"82,044,800","16,741,732,575","10,016","2,055,110",182,290,"32,621,100","16,774,353,675","4,262","2,059,372",180,308,"30,256,500","16,804,610,175","3,955","2,063,327",186,316,"407,141,700","53,567"
8,굿 다이노,2016-01-07,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",피터 손,,"87,586,100","9,482,412,338","14,056","1,291,278",406,881,"24,433,400","9,506,845,738","3,590","1,294,868",184,273,"25,179,200","9,532,024,938","3,573","1,298,441",186,268,"88,165,400","9,620,190,338","11,649","1,310,090",199,288,"89,490,400","9,709,680,738","11,776","1,321,866",208,300,"8,308,200","9,717,988,938","1,184","1,323,050",146,183,"11,695,400","9,729,684,338","1,742","1,324,792",152,191,"334,858,100","47,570"
9,그날의 분위기,2016-01-14,한국,한국,영화사 문(주),(주)쇼박스,15세이상관람가,멜로/로맨스,조규장,"김정희,문채원,유연석,조재윤,김슬기,이해영,이연두,박민우,이창해,인교진,임영,박태영,정경옥,박호진,정라엘,서정희,오형근,이범희,이은정","96,400,500","4,916,408,812","16,109","623,241",313,838,"31,250,500","4,947,659,312","4,229","627,470",114,265,"35,110,600","4,982,769,912","4,385","631,855",127,272,"53,110,200","5,035,880,112","6,650","638,505",125,259,"50,612,500","5,086,492,612","6,317","644,822",122,258,"20,780,500","5,107,273,112","2,750","647,572",116,255,"19,384,000","5,126,657,112","2,573","650,145",115,259,"306,648,800","43,013"
