기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2018-06-20 ~ 2018-06-26 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2018-06-20,,,,,,2018-06-21,,,,,,2018-06-22,,,,,,2018-06-23,,,,,,2018-06-24,,,,,,2018-06-25,,,,,,2018-06-26,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,탐정: 리턴즈,2018-06-13,한국,한국,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",이언희,"권상우,성동일,이광수,서영희,이일화,남명렬,손담비,최성원,김동욱,박성일","840,514,500","11,253,661,270","105,042","1,304,216","1,003","5,087","821,960,100","12,075,621,370","101,536","1,405,752",975,"4,718","1,174,897,948","13,250,519,318","131,760","1,537,512","1,012","5,008","2,176,275,754","15,426,795,072","242,646","1,780,158","1,137","5,550","2,293,442,200","17,720,237,272","252,731","2,032,889","1,091","5,500","745,649,600","18,465,886,872","91,676","2,124,565","1,011","5,004","745,263,300","19,211,150,172","93,252","2,217,817","1,031","5,027","8,798,003,402","1,018,643"
2,쥬라기 월드: 폴른 킹덤,2018-06-06,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",후안 안토니오 바요나,"크리스 프랫,브라이스 달라스 하워드,제프 골드블럼,저스티스 스미스,토비 존스,B.D. 웡,테드 레빈,제임스 크롬웰,라프 스팰,제랄딘 채플린,마이클 파파존,카밀 레미에쉐브스키,다니엘라 피네다,로버트 엠스","449,800,400","43,349,170,539","53,864","4,901,109",930,"4,241","385,525,400","43,734,695,939","47,104","4,948,213",810,"3,210","557,064,852","44,291,760,791","62,548","5,010,761",823,"3,350","1,201,925,146","45,493,685,937","137,047","5,147,808",899,"3,695","1,195,805,600","46,689,491,537","135,637","5,283,445",888,"3,665","304,913,900","46,994,405,437","37,327","5,320,772",757,"3,121","286,975,900","47,281,381,337","35,315","5,356,087",771,"3,117","4,382,011,198","508,842"
3,오션스8,2018-06-13,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,범죄",게리 로스,"산드라 블록,케이트 블란쳇,앤 해서웨이,민디 캘링,사라 폴슨,아콰피나,리한나,헬레나 본햄 카터","418,854,300","6,707,720,211","51,431","757,549",683,"3,077","398,855,400","7,106,575,611","48,008","805,557",622,"2,495","553,938,348","7,660,513,959","60,297","865,854",659,"2,714","864,400,954","8,524,914,913","94,855","960,709",680,"2,793","795,272,450","9,320,187,363","86,728","1,047,437",676,"2,779","322,512,100","9,642,699,463","39,072","1,086,509",656,"2,747","302,262,200","9,944,961,663","36,906","1,123,415",660,"2,742","3,656,095,752","417,297"
4,독전,2018-05-22,한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영","141,095,300","41,875,374,013","17,470","4,877,802",436,"1,420","112,595,600","41,987,969,613","14,144","4,891,946",417,"1,036","173,871,100","42,161,840,713","19,096","4,911,042",436,"1,132","297,421,100","42,459,261,813","32,418","4,943,460",529,"1,278","321,538,900","42,780,800,713","34,685","4,978,145",511,"1,270","124,414,600","42,905,215,313","15,260","4,993,405",477,"1,240","121,326,300","43,026,541,613","14,910","5,008,315",470,"1,234","1,292,262,900","147,983"
5,미드나잇 선,2018-06-21,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,멜로/로맨스,스콧 스피어,"벨라 손,패트릭 슈왈제네거,롭 리글,퀸 쉐퍼드,니콜라스 쿰베","9,162,000","58,592,000","1,018","7,436",6,6,"88,025,800","146,617,800","12,067","19,503",451,"1,195","122,154,600","268,772,400","13,507","33,010",442,"1,184","172,319,600","441,092,000","19,181","52,191",466,961,"199,650,400","640,742,400","21,852","74,043",472,980,"130,320,600","771,063,000","15,929","89,972",457,"1,111","135,171,700","906,234,700","16,392","106,364",462,"1,119","856,804,700","99,946"
6,여중생A,2018-06-20,한국,한국,"(주)영화사울림,네이버웹툰 주식회사",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이경섭,"김환희,김준면,이종혁,정다빈,유재상,정다은,김현빈,유수아","85,906,300","139,681,600","11,085","16,962",479,"1,737","46,151,300","185,832,900","5,871","22,833",455,"1,326","67,123,800","252,956,700","7,805","30,638",447,"1,313","122,287,800","375,244,500","15,010","45,648",468,"1,174","173,050,900","548,295,400","18,715","64,363",473,"1,095","26,384,600","574,680,000","3,366","67,729",402,847,"31,293,500","605,973,500","4,156","71,885",422,864,"552,198,200","66,008"
7,아이 필 프리티,2018-06-06,미국,미국,,(주)홈초이스,15세이상관람가,코미디,아비 콘,"에이미 슈머,미쉘 윌리엄스","33,471,200","1,699,268,300","4,056","191,903",137,384,"32,036,500","1,731,304,800","3,848","195,751",115,261,"43,581,800","1,774,886,600","4,649","200,400",117,280,"64,667,300","1,839,553,900","6,888","207,288",129,277,"59,911,900","1,899,465,800","6,308","213,596",127,279,"27,289,200","1,926,755,000","3,277","216,873",115,289,"29,039,200","1,955,794,200","3,516","220,389",122,296,"289,997,100","32,542"
8,아일라,2018-06-21,터키,터키,,(주)영화사 빅,15세이상관람가,"드라마,전쟁",칸 울카이,"김설,이스마일 하지오글루","1,124,000","30,707,000",224,"3,930",2,2,"28,351,800","59,058,800","3,973","7,903",372,737,"34,133,100","93,191,900","4,150","12,053",353,708,"44,823,100","138,015,000","5,486","17,539",352,566,"51,850,600","189,865,600","6,173","23,712",348,563,"28,244,900","218,110,500","3,820","27,532",354,610,"29,864,200","247,974,700","4,090","31,622",349,605,"218,391,700","27,916"
9,아바타,2009-12-17,미국,미국,이십세기폭스필름코퍼레이션,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",12세이상관람가,"SF,액션,어드벤처",제임스 카메론,"샘 워싱턴,조 샐다나,시고니 위버","5,044,000","124,920,562,000",283,"13,304,896",4,5,"34,898,000","124,955,460,000","3,296","13,308,192",67,221,"39,535,000","124,994,995,000","3,334","13,311,526",66,230,"78,312,500","125,073,307,500","6,729","13,318,255",68,226,"78,926,500","125,152,234,000","6,800","13,325,055",68,217,"18,921,500","125,171,155,500","1,771","13,326,826",64,206,"16,528,500","125,187,684,000","1,565","13,328,391",66,206,"272,166,000","23,778"
