기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2018-07-18 ~ 2018-07-24 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2018-07-18,,,,,,2018-07-19,,,,,,2018-07-20,,,,,,2018-07-21,,,,,,2018-07-22,,,,,,2018-07-23,,,,,,2018-07-24,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,인크레더블 2,2018-07-18,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,액션,어드벤처,코미디,가족",브래드 버드,"크레이그 T. 넬슨,사무엘 L. 잭슨,홀리 헌터","1,006,229,800","1,074,993,800","122,594","128,869","1,179","5,492","926,348,900","2,001,342,700","113,895","242,764","1,190","5,407","1,461,992,222","3,463,334,922","164,820","407,584","1,229","5,671","4,093,763,690","7,557,098,612","477,129","884,713","1,550","7,149","4,095,230,500","11,652,329,112","479,793","1,364,506","1,605","7,114","919,633,500","12,571,962,612","114,940","1,479,446","1,274","5,809","868,434,800","13,440,397,412","110,999","1,590,445","1,300","5,763","13,371,633,412","1,584,170"
2,앤트맨과 와스프,2018-07-04,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF",페이튼 리드,"폴 러드,에반젤린 릴리,마이클 더글라스,미쉘 파이퍼,로렌스 피쉬번,해나 존-케이먼,마이클 페나,월튼 고긴스","611,373,800","40,618,505,957","76,147","4,644,036",874,"4,018","536,935,400","41,155,441,357","66,591","4,710,627",861,"3,876","870,420,978","42,025,862,335","98,563","4,809,190",869,"3,938","1,879,357,610","43,905,219,945","211,986","5,021,176",897,"3,848","1,604,568,900","45,509,788,845","181,723","5,202,899",873,"3,688","463,301,600","45,973,090,445","57,665","5,260,564",831,"3,691","421,627,900","46,394,718,345","53,359","5,313,923",850,"3,633","6,387,586,188","746,034"
3,마녀,2018-06-27,한국,한국,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),15세이상관람가,"미스터리,액션",박훈정,"김다미,조민수,박희순,최우식,백승철,김하나","397,974,500","22,501,087,845","49,738","2,632,398",583,"2,094","376,008,400","22,877,096,245","47,058","2,679,456",591,"2,023","619,524,367","23,496,620,612","71,362","2,750,818",648,"2,256","1,133,384,451","24,630,005,063","127,555","2,878,373",750,"2,482","1,090,795,500","25,720,800,563","121,909","3,000,282",757,"2,458","410,781,900","26,131,582,463","51,378","3,051,660",691,"2,579","392,066,500","26,523,648,963","49,582","3,101,242",697,"2,568","4,420,535,618","518,582"
4,스카이스크래퍼,2018-07-11,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,스릴러",로슨 마샬 터버,"드웨인 존슨,파블로 쉬레이버,니브 캠벨,바이런 만,친 한","279,073,400","6,520,854,724","35,234","757,775",610,"2,136","232,853,700","6,753,708,424","29,197","786,972",595,"1,943","332,144,255","7,085,852,679","38,283","825,255",607,"1,941","579,418,639","7,665,271,318","65,048","890,303",606,"1,606","545,193,900","8,210,465,218","61,385","951,688",628,"1,567","180,617,700","8,391,082,918","22,790","974,478",586,"1,702","170,124,900","8,561,207,818","21,621","996,099",603,"1,694","2,319,426,494","273,558"
5,독전: 익스텐디드 컷,2018-07-18,한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원","123,546,900","123,546,900","19,998","19,998",251,471,"90,630,100","214,177,000","14,829","34,827",304,593,"114,106,600","328,283,600","18,465","53,292",347,750,"186,580,800","514,864,400","30,294","83,586",398,900,"171,219,700","686,084,100","27,942","111,528",379,854,"67,857,000","753,941,100","11,244","122,772",349,848,"63,528,300","817,469,400","10,570","133,342",344,826,"817,469,400","133,342"
6,호텔 아르테미스,2018-07-18,미국,미국,,판씨네마(주),15세이상관람가,"액션,범죄",드류 피어스,"조디 포스터,데이브 바티스타,스털링 K. 브라운,소피아 부텔라,제프 골드블럼,재커리 퀸토,찰리 데이","132,917,700","136,949,700","16,931","17,379",466,"1,491","85,947,100","222,896,800","10,844","28,223",452,"1,360","100,780,000","323,676,800","11,448","39,671",448,"1,262","117,280,100","440,956,900","13,326","52,997",448,906,"106,746,600","547,703,500","11,953","64,950",445,864,"47,348,800","595,052,300","6,113","71,063",418,909,"41,232,800","636,285,100","5,369","76,432",402,853,"632,253,100","75,984"
7,미드나잇 선,2018-06-21,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,멜로/로맨스,스콧 스피어,"벨라 손,패트릭 슈왈제네거,롭 리글,퀸 쉐퍼드,니콜라스 쿰베","31,571,100","2,305,373,400","4,317","275,087",116,156,"32,284,400","2,337,657,800","4,502","279,589",126,159,"50,303,000","2,387,960,800","6,858","286,447",147,200,"74,188,900","2,462,149,700","10,101","296,548",156,236,"73,124,700","2,535,274,400","10,099","306,647",154,236,"42,170,300","2,577,444,700","5,919","312,566",142,250,"45,380,000","2,622,824,700","6,429","318,995",150,246,"349,022,400","48,225"
8,신은 죽지 않았다 3: 어둠 속의 빛,2018-07-19,미국,미국,,"(주)영화사 그램,(재)CBS",12세이상관람가,드라마,마이클 메이슨,"존 코베트,쉐인 하퍼,테드 맥긴리","791,000","59,091,800",125,"7,823",5,7,"58,901,800","117,993,600","8,177","16,000",167,326,"43,871,900","161,865,500","5,278","21,278",161,317,"70,798,100","232,663,600","8,176","29,454",179,308,"95,129,300","327,792,900","11,215","40,669",176,301,"36,334,100","364,127,000","4,802","45,471",162,305,"41,926,900","406,053,900","5,620","51,091",159,316,"347,753,100","43,393"
9,속닥속닥,2018-07-13,한국,한국,(주)파이브데이,(주)그노스,15세이상관람가,"공포(호러),미스터리",최상훈,"소주연,김민규,김영,김태민,최희진,박진,고나은,진용욱,이한서,이유미","44,549,800","1,683,726,900","5,304","191,185",184,482,"31,595,200","1,715,322,100","3,846","195,031",169,395,"55,576,700","1,770,898,800","6,655","201,686",167,366,"50,632,600","1,821,531,400","6,037","207,723",158,267,"40,986,100","1,862,517,500","4,784","212,507",146,243,"18,023,400","1,880,540,900","2,255","214,762",142,261,"15,474,900","1,896,015,800","1,992","216,754",140,244,"256,838,700","30,873"
