기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2018-04-11 ~ 2018-04-17 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2018-04-11,,,,,,2018-04-12,,,,,,2018-04-13,,,,,,2018-04-14,,,,,,2018-04-15,,,,,,2018-04-16,,,,,,2018-04-17,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,램페이지,2018-04-12,미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,브래드 페이튼,"드웨인 존슨,제프리 딘 모건,나오미 해리스,말린 애커맨,조 맨가니엘로,말리 쉘튼","2,511,000","44,398,000",297,"3,727",2,2,"604,887,250","649,285,250","74,779","78,506",784,"3,751","914,675,475","1,563,960,725","104,368","182,874",836,"3,951","2,410,013,347","3,973,974,072","274,338","457,212",895,"4,520","2,016,598,000","5,990,572,072","229,406","686,618",909,"4,474","480,892,900","6,471,464,972","59,825","746,443",829,"4,077","415,063,000","6,886,527,972","51,625","798,068",836,"4,056","6,844,640,972","794,638"
2,바람 바람 바람,2018-04-05,한국,한국,(주)하이브미디어코프,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,코미디,이병헌,"이성민,신하균,송지효,이엘,장영남,고준","456,117,500","6,329,433,241","58,994","787,709",876,"4,256","280,290,900","6,609,724,141","36,074","823,783",584,"2,593","364,532,712","6,974,256,853","42,063","865,846",608,"2,650","763,666,830","7,737,923,683","86,145","951,991",623,"2,621","515,724,000","8,253,647,683","57,646","1,009,637",619,"2,503","176,245,600","8,429,893,283","22,433","1,032,070",550,"2,439","169,063,600","8,598,956,883","21,724","1,053,794",561,"2,388","2,725,641,142","325,079"
3,콰이어트 플레이스,2018-04-12,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"공포(호러),스릴러,드라마",존 크랜신스키,"에밀리 블런트,존 크랜신스키,노아 주프,밀리센트 시몬스",0,"190,520,600",0,"22,294",0,0,"288,307,000","478,827,600","35,950","58,244",542,"2,425","426,585,487","905,413,087","48,722","106,966",589,"2,570","791,396,977","1,696,810,064","88,480","195,446",677,"2,863","630,431,600","2,327,241,664","70,250","265,696",659,"2,732","204,679,700","2,531,921,364","25,204","290,900",554,"2,403","179,750,700","2,711,672,064","22,294","313,194",560,"2,365","2,521,151,464","290,900"
4,레디 플레이어 원,2018-03-28,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF,어드벤처",스티븐 스필버그,"마크 라이런스,사이먼 페그,올리비아 쿡,타이 쉐리던,벤 멘델슨,T.J. 밀러","373,564,700","16,215,342,413","43,136","1,851,232",786,"3,136","197,715,000","16,413,057,413","23,446","1,874,678",531,"1,753","336,169,788","16,749,227,201","37,051","1,911,729",559,"1,842","808,254,470","17,557,481,671","87,743","1,999,472",585,"1,950","615,113,600","18,172,595,271","66,630","2,066,102",583,"1,915","141,392,100","18,313,987,371","16,533","2,082,635",507,"1,668","126,331,100","18,440,318,471","14,694","2,097,329",515,"1,669","2,598,540,758","289,233"
5,곤지암,2018-03-28,한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,"공포(호러),스릴러",정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,유제윤","322,855,400","18,873,243,408","40,888","2,376,836",844,"4,046","196,047,600","19,069,291,008","24,288","2,401,124",543,"1,994","322,938,213","19,392,229,221","37,043","2,438,167",552,"2,096","664,276,623","20,056,505,844","76,299","2,514,466",608,"2,101","462,040,800","20,518,546,644","52,792","2,567,258",586,"1,969","109,182,800","20,627,729,444","13,543","2,580,801",499,"1,682","95,961,900","20,723,691,344","11,893","2,592,694",491,"1,610","2,173,303,336","256,746"
6,"그날, 바다",2018-04-12,한국,한국,프로젝트 부,(주)엣나인필름,15세이상관람가,다큐멘터리,김지영,정우성,"59,444,000","64,322,000","7,319","7,865",161,263,"192,056,800","256,378,800","24,593","32,458",483,"1,094","269,762,500","526,141,300","31,321","63,779",550,"1,319","510,760,600","1,036,901,900","59,120","122,899",569,"1,622","472,535,500","1,509,437,400","55,366","178,265",565,"1,599","261,960,700","1,771,398,100","33,962","212,227",545,"1,649","177,765,800","1,949,163,900","23,224","235,451",568,"1,687","1,944,285,900","234,905"
7,덕구,2018-04-05,한국,한국,"(주)영화사두둥,(주)곰픽쳐스",메가박스중앙(주)플러스엠,전체관람가,드라마,방수인,"이순재,정지훈,장광,성병숙,차순배,박지윤","142,929,400","1,442,234,000","19,560","189,705",505,"1,601","45,368,100","1,487,602,100","6,415","196,120",292,533,"75,848,200","1,563,450,300","9,991","206,111",339,605,"171,355,500","1,734,805,800","21,745","227,856",330,612,"158,955,700","1,893,761,500","19,905","247,761",354,642,"39,794,300","1,933,555,800","5,565","253,326",319,615,"38,168,800","1,971,724,600","5,397","258,723",307,606,"672,420,000","88,578"
8,지금 만나러 갑니다,2018-03-14,한국,한국,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,이장훈,"소지섭,손예진,김지환,고창석,이유진,김현수,배유람,이준혁,서정연,손여은","89,537,800","20,464,264,428","11,675","2,560,620",481,"1,410","30,689,900","20,494,954,328","4,104","2,564,724",222,384,"44,920,500","20,539,874,828","5,468","2,570,192",219,368,"80,682,900","20,620,557,728","9,325","2,579,517",203,316,"59,145,500","20,679,703,228","6,923","2,586,440",198,308,"22,555,500","20,702,258,728","3,022","2,589,462",202,324,"18,654,900","20,720,913,628","2,496","2,591,958",201,312,"346,187,000","43,013"
9,머니백,2018-04-12,한국,한국,(주)젠픽쳐스,(주)리틀빅픽쳐스,15세이상관람가,"액션,드라마",허준형,"김무열,박희순,이경영,전광렬,임원희,오정세,김민교,이익준",0,"40,548,000",0,"5,079",0,0,"56,316,100","96,864,100","7,666","12,745",472,"1,287","65,283,500","162,147,600","8,000","20,745",463,"1,176","99,963,700","262,111,300","12,015","32,760",463,933,"61,189,400","323,300,700","7,349","40,109",439,834,"23,920,500","347,221,200","3,203","43,312",407,769,"23,066,200","370,287,400","3,186","46,498",387,711,"329,739,400","41,419"
