기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2018-08-29 ~ 2018-09-04 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2018-08-29,,,,,,2018-08-30,,,,,,2018-08-31,,,,,,2018-09-01,,,,,,2018-09-02,,,,,,2018-09-03,,,,,,2018-09-04,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,너의 결혼식,2018-08-22,한국,한국,"(주)필름케이,(주)외유내강",메가박스중앙(주)플러스엠,12세이상관람가,멜로/로맨스,이석근,"박보영,김영광,강기영,장성범,고규필,서은수,차엽,안길강","1,016,302,100","10,604,365,800","169,690","1,281,773",849,"3,535","806,485,800","11,410,851,600","98,555","1,380,328",854,"3,731","1,154,697,700","12,565,549,300","130,651","1,510,979",900,"4,064","1,906,337,582","14,471,886,882","216,653","1,727,632",969,"4,720","1,957,911,550","16,429,798,432","220,981","1,948,613",966,"4,603","568,188,450","16,997,986,882","70,057","2,018,670",867,"4,079","505,692,000","17,503,678,882","62,559","2,081,229",865,"4,043","7,915,615,182","969,146"
2,서치,2018-08-29,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,아니쉬 차간티,"존 조,데브라 메싱","373,410,100","444,633,100","61,992","71,164",586,"2,608","434,904,900","879,538,000","52,833","123,997",563,"2,625","790,158,700","1,669,696,700","87,528","211,525",587,"2,636","1,378,798,495","3,048,495,195","153,201","364,726",690,"2,857","1,861,500,200","4,909,995,395","206,146","570,872",778,"3,082","731,172,900","5,641,168,295","88,541","659,413",719,"3,192","781,419,400","6,422,587,695","95,254","754,667",815,"3,436","6,351,364,695","745,495"
3,상류사회,2018-08-29,한국,한국,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,드라마,변혁,"박해일,수애,윤제문,라미란,이진욱,김규선,한주영,김강우","843,068,500","873,154,500","131,797","135,085",867,"3,691","679,783,300","1,552,937,800","82,912","217,997",820,"3,590","795,358,200","2,348,296,000","89,669","307,666",841,"3,635","907,438,913","3,255,734,913","99,836","407,502",796,"3,507","931,249,450","4,186,984,363","101,711","509,213",772,"3,304","333,706,700","4,520,691,063","41,432","550,645",735,"3,111","279,239,600","4,799,930,663","34,845","585,490",726,"2,994","4,769,844,663","582,202"
4,신과함께-인과 연,2018-08-01,한국,한국,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"판타지,드라마",김용화,"하정우,주지훈,김향기,마동석,김동욱,이정재,김기태,오희준","225,193,800","100,295,262,209","36,529","11,988,426",551,"1,406","181,732,100","100,476,994,309","23,567","12,011,993",549,"1,422","253,155,000","100,730,149,309","29,479","12,041,472",537,"1,394","361,765,550","101,091,914,859","41,238","12,082,710",534,"1,390","385,574,400","101,477,489,259","43,722","12,126,432",527,"1,350","117,859,200","101,595,348,459","15,028","12,141,460",532,"1,326","105,387,800","101,700,736,259","13,510","12,154,970",534,"1,314","1,630,667,850","203,073"
5,목격자,2018-08-15,한국,한국,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,조규장,"이성민,김상호,진경,곽시양","268,763,000","20,051,000,260","43,373","2,327,356",605,"2,144","195,196,800","20,246,197,060","24,199","2,351,555",552,"1,987","247,050,400","20,493,247,460","27,981","2,379,536",561,"1,983","326,274,587","20,819,522,047","36,495","2,416,031",570,"1,775","336,387,000","21,155,909,047","37,603","2,453,634",566,"1,715","92,566,050","21,248,475,097","11,573","2,465,207",514,"1,554","75,914,700","21,324,389,797","9,560","2,474,767",515,"1,452","1,542,152,537","190,784"
6,맘마미아!2,2018-08-08,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,뮤지컬,올 파커,"아만다 사이프리드,릴리 제임스,메릴 스트립,피어스 브로스넌,제레미 어바인,콜린 퍼스,휴 스키너,스텔란 스카스가드,조쉬 딜란,줄리 월터스,알렉사 데이비스,크리스틴 바란스키,제시카 키나 윈,도미닉 쿠퍼,셰어,앤디 가르시아","208,894,300","17,522,795,185","34,294","2,047,709",421,"1,021","169,988,100","17,692,783,285","21,332","2,069,041",413,"1,041","229,260,000","17,922,043,285","25,767","2,094,808",432,"1,104","302,190,668","18,224,233,953","33,560","2,128,368",452,"1,156","279,211,250","18,503,445,203","30,969","2,159,337",450,"1,114","96,984,750","18,600,429,953","12,286","2,171,623",415,"1,073","95,244,350","18,695,674,303","12,240","2,183,863",408,"1,066","1,381,773,418","170,448"
7,공작,2018-08-08,한국,한국,"(주)영화사 월광,(주)사나이픽처스",씨제이이앤엠(주),12세이상관람가,드라마,윤종빈,"황정민,이성민,조진웅,주지훈,김대현","216,294,400","41,099,472,176","35,079","4,769,683",570,"1,405","169,634,400","41,269,106,576","21,513","4,791,196",519,"1,366","207,654,300","41,476,760,876","24,031","4,815,227",525,"1,362","259,972,000","41,736,732,876","29,527","4,844,754",535,"1,295","292,467,400","42,029,200,276","32,778","4,877,532",512,"1,220","90,810,700","42,120,010,976","11,583","4,889,115",515,"1,184","79,501,300","42,199,512,276","10,261","4,899,376",514,"1,147","1,316,334,500","164,772"
8,나를 차버린 스파이,2018-08-22,미국,미국,,(주)누리픽쳐스,15세이상관람가,"액션,코미디",수잔나 포겔,"밀라 쿠니스,케이트 맥키넌","58,681,400","1,752,991,400","9,368","199,451",163,373,"52,003,700","1,804,995,100","6,074","205,525",184,409,"70,265,100","1,875,260,200","7,641","213,166",174,432,"98,081,500","1,973,341,700","10,455","223,621",186,463,"108,266,800","2,081,608,500","11,436","235,057",193,465,"33,007,800","2,114,616,300","3,893","238,950",171,414,"32,400,900","2,147,017,200","3,796","242,746",175,408,"452,707,200","52,663"
9,그래비티,2013-10-17,미국,미국,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",12세이상관람가,"SF,드라마",알폰소 쿠아론,"산드라 블록,조지 클루니","96,726,000","31,609,784,800","6,967","3,236,535",50,252,"77,966,000","31,687,750,800","5,202","3,241,737",52,248,"95,630,000","31,783,380,800","5,781","3,247,518",50,245,"124,136,000","31,907,516,800","7,811","3,255,329",51,225,"119,274,500","32,026,791,300","7,595","3,262,924",50,215,"33,553,000","32,060,344,300","2,299","3,265,223",51,202,"34,681,000","32,095,025,300","2,297","3,267,520",50,196,"581,966,500","37,952"
