기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2018-02-14 ~ 2018-02-20 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2018-02-14,,,,,,2018-02-15,,,,,,2018-02-16,,,,,,2018-02-17,,,,,,2018-02-18,,,,,,2018-02-19,,,,,,2018-02-20,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,블랙 팬서,2018-02-14,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,드라마,SF",라이언 쿠글러,"채드윅 보스만,마이클 B. 조던,루피타 뇽오,다네이 거라이라,마틴 프리먼,안젤라 바셋,포레스트 휘테커,앤디 서키스,레티티아 라이트,다니엘 칼루야,윈스턴 듀크","5,055,433,500","5,081,266,500","630,461","633,484","1,449","7,196","5,038,074,700","10,119,341,200","563,855","1,197,339","1,587","7,779","5,113,899,324","15,233,240,524","562,493","1,759,832","1,620","7,904","6,544,196,794","21,777,437,318","739,447","2,499,279","1,544","7,565","5,263,080,400","27,040,517,718","598,424","3,097,703","1,495","7,172","1,888,135,200","28,928,652,918","240,651","3,338,354","1,314","6,417","1,339,810,000","30,268,462,918","171,156","3,509,510","1,313","6,371","30,242,629,918","3,506,487"
2,골든슬럼버,2018-02-14,한국,한국,영화사 집,씨제이이앤엠(주),15세이상관람가,"범죄,드라마",노동석,"강동원,김의성,한효주,김성균,김대명,윤계상,이준혁,정소민,최우식,유재명,차순배,김시은","1,234,112,400","1,319,478,100","161,564","170,249",763,"3,654","1,566,288,200","2,885,766,300","183,922","354,171",822,"3,626","1,924,264,076","4,810,030,376","223,269","577,440",815,"3,514","1,993,410,706","6,803,441,082","236,581","814,021",833,"3,536","1,428,172,500","8,231,613,582","168,610","982,631",809,"3,348","473,886,400","8,705,499,982","62,366","1,044,997",722,"3,220","363,771,900","9,069,271,882","48,097","1,093,094",720,"3,115","8,983,906,182","1,084,409"
3,조선명탐정: 흡혈괴마의 비밀,2018-02-08,한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,어드벤처,코미디",김석윤,"김명민,오달수,김지원,김범,이민기,지웅배","547,907,400","9,782,060,245","72,063","1,218,567",618,"2,387","1,214,366,900","10,996,427,145","143,710","1,362,277",691,"2,492","1,978,435,030","12,974,862,175","231,673","1,593,950",848,"2,944","2,341,744,428","15,316,606,603","280,825","1,874,775","1,027","3,655","1,677,363,100","16,993,969,703","201,234","2,076,009","1,014","3,574","419,709,000","17,413,678,703","56,507","2,132,516",710,"2,761","296,878,400","17,710,557,103","40,315","2,172,831",726,"2,669","8,476,404,258","1,026,327"
4,흥부: 글로 세상을 바꾼 자,2018-02-14,한국,한국,"(주)영화사 궁,(주)발렌타인필름",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,사극,조근현,"김규백,정우,김주혁,정진영,김원해,정상훈,정해인,곽동연,천우희,진구,지웅배","335,132,900","366,450,900","43,694","47,544",557,"2,360","537,378,100","903,829,000","62,908","110,452",579,"2,072","692,575,000","1,596,404,000","80,692","191,144",568,"1,770","661,911,400","2,258,315,400","79,863","271,007",627,"1,714","423,575,600","2,681,891,000","51,325","322,332",597,"1,573","147,374,800","2,829,265,800","20,038","342,370",538,"1,676","126,100,600","2,955,366,400","16,983","359,353",543,"1,625","2,924,048,400","355,503"
5,명탐정 코난:감벽의 관,2018-02-14,일본,일본,,씨제이이앤엠(주),12세이상관람가,애니메이션,야마모토 야스이치로,"김선혜,강수진,이현진,이용신,이정구,여민정,정선혜,우정신,황원,타카야마 미나미,야마구치 캇페이,야마자키 와카나,카미야 아키라","285,572,800","295,448,800","41,627","42,838",432,820,"230,259,700","525,708,500","29,637","72,475",487,881,"143,849,800","669,558,300","17,635","90,110",442,756,"272,194,300","941,752,600","34,887","124,997",443,722,"254,673,400","1,196,426,000","32,920","157,917",449,709,"83,649,400","1,280,075,400","12,054","169,971",389,663,"78,434,800","1,358,510,200","11,466","181,437",399,667,"1,348,634,200","180,226"
6,코코,2018-01-11,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫","76,557,600","26,359,585,516","10,161","3,341,218",302,454,"172,114,000","26,531,699,516","20,771","3,361,989",353,517,"164,275,546","26,695,975,062","19,351","3,381,340",354,502,"220,901,078","26,916,876,140","27,213","3,408,553",345,488,"184,979,700","27,101,855,840","22,739","3,431,292",350,488,"63,077,300","27,164,933,140","8,556","3,439,848",324,498,"56,664,400","27,221,597,540","7,967","3,447,815",321,495,"938,569,624","116,758"
7,그것만이 내 세상,2018-01-17,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영","70,674,000","26,432,680,382","9,428","3,287,301",318,531,"145,924,800","26,578,605,182","17,402","3,304,703",312,485,"183,524,400","26,762,129,582","21,790","3,326,493",288,429,"204,150,500","26,966,280,082","24,904","3,351,397",305,469,"138,608,700","27,104,888,782","16,902","3,368,299",315,513,"54,190,600","27,159,079,382","7,771","3,376,070",345,591,"45,505,700","27,204,585,082","6,623","3,382,693",340,565,"842,578,700","104,820"
8,패딩턴 2,2018-02-08,프랑스,"프랑스,영국",,(주)이수C&E,전체관람가,"코미디,드라마",폴 킹,"벤 위쇼,휴 그랜트,브렌단 글리슨,샐리 호킨스","53,066,000","1,243,445,000","7,572","162,410",256,331,"112,358,700","1,355,803,700","14,382","176,792",282,377,"87,294,900","1,443,098,600","10,963","187,755",280,366,"156,834,900","1,599,933,500","20,418","208,173",290,391,"149,019,600","1,748,953,100","19,341","227,514",301,406,"45,561,400","1,794,514,500","6,719","234,233",269,358,"52,331,600","1,846,846,100","7,861","242,094",270,362,"656,467,100","87,256"
9,신과함께-죄와 벌,2017-12-20,한국,한국,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",김용화,"하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태,성유빈","26,125,600","115,263,323,137","3,514","14,359,279",103,140,"62,675,000","115,325,998,137","7,133","14,366,412",119,161,"96,276,100","115,422,274,237","10,816","14,377,228",131,177,"113,310,200","115,535,584,437","13,185","14,390,413",149,217,"67,591,700","115,603,176,137","7,870","14,398,283",140,201,"22,635,600","115,625,811,737","3,037","14,401,320",131,179,"14,073,300","115,639,885,037","1,920","14,403,240",126,174,"402,687,500","47,475"
