기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2017-02-22 ~ 2017-02-28 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2017-02-22,,,,,,2017-02-23,,,,,,2017-02-24,,,,,,2017-02-25,,,,,,2017-02-26,,,,,,2017-02-27,,,,,,2017-02-28,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,23 아이덴티티,2017-02-22,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,스릴러,M. 나이트 샤말란,"제임스 맥어보이,안야 테일러 조이,헤일리 루 리차드슨,베티 버클리,브래드 윌리엄 헨크,킴 디렉터,스털링 K. 브라운","851,225,800","853,417,800","137,005","137,279",503,"1,925","996,096,500","1,849,514,300","130,784","268,063",651,"2,347","1,278,700,300","3,128,214,600","150,119","418,182",831,"3,019","2,437,020,000","5,565,234,600","283,621","701,803",952,"3,949","2,282,551,100","7,847,785,700","265,101","966,904",934,"3,958","864,657,500","8,712,443,200","113,233","1,080,137",799,"3,644","882,255,300","9,594,698,500","116,555","1,196,692",841,"3,378","9,592,506,500","1,196,418"
2,재심,2017-02-15,한국,한국,(주)이디오플랜,"오퍼스픽쳐스,CGV아트하우스",15세이상관람가,드라마,김태윤,"정우,강하늘,김해숙,이동휘,한재영,이경영,박희정,우상기,조해진,유지현,이다은,이동희,이동준,이승훈,한하늘,이정수,이정은,이종재,김진욱,김소진,김하나,최정헌","762,083,300","10,797,700,808","128,189","1,370,817",715,"2,974","577,787,600","11,375,488,408","76,857","1,447,674",683,"2,954","732,181,628","12,107,670,036","87,870","1,535,544",704,"3,050","1,511,003,001","13,618,673,037","179,354","1,714,898",767,"3,261","1,452,277,600","15,070,950,637","172,320","1,887,218",755,"3,190","488,932,000","15,559,882,637","65,625","1,952,843",707,"3,029","573,047,300","16,132,929,937","77,863","2,030,706",723,"2,701","6,097,312,429","788,078"
3,조작된 도시,2017-02-09,한국,한국,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",씨제이이앤엠(주),15세이상관람가,"범죄,액션",박광현,"지창욱,심은경,안재홍,오정세,김상호,김민교,김기천,이하늬,박재민,박정환,박주현,박준규,박지홍,장민준,전영욱,정근수,정상문,신동호,신민철,정이삭,오준표,오지홍,조진규,윤성민,최경미,최경식,최창국,이민호,이민호,이상진,이석,이석,이수빈,한성관,이유진,이정훈,이정훈,이종혁,노남석,백승철","350,908,200","17,267,869,108","58,961","2,155,595",520,"1,694","253,174,000","17,521,043,108","33,918","2,189,513",500,"1,661","309,739,128","17,830,782,236","37,363","2,226,876",515,"1,656","640,086,951","18,470,869,187","76,656","2,303,532",545,"1,691","636,204,600","19,107,073,787","76,007","2,379,539",538,"1,634","213,595,100","19,320,668,887","28,848","2,408,387",498,"1,596","231,674,300","19,552,343,187","31,737","2,440,124",516,"1,346","2,635,382,279","343,490"
4,싱글라이더,2017-02-22,한국,한국,(주)퍼펙트스톰필름,워너브러더스 코리아(주),15세이상관람가,드라마,이주영,"진남수,이병헌,공효진,안소희,장요한,최병구,이상원,연송하","395,873,500","439,032,100","65,584","71,037",554,"2,402","265,294,500","704,326,600","35,835","106,872",531,"2,275","333,300,821","1,037,627,421","39,873","146,745",546,"2,219","508,710,800","1,546,338,221","60,277","207,022",570,"1,988","465,403,700","2,011,741,921","55,284","262,306",576,"1,880","188,968,100","2,200,710,021","25,585","287,891",507,"1,826","173,179,600","2,373,889,621","24,027","311,918",541,"1,435","2,330,731,021","306,465"
5,트롤,2017-02-16,미국,미국,드림웍스 애니메이션,씨제이이앤엠(주),전체관람가,애니메이션,"마이크 미첼,월트 도른","안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,크리스토퍼 민츠 플라세,크리스틴 바란스키,제프리 탬보,러셀 브랜드,쿠널 나이어,그웬 스테파니,제임스 코든,존 클리즈,쿠벤자네 왈리스,월트 도른,이성경,박형식,김하영,엄상현,전숙경,장광,이현,김명준,김도영,신용우","185,754,400","2,203,753,500","28,695","301,508",415,728,"223,615,900","2,427,369,400","33,028","334,536",406,746,"251,044,200","2,678,413,600","33,390","367,926",443,824,"394,101,900","3,072,515,500","50,733","418,659",536,"1,122","382,840,600","3,455,356,100","48,393","467,052",519,"1,120","214,347,400","3,669,703,500","31,281","498,333",426,897,"238,610,000","3,908,313,500","35,276","533,609",411,847,"1,890,314,400","260,796"
6,존 윅 - 리로드,2017-02-22,미국,미국,,(주)제이앤씨미디어그룹,청소년관람불가,"액션,범죄,스릴러",채드 스타헬스키,"키아누 리브스,이안 맥쉐인,루비 로즈,브리짓 모나핸,피터 스토메어,존 레귀자모,로렌스 피쉬번,데이비드 패트릭 켈리,커먼,랜스 레딕,리카르도 스카마르치오","257,445,100","270,536,100","40,988","42,661",224,"1,007","179,767,700","450,303,800","22,981","65,642",213,987,"223,047,100","673,350,900","25,443","91,085",241,"1,028","413,663,800","1,087,014,700","46,729","137,814",250,"1,041","364,033,200","1,451,047,900","41,344","179,158",247,"1,006","127,526,100","1,578,574,000","16,255","195,413",222,966,"106,476,300","1,685,050,300","13,795","209,208",238,762,"1,671,959,300","207,535"
7,핵소 고지,2017-02-22,미국,"미국,호주",,판씨네마(주),15세이상관람가,"드라마,전쟁",멜 깁슨,"앤드류 가필드,샘 워싱턴,휴고 위빙","138,404,400","204,985,600","23,123","31,354",442,"1,352","116,991,800","321,977,400","16,083","47,437",419,"1,250","141,305,551","463,282,951","17,400","64,837",421,"1,167","240,399,449","703,682,400","29,070","93,907",425,924,"229,741,600","933,424,000","27,775","121,682",427,891,"102,131,000","1,035,555,000","14,022","135,704",407,970,"83,786,800","1,119,341,800","11,877","147,581",362,689,"1,052,760,600","139,350"
8,로건,2017-03-01,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",제임스 맨골드,"휴 잭맨,패트릭 스튜어트,보이드 홀브룩,스테판 머천트,리차드 E. 그랜트,에릭 라 살,엘리스 닐",0,0,0,0,0,0,"3,208,000","3,208,000",401,401,1,1,0,"3,208,000",0,401,0,0,0,"3,208,000",0,401,0,0,"2,268,000","5,476,000",252,653,1,2,"2,268,000","7,744,000",378,"1,031",2,3,"792,353,500","800,097,500","97,994","99,025",831,"2,234","800,097,500","99,025"
9,루시드 드림,2017-02-22,한국,한국,(주)로드픽쳐스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,스릴러",김준성,"고수,설경구,박유천,강혜정,박인환,천호진,정성호,신중혁,조성미,우영택,이석,이석,이승호,홍의정,황비긴,황인준,김유선,김택규","161,582,300","208,652,300","26,333","32,468",461,"1,738","99,236,600","307,888,900","13,396","45,864",459,"1,548","99,199,251","407,088,151","12,099","57,963",460,"1,360","115,482,949","522,571,100","13,976","71,939",461,"1,027","111,513,600","634,084,700","13,308","85,247",443,950,"55,454,500","689,539,200","7,423","92,670",425,943,"51,762,800","741,302,000","6,983","99,653",383,681,"694,232,000","93,518"
10,공조,2017-01-18,한국,한국,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",씨제이이앤엠(주),15세이상관람가,액션,김성훈,"현빈,유해진,김주혁,장영남,이해영,윤아,이동휘,박형수,서은지,신유철,이재남,공정환,김준한","97,681,700","63,118,550,526","15,745","7,734,754",339,629,"79,016,400","63,197,566,926","10,867","7,745,621",340,600,"86,666,700","63,284,233,626","10,561","7,756,182",326,566,"174,445,500","63,458,679,126","20,672","7,776,854",335,553,"163,037,900","63,621,717,026","19,474","7,796,328",336,545,"62,895,800","63,684,612,826","8,492","7,804,820",318,555,"49,210,700","63,733,823,526","6,775","7,811,595",234,382,"712,954,700","92,586"
11,그레이트 월,2017-02-15,미국,"미국,중국",,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"판타지,액션",장예모,"맷 데이먼,페드로 파스칼,윌렘 데포,유덕화,루한,경첨,너맨 아카,펑위옌,장한위","109,081,300","3,883,003,358","15,833","444,800",367,"1,006","71,990,300","3,954,993,658","9,197","453,997",345,924,"70,464,500","4,025,458,158","7,972","461,969",334,753,"125,758,900","4,151,217,058","13,905","475,874",312,636,"113,944,800","4,265,161,858","12,809","488,683",311,601,"35,836,900","4,300,998,758","4,618","493,301",296,573,"24,708,400","4,325,707,158","3,249","496,550",217,367,"551,785,100","67,583"
12,극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,"애니메이션,SF,액션",이토 토모히코,"마츠오카 요시츠구,토마츠 하루카,이토 카나에",0,0,0,0,0,0,"112,968,000","112,968,000","15,368","15,368",98,187,"82,417,500","195,385,500","10,440","25,808",111,218,"111,018,500","306,404,000","14,177","39,985",119,245,"98,087,000","404,491,000","12,390","52,375",124,258,"44,286,000","448,777,000","6,151","58,526",104,237,"37,393,000","486,170,000","5,216","63,742",104,211,"486,170,000","63,742"
13,문라이트,2017-02-22,미국,미국,,CGV아트하우스,15세이상관람가,드라마,배리 젠킨스,"트레반트 로즈,앙드레 홀랜드,나오미 해리스","48,977,800","90,010,400","7,923","12,620",170,358,"43,478,600","133,489,000","5,739","18,359",173,378,"46,953,900","180,442,900","5,541","23,900",173,368,"72,811,700","253,254,600","8,483","32,383",168,346,"70,933,600","324,188,200","8,308","40,691",167,340,"53,892,900","378,081,100","7,056","47,747",170,364,"75,121,600","453,202,700","10,267","58,014",167,329,"412,170,100","53,317"
14,마이펫 오지,2017-02-16,스페인,"스페인,캐나다",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처",알베르토 로드리게즈,,"46,794,400","635,322,550","7,008","85,985",197,223,"40,034,700","675,357,250","5,970","91,955",157,183,"34,448,300","709,805,550","4,563","96,518",154,183,"46,187,000","755,992,550","6,114","102,632",202,242,"53,132,000","809,124,550","6,748","109,380",199,238,"28,662,000","837,786,550","4,173","113,553",156,196,"28,298,200","866,084,750","4,179","117,732",156,192,"277,556,600","38,755"
15,레이디버그,2017-02-22,한국,"한국,프랑스,일본",(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,"애니메이션,액션,어드벤처",장성,"여민정,남도형,홍시호,이민규","29,473,500","29,473,500","4,151","4,151",140,213,"29,575,000","59,048,500","4,202","8,353",151,242,"32,539,500","91,588,000","4,171","12,524",149,239,"51,470,000","143,058,000","6,464","18,988",160,270,"52,436,500","195,494,500","6,506","25,494",172,282,"28,751,500","224,246,000","4,086","29,580",151,248,"29,200,000","253,446,000","4,207","33,787",147,238,"253,446,000","33,787"
16,라라랜드,2016-12-07,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗","15,976,600","27,522,539,928","2,490","3,291,262",88,109,"17,763,900","27,540,303,828","2,348","3,293,610",84,112,"20,616,300","27,560,920,128","2,440","3,296,050",77,101,"53,675,200","27,614,595,328","6,020","3,302,070",85,117,"55,964,100","27,670,559,428","6,239","3,308,309",87,121,"36,829,000","27,707,388,428","4,651","3,312,960",92,140,"49,966,000","27,757,354,428","6,483","3,319,443",102,144,"250,791,100","30,671"
17,발레리나,2017-02-09,프랑스,"프랑스,캐나다",,판씨네마(주),전체관람가,"애니메이션,어드벤처,가족,뮤지컬","에릭 섬머,에릭 와린","엘르 패닝,데인 드한","15,730,300","1,277,279,400","2,453","170,931",49,55,"19,703,200","1,296,982,600","2,835","173,766",55,67,"21,748,300","1,318,730,900","2,776","176,542",60,72,"38,633,600","1,357,364,500","5,084","181,626",80,102,"31,698,000","1,389,062,500","4,016","185,642",78,99,"20,517,000","1,409,579,500","2,911","188,553",57,79,"23,437,800","1,433,017,300","3,392","191,945",61,83,"171,468,200","23,467"
