기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2015-01-07 ~ 2015-01-13 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2015-01-07,,,,,,2015-01-08,,,,,,2015-01-09,,,,,,2015-01-10,,,,,,2015-01-11,,,,,,2015-01-12,,,,,,2015-01-13,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,국제시장,2014-12-17,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수,김근영","1,398,815,300","65,049,374,061","188,721","8,362,611",838,"4,164","1,413,971,800","66,463,345,861","189,554","8,552,165",840,"4,188","1,663,760,900","68,127,106,761","209,260","8,761,425",858,"4,375","3,746,238,400","71,873,345,161","464,389","9,225,814",930,"4,807","3,731,772,100","75,605,117,261","462,989","9,688,803",926,"4,672","1,169,140,700","76,774,257,961","157,483","9,846,286",843,"4,244","1,148,365,300","77,922,623,261","155,662","10,001,948",850,"4,239","14,272,064,500","1,828,058"
2,테이큰 3,2015-01-01,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,범죄,스릴러",올리비에 메가턴,"리암 니슨,팜케 얀센,매기 그레이스,존 그리스,포레스트 휘테커","515,895,000","10,723,272,900","66,634","1,341,953",466,"2,146","495,220,200","11,218,493,100","63,678","1,405,631",482,"2,153","616,126,200","11,834,619,300","74,696","1,480,327",495,"2,222","1,262,249,700","13,096,869,000","152,216","1,632,543",536,"2,323","1,138,882,000","14,235,751,000","137,591","1,770,134",524,"2,245","360,996,500","14,596,747,500","46,695","1,816,829",495,"2,179","330,874,500","14,927,622,000","42,989","1,859,818",494,"2,145","4,720,244,100","584,499"
3,마다가스카의 펭귄,2014-12-31,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭 다넬,사이몬 J.스미스","베네딕트 컴버배치,존 말코비치,톰 맥그라스,크리스 밀러,크리스토퍼 나이츠,켄 정","339,892,600","7,754,928,559","47,816","1,018,380",448,"1,341","368,090,900","8,123,019,459","51,453","1,069,833",456,"1,364","375,429,800","8,498,449,259","51,288","1,121,121",458,"1,377","959,235,900","9,457,685,159","125,434","1,246,555",528,"1,660","968,488,400","10,426,173,559","124,819","1,371,374",525,"1,649","209,996,200","10,636,169,759","29,038","1,400,412",443,"1,378","241,923,100","10,878,092,859","34,300","1,434,712",459,"1,394","3,463,056,900","464,148"
4,"님아, 그 강을 건너지 마오",2014-11-27,한국,한국,아거스필름,"CGV아트하우스,(주)대명문화공장",전체관람가,다큐멘터리,진모영,"조병만,강계열","215,772,700","34,895,020,079","29,657","4,478,450",428,"1,351","206,410,100","35,101,430,179","28,207","4,506,657",437,"1,350","218,280,200","35,319,710,379","27,841","4,534,498",454,"1,378","429,431,400","35,749,141,779","53,485","4,587,983",462,"1,393","453,807,200","36,202,948,979","56,205","4,644,188",461,"1,377","151,266,100","36,354,215,079","20,654","4,664,842",438,"1,298","161,577,000","36,515,792,079","22,483","4,687,325",451,"1,322","1,836,544,700","238,532"
5,언브로큰,2015-01-07,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,드라마,전쟁",안젤리나 졸리,"잭 오코넬,도널 글리슨,가렛 헤드룬드,핀 위트록","199,398,300","202,006,300","26,707","27,033",364,"1,489","209,348,700","411,355,000","27,819","54,852",366,"1,499","245,545,353","656,900,353","30,753","85,605",376,"1,492","497,073,539","1,153,973,892","61,844","147,449",401,"1,411","440,976,800","1,594,950,692","55,198","202,647",383,"1,336","137,454,100","1,732,404,792","18,429","221,076",368,"1,324","132,363,400","1,864,768,192","17,773","238,849",375,"1,306","1,862,160,192","238,523"
6,패딩턴,2015-01-07,영국,"영국,프랑스,캐나다",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"코미디,가족,어드벤처",폴 킹,"니콜 키드먼,벤 위쇼,휴 보네빌,샐리 호킨스","110,667,200","211,961,200","15,431","27,676",343,941,"176,679,200","388,640,400","24,710","52,386",360,"1,002","195,888,261","584,528,661","26,187","78,573",367,"1,006","444,537,468","1,029,066,129","58,827","137,400",408,"1,109","437,767,400","1,466,833,529","57,486","194,886",405,"1,084","128,888,100","1,595,721,629","18,001","212,887",356,"1,015","157,988,400","1,753,710,029","22,735","235,622",375,"1,028","1,652,416,029","223,377"
7,기술자들,2014-12-24,한국,한국,(주)트리니티엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,액션",김홍선,"김우빈,김영철,고창석,이현우,조윤희,임주환,조달환,권지훈,김원진,노선식,박갑진,유원선,윤대원,윤주환,이상민,이수민,채성원,천준호,최현우,최춘범,한지은,지승현","183,656,500","18,261,732,983","24,046","2,360,507",335,955,"179,262,300","18,440,995,283","23,275","2,383,782",333,950,"207,787,900","18,648,783,183","25,600","2,409,382",346,988,"409,944,300","19,058,727,483","50,330","2,459,712",347,"1,002","384,417,700","19,443,145,183","46,803","2,506,515",339,964,"132,027,400","19,575,172,583","17,074","2,523,589",346,954,"132,791,100","19,707,963,683","17,368","2,540,957",343,943,"1,629,887,200","204,496"
8,워킹걸,2015-01-07,한국,한국,"(주)홍필름,(주)수필름",메가박스중앙(주)플러스엠,청소년관람불가,"코미디,멜로/로맨스",정범식,"조여정,클라라,김태우,배유람,정범식,정범식,박주희,백경인,조은영,손진우,배성우,유찬호,김세미,라미란,김승주,이민아,황준호,이승원,이시현,박상민,조재윤,김영옥,김보연,오나라","110,945,200","143,770,200","14,281","18,503",296,964,"118,878,700","262,648,900","15,289","33,792",306,935,"147,902,786","410,551,686","17,813","51,605",308,943,"247,568,693","658,120,379","29,656","81,261",307,892,"228,749,100","886,869,479","27,188","108,449",305,874,"95,607,300","982,476,779","12,357","120,806",303,889,"93,500,700","1,075,977,479","12,152","132,958",300,872,"1,043,152,479","128,736"
9,호빗: 다섯 군대 전투,2014-12-17,미국,"미국,뉴질랜드",,워너브러더스 코리아(주),12세이상관람가,"어드벤처,판타지",피터 잭슨,"마틴 프리먼,이안 맥켈런,리차드 아미티지,케이트 블란쳇,올랜도 블룸,크리스토퍼 리,휴고 위빙,에반젤린 릴리","73,641,800","23,634,603,985","8,793","2,763,898",185,346,"65,320,600","23,699,924,585","7,808","2,771,706",175,330,"82,632,500","23,782,557,085","9,304","2,781,010",176,332,"173,621,400","23,956,178,485","19,296","2,800,306",185,356,"147,795,200","24,103,973,685","16,332","2,816,638",183,343,"50,158,600","24,154,132,285","5,984","2,822,622",184,343,"57,356,800","24,211,489,085","6,776","2,829,398",187,351,"650,526,900","74,293"
