기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2015-04-22 ~ 2015-04-28 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2015-04-22,,,,,,2015-04-23,,,,,,2015-04-24,,,,,,2015-04-25,,,,,,2015-04-26,,,,,,2015-04-27,,,,,,2015-04-28,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,어벤져스: 에이지 오브 울트론,2015-04-23,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",조스 웨던,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨,제레미 레너,돈 치들,애런 존슨,엘리자베스 올슨,폴 베타니,코비 스멀더스,제임스 스페이더,사무엘 L. 잭슨,수현","13,874,000","38,415,000","1,059","3,501",4,4,"5,238,813,700","5,277,228,700","622,165","625,666","1,731","8,844","5,802,155,700","11,079,384,400","649,804","1,275,470","1,767","9,206","10,122,916,800","21,202,301,200","1,155,761","2,431,231","1,843","10,018","8,833,555,200","30,035,856,400","1,013,207","3,444,438","1,826","9,761","2,518,290,100","32,554,146,500","295,125","3,739,563","1,695","8,765","2,185,295,200","34,739,441,700","258,186","3,997,749","1,706","8,681","34,714,900,700","3,995,307"
2,분노의 질주: 더 세븐,2015-04-01,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",제임스 완,"빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀","343,275,000","24,547,484,555","44,126","3,008,375",784,"3,504","119,446,200","24,666,930,755","15,673","3,024,048",389,"1,180","195,920,118","24,862,850,873","23,954","3,048,002",393,"1,222","363,169,121","25,226,019,994","43,758","3,091,760",377,"1,064","324,543,600","25,550,563,594","39,267","3,131,027",361,"1,017","116,870,000","25,667,433,594","15,340","3,146,367",377,"1,181","125,829,000","25,793,262,594","16,666","3,163,033",381,"1,175","1,589,053,039","198,784"
3,장수상회,2015-04-09,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬","230,777,300","6,763,990,443","32,147","897,033",584,"2,692","116,869,800","6,880,860,243","16,891","913,924",384,"1,070","155,864,600","7,036,724,843","20,468","934,392",373,"1,082","267,491,700","7,304,216,543","33,975","968,367",380,955,"248,638,000","7,552,854,543","31,710","1,000,077",371,927,"104,270,100","7,657,124,643","14,438","1,014,515",372,"1,072","119,512,800","7,776,637,443","16,887","1,031,402",385,"1,094","1,243,424,300","166,516"
4,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,코미디,어드벤처",다카하시 와타루,,0,"3,592,000",0,449,0,0,"16,572,400","20,164,400","2,299","2,748",210,267,"16,013,100","36,177,500","2,053","4,801",226,291,"165,686,900","201,864,400","23,051","27,852",372,689,"178,420,100","380,284,500","24,605","52,457",372,695,"6,729,000","387,013,500",953,"53,410",190,241,"6,962,900","393,976,400","1,039","54,449",183,227,"390,384,400","54,000"
5,스물,2015-03-25,한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영","113,853,100","23,315,774,686","15,078","3,011,252",476,"1,984","24,195,600","23,339,970,286","3,245","3,014,497",175,317,"42,464,700","23,382,434,986","5,543","3,020,040",177,310,"48,892,900","23,431,327,886","6,211","3,026,251",144,235,"41,256,300","23,472,584,186","5,215","3,031,466",148,223,"17,949,000","23,490,533,186","2,440","3,033,906",166,287,"24,316,000","23,514,849,186","3,357","3,037,263",168,295,"312,927,600","41,089"
6,약장수,2015-04-23,한국,한국,(주)26컴퍼니,"(주)대명문화공장,(주)나이너스엔터테인먼트",15세이상관람가,드라마,조치언,"김인권,박철민,이주실,임석진,강일수,박지윤,박혜진,최민혁,윤준혁,이은주,김형범,장소연,조민기,이찬호,김기연",0,"24,068,000",0,"3,203",0,0,"28,088,200","52,156,200","4,006","7,209",278,632,"35,077,000","87,233,200","4,733","11,942",282,666,"57,810,200","145,043,400","7,468","19,410",272,585,"63,151,000","208,194,400","8,149","27,559",264,577,"31,481,100","239,675,500","4,455","32,014",266,614,"35,508,100","275,183,600","5,072","37,086",278,626,"251,115,600","33,883"
7,"땡큐, 대디",2015-04-23,프랑스,프랑스,,(주)영화사 빅,전체관람가,드라마,닐스 타베니어,"자크 검블린,알렉산드라 라미","27,524,000","61,560,000","3,923","9,061",13,14,"20,566,600","82,126,600","2,945","12,006",234,430,"20,005,882","102,132,482","2,599","14,605",239,438,"34,075,079","136,207,561","4,412","19,017",238,426,"34,149,500","170,357,061","4,470","23,487",241,418,"14,177,100","184,534,161","2,017","25,504",235,408,"18,278,200","202,812,361","2,585","28,089",252,428,"168,776,361","22,951"
8,킹스맨 : 시크릿 에이전트,2015-02-11,미국,"미국,영국",,이십세기폭스코리아(주),청소년관람불가,"액션,스릴러",매튜 본,"콜린 퍼스,태런 에저튼,사무엘 L. 잭슨,마이클 케인","53,556,500","50,297,091,495","6,997","6,120,822",241,584,"6,175,500","50,303,266,995",786,"6,121,608",52,75,"10,498,300","50,313,765,295","1,239","6,122,847",54,83,"14,174,000","50,327,939,295","1,667","6,124,514",43,65,"12,682,500","50,340,621,795","1,507","6,126,021",43,61,"5,720,000","50,346,341,795",748,"6,126,769",48,72,"6,218,500","50,352,560,295",807,"6,127,576",49,71,"109,025,300","13,751"
9,더 건맨,2015-04-16,프랑스,"프랑스,스페인,영국",,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"액션,스릴러",피에르 모렐,"숀 펜,하비에르 바르뎀,이드리스 엘바,레이 윈스톤,마크 라이런스","43,223,400","804,599,065","5,912","103,791",324,"1,119","2,698,000","807,297,065",364,"104,155",61,78,"7,431,000","814,728,065",894,"105,049",67,90,"4,949,900","819,677,965",595,"105,644",52,62,"6,186,500","825,864,465",727,"106,371",48,57,"2,370,000","828,234,465",317,"106,688",67,86,"3,137,000","831,371,465",410,"107,098",68,83,"69,995,800","9,219"
