기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2015-04-08 ~ 2015-04-14 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2015-04-08,,,,,,2015-04-09,,,,,,2015-04-10,,,,,,2015-04-11,,,,,,2015-04-12,,,,,,2015-04-13,,,,,,2015-04-14,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,분노의 질주: 더 세븐,2015-04-01,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",제임스 완,"빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀","699,014,600","11,923,125,498","89,628","1,464,107",889,"4,043","619,543,400","12,542,668,898","79,891","1,543,998",755,"3,465","984,506,435","13,527,175,333","119,996","1,663,994",786,"3,635","2,064,945,448","15,592,120,781","245,432","1,909,426",818,"3,933","1,845,828,300","17,437,949,081","219,883","2,129,309",818,"3,847","544,349,700","17,982,298,781","69,485","2,198,794",785,"3,579","540,478,900","18,522,777,681","69,547","2,268,341",785,"3,559","7,298,666,783","893,862"
2,스물,2015-03-25,한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영","384,916,700","18,303,775,960","51,091","2,373,786",708,"3,570","353,321,100","18,657,097,060","47,346","2,421,132",661,"2,895","511,320,200","19,168,417,260","64,981","2,486,113",658,"2,876","1,006,056,600","20,174,473,860","126,580","2,612,693",651,"3,034","820,866,500","20,995,340,360","102,143","2,714,836",637,"2,914","221,973,500","21,217,313,860","29,077","2,743,913",551,"2,545","201,782,700","21,419,096,560","26,604","2,770,517",547,"2,511","3,500,237,300","447,822"
3,장수상회,2015-04-09,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬","15,385,000","131,078,000","1,956","17,046",9,9,"375,613,800","506,691,800","53,241","70,287",640,"3,079","446,727,265","953,419,065","58,574","128,861",653,"3,215","905,786,252","1,859,205,317","116,858","245,719",688,"3,479","865,013,400","2,724,218,717","110,839","356,558",670,"3,343","320,462,800","3,044,681,517","44,353","400,911",632,"3,033","356,017,700","3,400,699,217","50,146","451,057",649,"3,061","3,285,006,217","435,967"
4,킹스맨 : 시크릿 에이전트,2015-02-11,미국,"미국,영국",,이십세기폭스코리아(주),청소년관람불가,"액션,스릴러",매튜 본,"콜린 퍼스,태런 에저튼,사무엘 L. 잭슨,마이클 케인","109,290,200","48,974,171,295","14,234","5,959,747",368,"1,164","56,005,600","49,030,176,895","7,320","5,967,067",255,522,"98,066,900","49,128,243,795","11,746","5,978,813",265,539,"170,755,100","49,298,998,895","20,012","5,998,825",254,538,"148,395,500","49,447,394,395","17,272","6,016,097",262,538,"63,215,500","49,510,609,895","8,112","6,024,209",257,563,"64,308,300","49,574,918,195","8,409","6,032,618",258,572,"710,037,100","87,105"
5,화장,2015-04-09,한국,한국,(주)명필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,임권택,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현","4,952,000","47,809,000",592,"6,067",3,3,"100,250,500","148,059,500","13,888","19,955",315,"1,363","105,990,800","254,050,300","13,587","33,542",318,"1,394","135,544,100","389,594,400","16,902","50,444",327,"1,377","123,960,500","513,554,900","15,566","66,010",311,"1,300","78,444,700","591,999,600","10,953","76,963",310,"1,273","83,757,400","675,757,000","11,785","88,748",319,"1,277","632,900,000","83,273"
6,위플래쉬,2015-03-12,미국,미국,,(주)쇼박스,15세이상관람가,드라마,다미엔 차젤레,"마일즈 텔러,J.K. 시몬스","83,033,600","11,808,824,945","10,987","1,484,244",365,"1,085","44,941,800","11,853,766,745","6,010","1,490,254",217,466,"68,876,500","11,922,643,245","8,541","1,498,795",228,466,"123,372,900","12,046,016,145","14,654","1,513,449",222,459,"104,160,600","12,150,176,745","12,348","1,525,797",223,444,"31,917,000","12,182,093,745","4,192","1,529,989",213,441,"35,124,500","12,217,218,245","4,635","1,534,624",214,451,"491,426,900","61,367"
7,한 번 더 해피엔딩,2015-04-08,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"멜로/로맨스,코미디",마크 로렌스,"휴 그랜트,마리사 토메이,앨리슨 제니,벨라 헤스콧","38,524,000","48,595,300","5,356","6,602",231,603,"25,870,000","74,465,300","3,523","10,125",229,511,"39,368,971","113,834,271","4,960","15,085",229,527,"51,268,780","165,103,051","6,224","21,309",226,449,"47,607,000","212,710,051","5,750","27,059",226,438,"20,474,000","233,184,051","2,828","29,887",225,443,"24,242,500","257,426,551","3,367","33,254",219,449,"247,355,251","32,008"
8,코블러,2015-04-08,미국,미국,,씨네그루(주)다우기술,15세이상관람가,"판타지,코미디",토마스 맥카시,"아담 샌들러,더스틴 호프만,스티브 부세미","33,525,700","59,450,700","4,541","7,702",230,642,"24,410,500","83,861,200","3,337","11,039",239,520,"34,880,464","118,741,664","4,449","15,488",250,539,"54,285,368","173,027,032","6,799","22,287",238,478,"49,336,500","222,363,532","6,128","28,415",233,476,"18,149,000","240,512,532","2,455","30,870",217,438,"17,884,000","258,396,532","2,440","33,310",212,435,"232,471,532","30,149"
9,엘리노어 릭비: 그 남자 그 여자,2015-04-09,미국,미국,,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,"제임스 맥어보이,제시카 차스테인,이자벨 위페르,윌리엄 허트","807,500","12,404,000",107,"1,545",3,5,"35,578,600","47,982,600","4,682","6,227",212,470,"37,606,600","85,589,200","4,556","10,783",211,470,"48,959,000","134,548,200","5,847","16,630",205,414,"43,325,300","177,873,500","5,209","21,839",202,395,"19,910,000","197,783,500","2,643","24,482",190,398,"25,502,300","223,285,800","3,375","27,857",202,415,"211,689,300","26,419"
