기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2015-06-03 ~ 2015-06-09 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2015-06-03,,,,,,2015-06-04,,,,,,2015-06-05,,,,,,2015-06-06,,,,,,2015-06-07,,,,,,2015-06-08,,,,,,2015-06-09,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,샌 안드레아스,2015-06-03,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오","788,535,900","816,532,900","92,875","95,653",701,"3,876","865,595,900","1,682,128,800","103,388","199,041",782,"4,315","1,267,846,378","2,949,975,178","143,360","342,401",801,"4,479","2,834,946,091","5,784,921,269","323,142","665,543",843,"4,787","2,270,548,800","8,055,470,069","257,907","923,450",847,"4,682","652,434,400","8,707,904,469","78,362","1,001,812",777,"4,254","555,477,500","9,263,381,969","67,140","1,068,952",796,"4,256","9,235,384,969","1,066,174"
2,매드 맥스: 분노의 도로,2015-05-14,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼","344,093,000","26,941,533,223","44,229","3,113,038",505,"2,290","337,651,400","27,279,184,623","44,056","3,157,094",486,"2,202","489,402,394","27,768,587,017","58,920","3,216,014",501,"2,291","1,053,296,028","28,821,883,045","125,301","3,341,315",536,"2,502","773,627,200","29,595,510,245","91,876","3,433,191",525,"2,400","238,903,500","29,834,413,745","30,667","3,463,858",505,"2,236","220,036,700","30,054,450,445","28,229","3,492,087",503,"2,217","3,457,010,222","423,278"
3,스파이,2015-05-21,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",폴 페이그,"주드 로,제이슨 스타뎀,멜리사 맥카시","282,220,100","13,445,751,880","37,254","1,699,783",453,"2,038","272,529,700","13,718,281,580","36,057","1,735,840",435,"1,890","410,531,006","14,128,812,586","50,240","1,786,080",452,"1,972","924,399,572","15,053,212,158","112,353","1,898,433",470,"2,136","723,705,600","15,776,917,758","87,403","1,985,836",475,"2,100","216,977,000","15,993,894,758","28,335","2,014,171",439,"1,944","205,757,000","16,199,651,758","26,901","2,041,072",437,"1,920","3,036,119,978","378,543"
4,은밀한 유혹,2015-06-04,한국,한국,"(주)영화사비단길,(주)수필름",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,범죄",윤재구,"임수정,유연석,이경영,박철민,진경,도희,조희성,최민우,이광수,홍정표,민혜경,이동훈,곽민호,조규완,이마붑",0,"27,259,000",0,"3,366",0,0,"160,863,300","188,122,300","21,742","25,108",385,"1,956","156,875,084","344,997,384","19,545","44,653",394,"1,974","231,936,263","576,933,647","28,714","73,367",393,"1,926","184,642,400","761,576,047","22,525","95,892",388,"1,799","75,380,300","836,956,347","10,071","105,963",354,"1,604","71,492,300","908,448,647","9,596","115,559",361,"1,583","881,189,647","112,193"
5,간신,2015-05-21,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,"주지훈,김강우,천호진,임지연,이유영,김현수,문희경,박시영,박아영,임효우,전미정,전태호,박은영,박은영,박재성,박주희,박지수,정수지,정재우,배효진,조명행,조용완,송영창,차지연,성진아,최창훈,신동필,양정민,염재민,한진구,이보라,홍의정,황동희,이상철,이소희,이솔,이슬기,이승주,이용호,이용호,이윤지,김태희,서영주,기주봉,장광,류선영,김강일,정만식,최일화","130,344,400","7,643,552,410","17,195","948,493",357,"1,177","91,551,100","7,735,103,510","12,053","960,546",292,808,"128,979,100","7,864,082,610","15,687","976,233",298,837,"184,656,700","8,048,739,310","21,822","998,055",286,716,"145,154,400","8,193,893,710","17,045","1,015,100",282,707,"76,694,400","8,270,588,110","10,057","1,025,157",313,844,"70,730,100","8,341,318,210","9,294","1,034,451",304,847,"828,110,200","103,153"
6,악의 연대기,2015-05-14,한국,한국,(주)비에이엔터테인먼트,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원","92,576,800","16,566,905,232","12,387","2,091,722",332,"1,108","57,845,800","16,624,751,032","7,709","2,099,431",269,647,"84,578,000","16,709,329,032","10,502","2,109,933",272,676,"175,742,000","16,885,071,032","21,666","2,131,599",278,657,"142,066,500","17,027,137,532","17,322","2,148,921",278,651,"43,885,600","17,071,023,132","5,745","2,154,666",277,665,"41,401,800","17,112,424,932","5,464","2,160,130",277,662,"638,096,500","80,795"
7,무뢰한,2015-05-27,한국,한국,(주)사나이픽처스,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현","99,761,100","2,584,649,431","13,261","330,909",350,"1,328","62,848,800","2,647,498,231","8,358","339,267",284,798,"77,977,100","2,725,475,331","9,364","348,631",293,802,"123,498,200","2,848,973,531","14,639","363,270",294,723,"95,642,200","2,944,615,731","11,178","374,448",286,681,"44,091,300","2,988,707,031","5,782","380,230",278,746,"42,280,800","3,030,987,831","5,551","385,781",277,742,"546,099,500","68,133"
8,령 : 저주받은 사진,2015-06-04,일본,일본,,(주)스톰픽쳐스코리아,15세이상관람가,공포(호러),아사토 마리,"나카조 아야미,모리카와 아오이,야마야 카스미","2,538,000","6,021,000",282,669,1,1,"50,146,700","56,167,700","6,719","7,388",239,594,"39,974,016","96,141,716","5,200","12,588",237,604,"68,041,037","164,182,753","9,012","21,600",253,620,"50,127,100","214,309,853","6,562","28,162",250,560,"15,228,000","229,537,853","2,039","30,201",201,421,"12,968,000","242,505,853","1,750","31,951",197,405,"239,022,853","31,564"
9,투모로우랜드,2015-05-27,미국,미국,월트 디즈니 픽쳐스,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,미스터리,SF",브래드 버드,"조지 클루니,휴 로리,브릿 로버트슨","33,948,500","1,913,935,500","4,600","243,782",291,723,"15,515,500","1,929,451,000","2,126","245,908",200,372,"24,085,400","1,953,536,400","3,058","248,966",198,373,"48,566,200","2,002,102,600","6,215","255,181",208,371,"35,019,000","2,037,121,600","4,477","259,658",198,352,"12,278,000","2,049,399,600","1,632","261,290",181,318,"12,479,200","2,061,878,800","1,702","262,992",176,316,"181,891,800","23,810"
10,홈,2015-05-21,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,판타지",팀 존슨,"짐 파슨스,리한나,제니퍼 로페즈,스티브 마틴","5,599,700","2,492,494,391",820,"334,745",85,114,"3,359,500","2,495,853,891",465,"335,210",66,80,"6,968,500","2,502,822,391",975,"336,185",82,96,"72,511,800","2,575,334,191","9,358","345,543",244,416,"65,959,600","2,641,293,791","8,322","353,865",241,406,"3,450,800","2,644,744,591",469,"354,334",67,79,"3,303,000","2,648,047,591",457,"354,791",67,76,"161,152,900","20,866"
