기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2015-06-10 ~ 2015-06-16 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2015-06-10,,,,,,2015-06-11,,,,,,2015-06-12,,,,,,2015-06-13,,,,,,2015-06-14,,,,,,2015-06-15,,,,,,2015-06-16,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,쥬라기 월드,2015-06-11,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",콜린 트레보로우,"크리스 프랫,주디 그리어,브라이스 달라스 하워드,케이티 맥그라스,제이크 존슨,빈센트 도노프리오","36,802,000","36,802,000","2,761","2,761",7,8,"2,363,615,600","2,400,417,600","274,719","277,480","1,041","5,607","2,799,968,929","5,200,386,529","310,110","587,590","1,085","5,927","5,716,359,754","10,916,746,283","645,152","1,232,742","1,284","7,047","5,110,731,900","16,027,478,183","576,188","1,808,930","1,290","6,973","1,315,576,900","17,343,055,083","150,590","1,959,520","1,146","6,145","1,168,566,900","18,511,621,983","133,339","2,092,859","1,153","6,115","18,511,621,983","2,092,859"
2,샌 안드레아스,2015-06-03,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오","575,294,300","9,838,676,269","69,677","1,138,629",791,"4,255","308,618,600","10,147,294,869","40,320","1,178,949",631,"3,099","462,234,429","10,609,529,298","56,701","1,235,650",627,"3,115","996,365,454","11,605,894,752","121,239","1,356,889",601,"2,955","884,893,300","12,490,788,052","107,845","1,464,734",589,"2,839","245,273,100","12,736,061,152","32,276","1,497,010",560,"2,704","232,748,800","12,968,809,952","30,611","1,527,621",564,"2,705","3,705,427,983","458,669"
3,매드 맥스: 분노의 도로,2015-05-14,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼","226,756,600","30,281,207,045","29,139","3,521,226",495,"2,226","159,731,200","30,440,938,245","20,783","3,542,009",392,"1,659","254,381,271","30,695,319,516","30,496","3,572,505",399,"1,728","494,889,846","31,190,209,362","58,471","3,630,976",414,"1,616","423,201,000","31,613,410,362","50,145","3,681,121",407,"1,534","140,662,300","31,754,072,662","18,365","3,699,486",400,"1,576","133,609,500","31,887,682,162","17,386","3,716,872",401,"1,556","1,833,231,717","224,785"
4,스파이,2015-05-21,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",폴 페이그,"주드 로,제이슨 스타뎀,멜리사 맥카시","218,838,300","16,418,490,058","28,713","2,069,785",441,"1,955","143,216,400","16,561,706,458","18,741","2,088,526",367,"1,455","217,445,600","16,779,152,058","26,571","2,115,097",369,"1,484","436,428,800","17,215,580,858","52,515","2,167,612",380,"1,419","387,682,400","17,603,263,258","46,548","2,214,160",384,"1,387","125,999,200","17,729,262,458","16,508","2,230,668",357,"1,327","125,543,100","17,854,805,558","16,450","2,247,118",364,"1,347","1,655,153,800","206,046"
5,간신,2015-05-21,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,"주지훈,김강우,천호진,임지연,이유영,김현수,문희경,박시영,박아영,임효우,전미정,전태호,박은영,박은영,박재성,박주희,박지수,정수지,정재우,배효진,조명행,조용완,송영창,차지연,성진아,최창훈,신동필,양정민,염재민,한진구,이보라,홍의정,황동희,이상철,이소희,이솔,이슬기,이승주,이용호,이용호,이윤지,김태희,서영주,기주봉,장광,류선영,김강일,정만식,최일화","69,805,700","8,411,123,910","9,129","1,043,580",308,854,"54,745,100","8,465,869,010","7,288","1,050,868",257,629,"70,511,300","8,536,380,310","8,570","1,059,438",255,621,"109,036,100","8,645,416,410","12,706","1,072,144",229,522,"91,350,200","8,736,766,610","10,612","1,082,756",222,510,"46,964,400","8,783,731,010","6,218","1,088,974",256,618,"45,870,200","8,829,601,210","6,061","1,095,035",252,608,"488,283,000","60,584"
6,악의 연대기,2015-05-14,한국,한국,(주)비에이엔터테인먼트,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원","42,453,900","17,154,878,832","5,627","2,165,757",277,661,"24,559,200","17,179,438,032","3,280","2,169,037",188,401,"28,756,500","17,208,194,532","3,586","2,172,623",180,394,"50,635,800","17,258,830,332","6,255","2,178,878",173,369,"46,181,700","17,305,012,032","5,693","2,184,571",165,346,"15,392,900","17,320,404,932","2,021","2,186,592",174,341,"14,737,800","17,335,142,732","1,982","2,188,574",163,336,"222,717,800","28,444"
7,은밀한 유혹,2015-06-04,한국,한국,"(주)영화사비단길,(주)수필름",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,범죄",윤재구,"임수정,유연석,이경영,박철민,진경,도희,조희성,최민우,이광수,홍정표,민혜경,이동훈,곽민호,조규완,이마붑","71,168,600","979,617,247","9,440","124,999",351,"1,563","18,073,900","997,691,147","2,424","127,423",188,389,"22,563,100","1,020,254,247","2,778","130,201",197,393,"28,443,700","1,048,697,947","3,471","133,672",170,299,"23,249,200","1,071,947,147","2,854","136,526",161,265,"17,050,400","1,088,997,547","2,201","138,727",175,341,"16,473,900","1,105,471,447","2,420","141,147",186,355,"197,022,800","25,588"
8,무뢰한,2015-05-27,한국,한국,(주)사나이픽처스,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현","46,109,500","3,077,097,331","6,049","391,830",281,744,"15,036,900","3,092,134,231","1,994","393,824",93,219,"19,600,000","3,111,734,231","2,376","396,200",93,213,"31,561,300","3,143,295,531","3,660","399,860",73,172,"25,015,000","3,168,310,531","2,898","402,758",74,160,"13,074,900","3,181,385,431","1,709","404,467",90,206,"12,668,900","3,194,054,331","1,672","406,139",88,198,"163,066,500","20,358"
9,꼬마 유령,2015-06-11,독일,"독일,스위스",,(주)영화사오원,전체관람가,"판타지,가족",알랑 그스포너,,0,"2,265,000",0,533,0,0,"4,735,200","7,000,200",672,"1,205",97,105,"6,942,200","13,942,400",951,"2,156",105,118,"26,081,200","40,023,600","3,632","5,788",176,248,"34,857,300","74,880,900","4,807","10,595",176,247,"3,179,200","78,060,100",447,"11,042",86,98,"3,427,000","81,487,100",495,"11,537",96,105,"79,222,100","11,004"
