기간별 박스오피스 일별 엑셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 조회기간 : 2015-11-18 ~ 2015-11-24 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,대표국적,국적,제작사,배급사,등급,장르,감독,배우,2015-11-18,,,,,,2015-11-19,,,,,,2015-11-20,,,,,,2015-11-21,,,,,,2015-11-22,,,,,,2015-11-23,,,,,,2015-11-24,,,,,,합계,
,,,,,,,,,,,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,매출액,관객수
1,내부자들,2015-11-19,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명","733,283,800","922,066,800","91,947","113,784",712,"1,708","1,756,744,300","2,678,811,100","230,949","344,733",907,"4,418","2,321,271,547","5,000,082,647","283,518","628,251",954,"4,638","4,084,563,413","9,084,646,060","489,503","1,117,754","1,072","5,334","4,078,858,500","13,163,504,560","488,052","1,605,806","1,075","5,262","1,617,876,700","14,781,381,260","211,777","1,817,583","1,017","4,947","1,483,958,000","16,265,339,260","194,968","2,012,551","1,021","4,950","16,076,556,260","1,990,714"
2,검은 사제들,2015-11-05,한국,한국,영화사 집,씨제이이앤엠(주),15세이상관람가,"미스터리,드라마",장재현,"김윤석,강동원,박소담,김병옥,김의성,이호재,남일우,김동현,김미영,김수진,김혜민,박지수,송선찬,이상민,이승훈,이현우,손종학,조수향,남문철","818,324,800","30,511,499,774","111,697","3,877,313","1,013","4,778","611,575,200","31,123,074,974","83,706","3,961,019",756,"3,945","870,980,205","31,994,055,179","112,340","4,073,359",778,"4,053","1,607,629,890","33,601,685,069","202,054","4,275,413",744,"3,955","1,370,845,300","34,972,530,369","173,260","4,448,673",729,"3,794","440,478,800","35,413,009,169","60,707","4,509,380",739,"3,583","390,951,900","35,803,961,069","54,136","4,563,516",735,"3,510","6,110,786,095","797,900"
3,헝거게임: 더 파이널,2015-11-18,미국,미국,라이온스 게이트 필름즈,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처",프란시스 로렌스,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,필립 세이모어 호프만,줄리안 무어,우디 해럴슨,엘리자베스 뱅크스,도날드 서덜랜드","356,712,800","363,128,800","46,781","47,583",482,"1,094","440,271,300","803,400,100","60,162","107,745",600,"2,416","590,738,966","1,394,139,066","76,948","184,693",635,"2,504","1,061,923,097","2,456,062,163","136,423","321,116",661,"2,689","912,537,200","3,368,599,363","117,528","438,644",632,"2,557","270,146,100","3,638,745,463","37,902","476,546",594,"2,385","227,924,600","3,866,670,063","31,834","508,380",610,"2,339","3,860,254,063","507,578"
4,007 스펙터,2015-11-11,영국,"영국,미국",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,범죄,스릴러",샘 멘데스,"다니엘 크레이그,레아 세이두,크리스토프 왈츠,모니카 벨루치","499,926,200","11,106,729,180","67,867","1,412,150","1,007","3,492","294,507,500","11,401,236,680","39,289","1,451,439",606,"2,101","380,435,143","11,781,671,823","47,722","1,499,161",603,"2,098","704,520,407","12,486,192,230","85,165","1,584,326",552,"1,891","638,307,000","13,124,499,230","78,582","1,662,908",540,"1,790","185,706,700","13,310,205,930","25,016","1,687,924",539,"1,762","170,211,400","13,480,417,330","23,395","1,711,319",546,"1,712","2,873,614,350","367,036"
5,이터널 선샤인,2005-11-10,미국,미국,포커스피쳐스,"(주)노바미디어,코리아픽쳐스(주)",15세관람가,멜로/로맨스,미셸 공드리,"짐 캐리,케이트 윈슬렛,커스틴 던스트,마크 러팔로,일라이저 우드","56,540,300","2,488,760,400","7,367","336,770",101,279,"45,610,600","2,534,371,000","5,900","342,670",92,237,"65,786,300","2,600,157,300","7,842","350,512",92,239,"101,819,400","2,701,976,700","11,891","362,403",103,254,"92,879,100","2,794,855,800","11,042","373,445",106,247,"39,728,700","2,834,584,500","5,255","378,700",94,257,"43,283,900","2,877,868,400","5,665","384,365",98,258,"445,648,300","54,962"
6,프리덤,2015-11-19,미국,미국,,(주)씨타마운틴픽쳐스,12세이상관람가,"드라마,가족",피터 쿠센스,"쿠바 구딩 주니어,베르나르드 포처,윌리엄 새들러","2,352,000","29,792,000",336,"4,151",2,2,"43,772,400","73,564,400","6,456","10,607",96,190,"52,845,100","126,409,500","7,530","18,137",117,219,"58,529,100","184,938,600","7,667","25,804",101,206,"73,941,700","258,880,300","9,417","35,221",116,212,"33,542,500","292,422,800","4,926","40,147",98,197,"38,796,000","331,218,800","5,611","45,758",104,192,"303,778,800","41,943"
7,마션,2015-10-08,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",리들리 스콧,"맷 데이먼,제시카 차스테인,제프 다니엘스,케이트 마라,크리스틴 위그","39,137,700","39,513,262,495","5,610","4,860,366",240,393,"13,804,400","39,527,066,895","2,039","4,862,405",90,133,"17,276,200","39,544,343,095","2,306","4,864,711",96,134,"30,832,600","39,575,175,695","3,996","4,868,707",83,120,"30,768,600","39,605,944,295","4,073","4,872,780",84,119,"11,005,000","39,616,949,295","1,559","4,874,339",87,130,"11,222,200","39,628,171,495","1,591","4,875,930",88,129,"154,046,700","21,174"
8,개구리왕국,2015-11-12,중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",넬슨 신,,"7,025,000","194,576,500","1,159","27,745",113,121,"5,413,200","199,989,700",978,"28,723",33,38,"7,389,000","207,378,700","1,290","30,013",40,44,"40,473,800","247,852,500","5,680","35,693",123,171,"49,608,500","297,461,000","6,855","42,548",127,176,"2,043,000","299,504,000",348,"42,896",24,27,"3,844,500","303,348,500",754,"43,650",28,30,"115,797,000","17,064"
9,인턴,2015-09-24,미국,미국,,워너브러더스 코리아(주),12세이상관람가,코미디,낸시 마이어스,"앤 해서웨이,로버트 드니로,르네 루소,냇 울프,아담 드바인,앤드류 라넬스","22,191,600","28,407,710,348","3,101","3,595,734",101,165,"11,041,900","28,418,752,248","1,589","3,597,323",48,74,"10,814,500","28,429,566,748","1,437","3,598,760",44,73,"17,562,900","28,447,129,648","2,207","3,600,967",39,60,"15,766,500","28,462,896,148","1,962","3,602,929",38,59,"8,724,800","28,471,620,948","1,255","3,604,184",42,73,"9,473,900","28,481,094,848","1,323","3,605,507",45,79,"95,576,100","12,874"
